Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,Bairro,url
"Carros, vans e utilitários",FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 2P,FIAT,Passeio,2007,11111,1.0,Flex,Manual,Mecânica,Cinza,2 portas,7,65095683,São Luís,Vila Esperança,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-palio-2007-basico-893472663
"Carros, vans e utilitários",HONDA CR-V,HONDA,,2018,80000,,,,,,,,65051040,São Luís,COHAB Anil III,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/comprar-veiculo-893453203
"Carros, vans e utilitários",FORD FOCUS SEDAN 1.6/1.6 FLEX 8V/16V 4P MEC.,FORD,Sedã,2011,35000,1.6,Flex,Manual,Hidráulica,Preto,4 portas,5,65061650,São Luís,Bequimão,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/focus-sedan-2011-893473118
"Carros, vans e utilitários",FIAT PALIO,FIAT,Hatch,2013,70000,1.4,Gasolina,Manual,Hidráulica,Vermelho,4 portas,,65800000,Balsas,,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-1-4-893469059
"Carros, vans e utilitários",TOYOTA HILUX SW4 SRV D4-D 4X4 3.0 TDI DIES. AUT,TOYOTA,SUV,2011,168524,3.0 - 3.9,Diesel,Automático,Hidráulica,Prata,4 portas,3,65040515,São Luís,Sacavém,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/toyota-sw4-srv-4x4-3-0-11-11-diesel-completa-7-lugares-886876350
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CITY 1.6 MI 8V 4P,VW - VOLKSWAGEN,Passeio,1997,0,1.6,Gasolina,Manual,Mecânica,Branco,2 portas,3,65055380,São Luís,Jardim São Cristóvão,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/gol-bola-g2-1-6-ap-ano-97-6-000-v-t-893457786
"Carros, vans e utilitários",TOYOTA HILUX SW4 4X4 3.0 8V TB DIESEL,TOYOTA,Pick-up,2011,140000,3.0 - 3.9,Diesel,Automático,Hidráulica,Preto,4 portas,9,65036284,São Luís,Santo Antônio,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/sw4-srv-893450217
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,Hatch,2011,113,1.0,Flex,Manual,Hidráulica,Prata,4 portas,9,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/celta-2011-spirit-completao-893446337
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2019,10000000,1.0,Flex,Manual,Elétrica,Vermelho,4 portas,6,65071415,São Luís,Calhau,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/l-o-c-a-c-a-o-facil-893444705
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH SELECAO 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Hatch,2019,17000,1.0,Flex,Automático,Elétrica,Branco,4 portas,6,65010000,São Luís,Centro,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-893445177
"Carros, vans e utilitários",FIAT SIENA,FIAT,Sedã,2012,169,,Flex,Manual,,Branco,4 portas,,65066841,São Luís,Chácara Brasil,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/siena-2012-muito-bom-893441028
"Carros, vans e utilitários", ,,,2009,0,,,,,,,,65010000,São Luís,Centro,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/hilux-2009-893437354
"Carros, vans e utilitários",FORD ESCORT GLX 1.6I,FORD,Antigo,1994,70000,1.6,Gasolina,Manual,Mecânica,Prata,2 portas,3,65030015,São Luís,Areinha,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-ford-escort-893438785
"Carros, vans e utilitários",FIAT UNO WAY 1.0 EVO FIRE FLEX 8V 2P,FIAT,Hatch,2013,170000,1.0,Gasolina,Manual,Hidráulica,Vermelho,2 portas,9,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2013-893436105
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO CROSS 1.6 T.FLEX 16V CD,VW - VOLKSWAGEN,Van/Utilitário,2018,27918,1.6,Flex,Manual,Hidráulica,Cinza,2 portas,8,65040515,São Luís,Sacavém,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vw-saveiro-crss-893437823
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP RODEIO 2.4 MPFI F.POWER CD,GM - CHEVROLET,Pick-up,2010,120000,2.0 - 2.9,Flex,Manual,Hidráulica,Prata,4 portas,0,65057679,São Luís,Pontal da Ilha,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/estou-enviando-essa-linda-s10-rodeio-893434038
"Carros, vans e utilitários",MITSUBISHI PAJERO SPORT,MITSUBISHI,,2008,10001000,2.0 - 2.9,Flex,Manual,,Prata,4 portas,2,65485000,Itapecuru Mirim,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/pajero-tr4-finan-2008-2009-whatsapp-893432334
"Carros, vans e utilitários",TOYOTA ETIOS X 1.3 FLEX 16V 5P MEC.,TOYOTA,Hatch,2015,83000,1.3,Flex,Manual,Elétrica,Branco,4 portas,0,65035600,São Luís,Liberdade,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/etios-1-3-893432068
"Carros, vans e utilitários",VW - VOLKSWAGEN KOMBI ESCOLAR 1.6 MPI,VW - VOLKSWAGEN,Antigo,1999,0,1.6,Gasolina,Manual,Mecânica,Branco,2 portas,3,65130000,Paço do Lumiar,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/pra-vender-hoje-893430552
"Carros, vans e utilitários",FIAT STRADA,FIAT,Pick-up,2016,58000,,Flex,Manual,Hidráulica,Prata,,,65025750,São Luís,Vila Passos,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/oportunidade-fiat-strada-3-portas-893431941
"Carros, vans e utilitários",FORD RANGER XLS 3.0 PSE STORM 4X4 CD TB DIES.,FORD,Pick-up,2007,100000,3.0 - 3.9,Diesel,Manual,,Branco,4 portas,,65430000,Vargem Grande,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/ranger-4x4-diesel-2007-893431182
"Carros, vans e utilitários",FORD ,FORD,Hatch,2016,87060,1.0,,Manual,Elétrica,Branco,4 portas,,65044786,São Luís,Vila dos Nobres,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/carro-893423727
"Carros, vans e utilitários",TOYOTA RAV4 2.0 4X2 16V AUT.,TOYOTA,SUV,2015,72000,2.0 - 2.9,Gasolina,Automático,Elétrica,Prata,4 portas,4,65040515,São Luís,Sacavém,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/toyota-rav4-2-0-cvt-4x2-r-88-000-00-879471319
"Carros, vans e utilitários",FORD ECOSPORT FREESTYLE 1.6 16V FLEX 5P,FORD,SUV,2014,103000,1.6,Gasolina,Manual,Hidráulica,Branco,4 portas,2,65800000,Balsas,,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-1-6-893431235
"Carros, vans e utilitários",TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,Sedã,2018,25000,1.8,Flex,Automático,Elétrica,Prata,4 portas,1,65715000,Lago da Pedra,,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/corolla-gli-2018-18-apenas-25-000-km-874558978
"Carros, vans e utilitários",GM - CHEVROLET MERIVA 1.8/ CD 1.8 MPFI 16V 122CV 5P,GM - CHEVROLET,Van/Utilitário,2004,1000,1.8,Gasolina,Manual,Hidráulica,Preto,4 portas,8,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/meriva-2004-893406737
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2015,90,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,7,65090772,São Luís,Maracanã,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/carro-gol-flex-30-mil-893410077
"Carros, vans e utilitários",GM - CHEVROLET AGILE LTZ 1.4 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2013,89000,1.4,Flex,Manual,Hidráulica,Preto,4 portas,,65031000,São Luís,Parque Amazonas,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/agile-ltz-classic-ls-pequena-entrada-restante-financio-pelo-banco-893419367
"Carros, vans e utilitários",VW - VOLKSWAGEN CROSSFOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,SUV,2016,33200,1.6,Flex,Manual,Elétrica,Prata,4 portas,4,65076820,São Luís,Jaracaty,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/crossfox-1-6-manual-2016-889879218
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO TRENDLINE 1.6 T.FLEX 8V CD,VW - VOLKSWAGEN,Pick-up,2015,125000,1.6,Flex,Manual,Hidráulica,Vermelho,2 portas,4,65070290,São Luís,Vila Vicente Fialho,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/saveiro-trendline-cabine-dupla-2015-2015-46-000-893406843
"Carros, vans e utilitários",MERCEDES-BENZ SPRINTER 415 VAN LUXO T.A. 2.2 DIESEL,MERCEDES-BENZ,Van/Utilitário,2019,35591,,Diesel,Manual,Elétrica,Preto,4 portas,4,65072563,São Luís,Cohama,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/sprinter-teto-alto-415-extra-longa-893405229
"Carros, vans e utilitários",FIAT IDEA ATTRACTIVE 1.4 FIRE FLEX 8V 5P,FIAT,,2012,82207,,Flex,Manual,Hidráulica,Cinza,4 portas,4,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fiat-idea-1-4-attractive-893403328
"Carros, vans e utilitários",GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 3P,GM - CHEVROLET,,2012,100000,,,,,Prata,2 portas,,65208000,Santa Helena,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/celta-2012-893400146
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2013,56000,1.6,Flex,Manual,Hidráulica,Vermelho,4 portas,1,65061021,São Luís,Maranhão Novo,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/golf-2013-em-perfeito-estado-893400474
"Carros, vans e utilitários",TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,Sedã,2011,216000,1.8,Flex,Automático,Hidráulica,Outra,4 portas,,65130000,Paço do Lumiar,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/corola-893399879
"Carros, vans e utilitários", ,,,2013,150000,,,,,,4 portas,,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/hillux-2013-893390276
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2009,111,1.0,Flex,Manual,Assistida,Preto,4 portas,2,65074856,São Luís,Planalto Vinhais I,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/classic-2009-completo-conservado-893374638
"Carros, vans e utilitários",FORD RANGER XLS 2.5 16V 4X2 CD FLEX,FORD,Pick-up,2014,57000,2.0 - 2.9,Flex,Manual,Hidráulica,Branco,4 portas,6,65042245,São Luís,Coroado,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/ranger-xls-2-5-flex-manual-2014-893385013
"Carros, vans e utilitários",GM - CHEVROLET PRISMA  SED. MAXX/ LT 1.4 8V ECONOF. 4P,GM - CHEVROLET,Sedã,2011,110000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,6,65633020,Timon,Parque Alvorada,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/prisma-maxx-2011-1-4-893373860
"Carros, vans e utilitários",HYUNDAI HB20S UNIQUE 1.0 FLEX 12V MEC.,HYUNDAI,Sedã,2019,29000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,6,65076170,São Luís,São Francisco,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/hb20s-1-0-uniqui-2019-886450818
"Carros, vans e utilitários",FORD FIESTA 1.0I 3P E 5P,FORD,Hatch,2014,140000,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,4,65110000,São José de Ribamar,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-carro-fiesta-2014-893390594
"Carros, vans e utilitários",FORD FUSION SEL 2.3 16V  162CV AUT.,FORD,Sedã,2008,142000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Preto,4 portas,9,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fusion-sel-2008-2-3-893373931
"Carros, vans e utilitários",FIAT TORO FREEDOM 1.8 16V FLEX AUT.,FIAT,Pick-up,2017,100598,,Flex,Automático,Hidráulica,Vermelho,4 portas,7,65067380,São Luís,Turu,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-1-8-freedom-893374041
"Carros, vans e utilitários",TOYOTA HILUX CD SRV 4X4 3.0 8V 116CV TB DIESEL,TOYOTA,Pick-up,2004,404000,3.0 - 3.9,Diesel,Manual,Hidráulica,Preto,4 portas,3,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-hillux-srv-2004-turbo-diesel-4x4-3-0-893386103
"Carros, vans e utilitários",GM - CHEVROLET SPIN ADVANTAGE 1.8 8V ECONO.FLEX 5P AUT.,GM - CHEVROLET,Van/Utilitário,2018,56000,1.8,Flex,Automático,Hidráulica,Prata,4 portas,,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-spin-activ-1-8-2018-aut-893389989
"Carros, vans e utilitários", ,,,2015,0,,,,,,,,65010000,São Luís,Centro,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/hilux-2015-893362736
"Carros, vans e utilitários",RENAULT CLIO AUTHENTIQUE 1.0/1.0 HI-POWER 16V 3P,RENAULT,Sedã,2008,75000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,5,65057784,São Luís,São Raimundo,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/renow-clio-sedan-893358369
"Carros, vans e utilitários",TOYOTA COROLLA FIELDER SW 1.8/1.8 XEI FLEX AUT.,TOYOTA,Sedã,2017,25000,1.8,Flex,Automático,Elétrica,Preto,4 portas,3,65058197,São Luís,Cidade Operária,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-completo-893368197
"Carros, vans e utilitários",NISSAN VERSA SL 1.6 16V FLEXSTART 4P AUT.,NISSAN,Sedã,2017,48000,1.6,Flex,Automático,Elétrica,Branco,4 portas,5,65110000,São José de Ribamar,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/versa-sl-2016-2017-893360255
"Carros, vans e utilitários",FIAT SIENA EL 1.0 MPI FIRE FLEX 8V 4P,FIAT,Sedã,2014,157000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,3,65138000,Raposa,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/siena-fire-1-0-893363639
"Carros, vans e utilitários",HYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.,HYUNDAI,Hatch,2017,62000,1.6,Flex,Manual,Hidráulica,Branco,,0,65950000,Barra do Corda,,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/hb20-comfort-plus-1-6-flex-manual-2016-2017-completo-866743604
"Carros, vans e utilitários",FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,Hatch,2019,42000,1.0,Flex,Manual,Elétrica,Prata,4 portas,,65950000,Barra do Corda,,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-1-0-hatch-se-completo-2019-2019-818407560
"Carros, vans e utilitários",FIAT TORO RANCH 2.0 16V 4X4 DIESEL AUT.,FIAT,,2021,12000,2.0 - 2.9,Diesel,Automático,Elétrica,Branco,4 portas,5,65907000,Imperatriz,Nova Imperatriz,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/toro-ranch-20-21-12000km-menos-de-1-ano-de-uso-893359541
"Carros, vans e utilitários",FORD RANGER SPORT 2.5 FLEX 16V 4X2 CS,FORD,Pick-up,2014,153000,2.0 - 2.9,Flex,Manual,Hidráulica,Branco,2 portas,1,65916150,Imperatriz,Bacuri,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/ford-ranger-xls-2-5-flex-893357360
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2010,122000,1.0,Flex,Manual,Mecânica,Vermelho,4 portas,7,65057679,São Luís,Pontal da Ilha,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-esse-lindo-classic-2009-2010-893343086
"Carros, vans e utilitários",FIAT TORO FREEDOM 1.8 16V FLEX AUT.,FIAT,Pick-up,2016,85000,1.8,Flex,Automático,Hidráulica,Outra,4 portas,6,65110000,São José de Ribamar,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/toro-freedom-1-8-flex-891941337
"Carros, vans e utilitários",GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2011,111,1.0,Flex,Manual,Assistida,Preto,4 portas,2,65074856,São Luís,Planalto Vinhais I,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/celta-2011-completo-893341071
"Carros, vans e utilitários", ,,,2009,100,,,,,,,,65064030,São Luís,Aurora,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/fretes-carretos-mudancas-893335165
"Carros, vans e utilitários",NISSAN FRONTIER SV AT. CD 4X4 2.5 TB DIES. AUT.,NISSAN,Pick-up,2016,88000,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,,6,65050145,São Luís,COHAB Anil I,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/frontier-2016-2016-889701626
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2016,29000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,,65400000,Codó,,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/vendo-classic-15-16-893339263
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2019,69000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vw-gol-1-0-12v-2019-893321883
"Carros, vans e utilitários",FIAT MOBI DRIVE 1.0 FLEX 6V 5P,FIAT,Hatch,2017,280003,1.4,Flex,Manual,Hidráulica,Branco,4 portas,,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vendo-fiat-mobi-893338657
"Carros, vans e utilitários",GM - CHEVROLET D-20 S / LUXE 3.9/4.0 T.DIESEL,GM - CHEVROLET,Pick-up,1992,510000,3.0 - 3.9,Diesel,Manual,Hidráulica,Vermelho,4 portas,,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/d-20-cabine-dupla-ano-92-r-60000-00-893323965
"Carros, vans e utilitários",TOYOTA HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT.,TOYOTA,Pick-up,2018,84500,2.0 - 2.9,Diesel,Automático,Hidráulica,Prata,4 portas,7,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-srx-2018-extra-891449073
"Carros, vans e utilitários",RENAULT LOGAN EXPRES./EXP. UP HI-FLEX 1.0 16V 4P,RENAULT,Sedã,2010,130000,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,7,65636726,Timon,São Francisco I,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/logan-sedan-1-0-16v-893322314
"Carros, vans e utilitários",HYUNDAI HB20 SENSE 1.0 12V FLEX MEC.,HYUNDAI,Hatch,2020,42000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,0,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-sense-1-0-2020-2020-893321794
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LT 2.8 TDI 4X4 CD DIESEL AUT,GM - CHEVROLET,Pick-up,2015,116000,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,4 portas,8,65901020,Imperatriz,Bacuri,https://ma.olx.com.br/regiao-de-imperatriz-e-caxias/autos-e-pecas/carros-vans-e-utilitarios/s10-lt-893319225
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2020,65000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,6,65000000,São Luís,,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/vw-gol-1-0-12v-2020-893319603
"Carros, vans e utilitários",GM - CHEVROLET MONZA SL/E SR 2.0,GM - CHEVROLET,Sedã,1996,62,2.0 - 2.9,Gasolina,Manual,Hidráulica,Cinza,4 portas,6,65010000,São Luís,Centro,https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/monza-gls-2-0-chevrolet-893311162
