Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,Bairro,price,url
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT 1.0 MPFI VHC 8V 3P,GM - CHEVROLET,Hatch,2003,100000,1.0,,,Mecânica,Vermelho,2 portas,,64200200,Parnaíba,Centro,11000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/celta-889478609
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2017,77050,2.0 - 2.9,Flex,Automático,,Prata,4 portas,3,64023620,Teresina,Lourival Parente,85000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/renato-vieira-do-nascimento-889444303
"Carros, vans e utilitários",FORD FIESTA,FORD,,2010,20000,,,,,,4 portas,,64290000,Altos,,15000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/carro-fiesta-889456654
"Carros, vans e utilitários",FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CD,FIAT,Van/Utilitário,2014,139000,1.4,Flex,Manual,Hidráulica,Branco,2 portas,1,64760000,São João do Piauí,,45000.0,https://pi.olx.com.br/regiao-de-picos-e-floriano/autos-e-pecas/carros-vans-e-utilitarios/carro-889457677
"Carros, vans e utilitários",HONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V AUT. 4P,HONDA,Passeio,2010,110000,1.8,Flex,Automático,Elétrica,,4 portas,,64005780,Teresina,Mafrense,44000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/civic-2010-lxl-889443224
"Carros, vans e utilitários",TOYOTA ETIOS XLS 1.5 FLEX 5P AUT.,TOYOTA,Hatch,2017,51830,1.5,Flex,Automático,Hidráulica,Cinza,4 portas,4,64049620,Teresina,Ininga,51000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/etios-xsl-1-5-completo-16-17-unico-dono-889443740
"Carros, vans e utilitários",GM - CHEVROLET PRISMA  SED. MAXX/ LT 1.4 8V ECONOF. 4P,GM - CHEVROLET,Sedã,2011,60000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,5,64059040,Teresina,Satélite,22000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/prisma-maxx-2011-pra-vender-logo-889442506
"Carros, vans e utilitários",FIAT GRAND SIENA ATTRAC. 1.4 EVO F.FLEX 8V,FIAT,Sedã,2013,114,1.4,Flex,Manual,Hidráulica,,4 portas,5,64000000,Teresina,,33500.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/grand-siena-attractive-1-4-889436827
"Carros, vans e utilitários",FIAT PALIO WAY 1.0 FIRE FLEX 8V 5P,FIAT,Hatch,2015,137297,1.0,Flex,Manual,Hidráulica,Preto,4 portas,7,64018290,Teresina,Vermelha,34990.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/palio-fire-way-1-0-ano-2014-2015-completo-872642710
"Carros, vans e utilitários",FIAT MOBI LIKE 1.0 FIRE FLEX 5P.,FIAT,Hatch,2018,116,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,4,64066400,Teresina,Cidade Jardim,38000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/fiat-mobi-like-1-0-889425946
"Carros, vans e utilitários",FIAT STRADA ADV.1.8 16V DUALOGIC FLEX CD,FIAT,Pick-up,2015,65000,1.8,Flex,Automático,Hidráulica,Outra,,0,64079157,Teresina,Novo Horizonte,57000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/strada-adventure-889430923
"Carros, vans e utilitários", ,,,2013,133000,,,,,,,,64000000,Teresina,,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/sandero-stepway-1-6-13mil-44-de-585-889415996
"Carros, vans e utilitários",MERCEDES-BENZ SPRINTER 313 VAN STREET LUXO 16L. DIES.,MERCEDES-BENZ,Van/Utilitário,2008,300000,2.0 - 2.9,Diesel,Manual,Hidráulica,Branco,2 portas,3,64500000,Oeiras,,54500.0,https://pi.olx.com.br/regiao-de-picos-e-floriano/autos-e-pecas/carros-vans-e-utilitarios/vendo-sprinter-nova-e-conservadissima-889423640
"Carros, vans e utilitários",GM - CHEVROLET CORSA SED. MAXX 1.8 MPFI 8V FLEXPOWER,GM - CHEVROLET,Sedã,2005,148000,1.8,Flex,Manual,Hidráulica,Outra,4 portas,0,64016817,Teresina,Três Andares,13000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/corsa-sedan-889421176
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LTZ 2.8 TDI 4X4 CD DIES.AUT,GM - CHEVROLET,Pick-up,2016,151000,2.0 - 2.9,Diesel,Automático,Hidráulica,,4 portas,3,64015460,Teresina,Cristo Rei,142990.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/s10-ltz-15-16-diesel-4x4-889402831
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2011,101235,1.0,Flex,Manual,Hidráulica,Prata,4 portas,4,64018290,Teresina,Vermelha,19000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/classic-2011-889406054
"Carros, vans e utilitários",GM - CHEVROLET JOY HATCH 1.0 8V BLACK EDITION FLEX MEC,GM - CHEVROLET,Hatch,2020,33000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,3,64000200,Teresina,Centro,51000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/onix-1-0-2019-20-completo-860706047
"Carros, vans e utilitários",FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,Hatch,2015,109000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,6,64028445,Teresina,Santo Antônio,18000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-palio-889395690
"Carros, vans e utilitários",HONDA FIT LX 1.4/ 1.4 FLEX 8V/16V 5P MEC.,HONDA,Passeio,2008,158700,1.4,Flex,Manual,Hidráulica,Preto,4 portas,4,64010460,Teresina,Mocambinho,19000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-889388188
"Carros, vans e utilitários",TOYOTA ETIOS,TOYOTA,Sedã,2013,91000,1.5,Flex,Manual,Hidráulica,Vermelho,4 portas,,64000010,Teresina,Centro,35000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/carro-etios-seminovo-889352440
"Carros, vans e utilitários",RENAULT KWID 1.0 ZEN,RENAULT,Hatch,2021,0,1.0,Álcool,Manual,Elétrica,,,7,64052860,Teresina,Horto,,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/consorcio-889338627
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2016,74000,2.0 - 2.9,Flex,Automático,Hidráulica,Vermelho,4 portas,7,64018290,Teresina,Vermelha,85000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-2016-889357711
"Carros, vans e utilitários",RENAULT CLIO AUTHENTIQUE HI-FLEX 1.0 16V 3P,RENAULT,Sedã,2006,0,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,,64012856,Teresina,Santa Maria,9000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/carro-renault-clio-sada-889333374
"Carros, vans e utilitários",KIA MOTORS BONGO K-2400 2.4 DIESEL,KIA MOTORS,Van/Utilitário,2010,120000,2.0 - 2.9,Diesel,Manual,Hidráulica,Branco,,,64028427,Teresina,Santo Antônio,46500.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/kia-bongo-10-11-889331845
"Carros, vans e utilitários",JEEP COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.,JEEP,SUV,2019,49000,2.0 - 2.9,Flex,Automático,Hidráulica,Prata,4 portas,5,64000200,Teresina,Centro,113000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/compass-longitude-2019-889351425
"Carros, vans e utilitários",FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,,2011,50000,,,,,Preto,4 portas,,64067560,Teresina,Tabajaras,15000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-889320351
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2019,32000,1.0,Flex,Manual,Hidráulica,Azul,4 portas,1,64000180,Teresina,Centro,50990.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/onix-lt-1-0-2018-2019-unica-dona-889331709
"Carros, vans e utilitários",TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,Sedã,2013,72000,1.8,Flex,Automático,Hidráulica,,4 portas,5,64090095,Teresina,Gurupi,52000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-corolla-gli-889324830
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION HI-POWER 1.0 16V 5P,RENAULT,Passeio,2012,142900,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,6,64020250,Teresina,Saci,21000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-889315238
"Carros, vans e utilitários",GM - CHEVROLET CORSA SED. PREMIUM 1.4 8V ECONOFLEX 4P,GM - CHEVROLET,Sedã,2008,136000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,0,64022245,Teresina,Lourival Parente,19300.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/corsao-1-4-premium-2008-19-300-889306492
"Carros, vans e utilitários",FIAT ,FIAT,,2014,90000000,,,,,Vermelho,4 portas,,64076330,Teresina,Extrema,29000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-fiat-2014-889290736
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2009,11000,1.0,Flex,Manual,Hidráulica,Branco,2 portas,5,64069290,Teresina,Vale do Gavião,16000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/gol-g4-2008-2009-889293113
"Carros, vans e utilitários",FIAT UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P,FIAT,Passeio,2013,12253,1.0,Flex,Manual,Hidráulica,Preto,4 portas,8,64023480,Teresina,Lourival Parente,23000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-fiat-uno-vivace-889287444
"Carros, vans e utilitários",FORD ECOSPORT XL 1.6/ 1.6 FLEX 8V 5P,FORD,SUV,2006,0,1.6,Flex,Manual,Hidráulica,Cinza,4 portas,7,64120000,União,,20000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-2006-889304615
"Carros, vans e utilitários",FIAT PALIO WEEKEND ELX 1.4 MPI FIRE FLEX 8V,FIAT,Sedã,2014,125000,1.4,Flex,Manual,Hidráulica,Cinza,4 portas,,64130000,Miguel Alves,,29000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/palio-weekend-889269584
"Carros, vans e utilitários",VW - VOLKSWAGEN AMAROK HIG.ULTIMATE CD 2.0 4X4 DIES. AUT,VW - VOLKSWAGEN,Pick-up,2016,145000,2.0 - 2.9,Diesel,Automático,Hidráulica,Prata,4 portas,1,64017380,Teresina,Monte Castelo,125000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-amarok-highline-889235466
"Carros, vans e utilitários",GM - CHEVROLET D-20 S 3.9/4.0 TURBO DIESEL,GM - CHEVROLET,Pick-up,1994,111114,2.0 - 2.9,Diesel,Manual,Hidráulica,Vermelho,2 portas,3,64600108,Picos,Centro,48000.0,https://pi.olx.com.br/regiao-de-picos-e-floriano/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-d20-ano-94-94-889245497
"Carros, vans e utilitários",GM - CHEVROLET VECTRA GT-X 2.0 MPFI 8V FLEXPOWER AUT.,GM - CHEVROLET,Hatch,2009,78000,2.0 - 2.9,Flex,Automático,Hidráulica,Preto,4 portas,3,64077270,Teresina,Itararé,35000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vectra-gtx-automatico-889230758
"Carros, vans e utilitários",CITROEN C4 LOUNGE EXCLUSIVE 1.6 TURBO 4P AUT.,CITROEN,Sedã,2014,120243,1.6,Gasolina,Automático,Hidráulica,Preto,4 portas,7,64014470,Teresina,Cristo Rei,40000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/c4-lounge-1-6-turbo-889215171
"Carros, vans e utilitários",VW - VOLKSWAGEN FUSCA,VW - VOLKSWAGEN,,1981,1,1.3,,,,,,,64053070,Teresina,Santa Isabel,13000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/fusca-vendo-886873578
"Carros, vans e utilitários",FORD F-250 XL 4.2 180CV CD TB DIESEL,FORD,Pick-up,2005,19139,4.0 ou mais,Diesel,Manual,Hidráulica,Verde,2 portas,9,64873000,Sebastião Leal,,92000.0,https://pi.olx.com.br/regiao-de-picos-e-floriano/autos-e-pecas/carros-vans-e-utilitarios/ford-f250-xl-l-889217263
"Carros, vans e utilitários",GM - CHEVROLET CELTA LIFE 1.0 MPFI VHC 8V 3P,GM - CHEVROLET,Hatch,2005,150000,1.0,Gasolina,Manual,Mecânica,Preto,2 portas,6,64078760,Teresina,Parque Ideal,13900.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/celta-2006-889202602
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LTZ 2.8 TDI 4X4 CD DIES.AUT,GM - CHEVROLET,Pick-up,2012,150000,2.0 - 2.9,Diesel,Automático,Hidráulica,Preto,4 portas,4,64030370,Teresina,Bela Vista,112000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/s10-889213963
"Carros, vans e utilitários",FIAT PALIO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P,FIAT,Passeio,2014,11,1.0,Gasolina,Manual,Hidráulica,Prata,4 portas,0,64009490,Teresina,Memorare,32000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/palio-attractive-1-0-889203162
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 2P,VW - VOLKSWAGEN,Hatch,2010,159000,1.0,Flex,Manual,Mecânica,Prata,2 portas,9,64049544,Teresina,Fátima,15500.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-gol-1-0-basico-sem-ar-2010-sem-debito-unico-dono-869898026
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Hatch,2013,115000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,4,64053390,Teresina,Santa Isabel,35700.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/hb20-confort-1-0-unica-dona-2013-889199743
"Carros, vans e utilitários",GM - CHEVROLET D-20 S / LUXE 3.9/4.0 DIESEL,GM - CHEVROLET,Pick-up,1993,100000,3.0 - 3.9,Diesel,Manual,Hidráulica,Branco,2 portas,1,64220000,Luís Correia,,58000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/d20-93-impecavel-aceita-troca-do-interesse-870818544
"Carros, vans e utilitários",FIAT PALIO SPORTING DUALOGIC 1.6 FLEX 16V 5P,FIAT,Hatch,2016,53000,1.6,Flex,Automático,Hidráulica,Branco,4 portas,8,64015310,Teresina,Cristo Rei,39000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/palio-sport-15-16-889177253
"Carros, vans e utilitários",KIA MOTORS SPORTAGE LX 2.0 16V/ 2.0 16V FLEX  AUT.,KIA MOTORS,SUV,2018,30000,2.0 - 2.9,Flex,Automático,Elétrica,Branco,4 portas,,64000000,Teresina,,125000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/kia-sportage-lx-2018-extra-889176673
"Carros, vans e utilitários",TOYOTA ETIOS XS SEDAN1.5 FLEX 16V 4P MEC.,TOYOTA,Sedã,2014,68000,1.5,Flex,Manual,Hidráulica,Branco,4 portas,4,64000200,Teresina,Centro,37900.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/carro-extra-889169440
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2011,104000,1.4,Flex,Manual,Hidráulica,Vermelho,4 portas,8,64001930,Teresina,Centro,23000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/prisma-1-4-lt-2011-2012-889176982
"Carros, vans e utilitários",GM - CHEVROLET COBALT LS 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2014,132000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,9,64260000,Piripiri,,32000.0,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/cobalt-ls-1-4-14-15-889152273
