Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,price,url,Bairro
"Carros, vans e utilitários",FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,Sedã,2019,46000,1.0,Flex,Manual,Elétrica,Branco,4 portas,5,58310000,Cabedelo,46900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-se-sedan-2019-881742297,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,Passeio,2020,44963,,Flex,Manual,,,4 portas,1,58033907,João Pessoa,47900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/gol-2019-2020-1-0-12v-mpi-totalflex-4p-manual-822904005,Brisamar
"Carros, vans e utilitários",FIAT LINEA 1.9/ HLX 1.9/1.8 FLEX  DUALOGIC 4P,FIAT,Sedã,2011,109000,1.8,Flex,Automático,Hidráulica,Prata,4 portas,8,58038080,João Pessoa,25000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/fiat-linea-hlx-2011-897779673,Manaíra
"Carros, vans e utilitários",FIAT UNO SPORTING 1.4 EVO FIRE FLEX 8V 4P,FIAT,Hatch,2015,90000,1.4,Flex,Manual,Hidráulica,Azul,4 portas,1,58030092,João Pessoa,41900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/uno-sporting-2015-extraa-872125098,Estados
"Carros, vans e utilitários",BMW X5 M 4.4 4X4 V8 32V BI-TURBO AUT.,BMW,SUV,2010,1,3.0 - 3.9,,Automático,Elétrica,Azul,4 portas,,58033455,João Pessoa,159900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/x5-m-770610372,Brisamar
"Carros, vans e utilitários",FIAT ARGO,FIAT,Passeio,2020,49434,,Flex,Manual,,,4 portas,9,58033907,João Pessoa,53900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/fiat-argo-2019-2020-1-0-firefly-flex-drive-manual-840719921,Brisamar
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2020,35000,1.0,Flex,Manual,Elétrica,Branco,4 portas,7,58028880,João Pessoa,48500.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-mpi-2020-unico-dono-833823412,Ipês
"Carros, vans e utilitários",FORD KA MP3 1.0 MPI 8V 65CV,FORD,Hatch,2007,100,1.0,Gasolina,Manual,Mecânica,Branco,2 portas,9,58040490,João Pessoa,10990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-1-0-mp3-2007-basico-e-o-melhor-financia-sem-entrada-875413343,Torre
"Carros, vans e utilitários",VW - VOLKSWAGEN VIRTUS 1.6 MSI FLEX 16V 5P MEC.,VW - VOLKSWAGEN,Sedã,2021,5200,1.6,Flex,Manual,Hidráulica,Branco,4 portas,0,58032101,João Pessoa,78500.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/virtus-1-6-msi-branco-com-apenas-5-200-km-rodados-896331485,Miramar
"Carros, vans e utilitários",SUZUKI VITARA,SUZUKI,Passeio,1994,50000,,Gasolina,Manual,,Branco,2 portas,9,58046088,João Pessoa,26999.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-vitara-1994-extra-897769164,Altiplano Cabo Branco
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX TRENDLINE 1.0 FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2013,0,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,,58015085,João Pessoa,33800.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/fox-trend-1-0-flex-2013-completo-878295847,Jaguaribe
"Carros, vans e utilitários",GM - CHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,,2001,150000,1.0,Gasolina,Manual,Hidráulica,Branco,2 portas,8,58010625,João Pessoa,10000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/celta-ano-2001completao-897766316,Varadouro
"Carros, vans e utilitários",VW - VOLKSWAGEN UP! TAKE 1.0 TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2017,0,1.0,Flex,Manual,Hidráulica,Branco,4 portas,,58015085,João Pessoa,40800.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/vw-up-take-1-0-flex-2017-completo-860472184,Jaguaribe
"Carros, vans e utilitários",RENAULT LOGAN EXPRESSION FLEX 1.6 16V 4P,RENAULT,Sedã,2018,91787,1.6,Flex,Manual,Hidráulica,Prata,4 portas,8,58037770,João Pessoa,45000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/renault-logan-expression-1-6-16v-sce-flex-2018-897766200,Jardim Oceania
"Carros, vans e utilitários",TOYOTA COROLLA,TOYOTA,,2018,90000,,,,,,,,58040540,João Pessoa,92990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-2018-top-impecavel-gmustang-veiculos-880863231,Torre
"Carros, vans e utilitários",RENAULT DUSTER EXPRESSION1.6 FLEX 16V AUT.,RENAULT,SUV,2020,57363,1.6,Flex,Automático,Elétrica,Prata,4 portas,9,58030021,João Pessoa,81900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/duster-1-6-automatica-2020-871387369,Estados
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P AUT.,GM - CHEVROLET,Sedã,2018,11111111,1.4,Flex,Automático,Hidráulica,Preto,4 portas,3,58407475,Campina Grande,61490.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/prisma-ltz-automatico-883674096,José Pinheiro
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,,2004,182462,1.6,Gasolina,Manual,,Prata,4 portas,4,58110042,Bayeux,20000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/carro-golf-2004-896343028,Centro
"Carros, vans e utilitários",FIAT UNO SPORTING 1.4 EVO FIRE FLEX 8V 4P,FIAT,Hatch,2014,0,1.4,Flex,Manual,Hidráulica,Branco,4 portas,0,58050690,João Pessoa,34900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/uno-1-4-sporting-2014-completo-833693834,Castelo Branco
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2019,13000,1.0,Flex,Manual,Elétrica,Preto,4 portas,1,58015180,João Pessoa,51900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/onix-895233269,Jaguaribe
"Carros, vans e utilitários",FORD TERRITORY,FORD,Passeio,2021,0,,Gasolina,Automático,,,4 portas,,58410185,Campina Grande,184990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/ford-territory-1-5-ecoboost-gtdi-titanium-787056661,Catolé
"Carros, vans e utilitários",RENAULT KWID 1.0 ZEN,RENAULT,Hatch,2019,61000,1.0,Flex,Manual,Hidráulica,Outra,4 portas,5,58102660,Cabedelo,39990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/renault-kwid-zen-858868168,Jardim América
"Carros, vans e utilitários",HYUNDAI HB20S C.PLUS/C.STYLE1.0 FLEX 12V MEC. 4P,HYUNDAI,Sedã,2014,90000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,7,58475000,Queimadas,45000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/hb20-897760629,
"Carros, vans e utilitários",KIA MOTORS CERATO 1.6 16V  FLEX  AUT.,KIA MOTORS,Sedã,2018,31450,1.6,Flex,Automático,Elétrica,Preto,4 portas,7,58033450,João Pessoa,72500.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/cerato-ex-2018-850424729,Brisamar
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2020,35000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,6,58073010,João Pessoa,49900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/vw-gol-2020-1-0-completo-modelo-novo-874671174,José Américo de Almeida
"Carros, vans e utilitários",JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,JEEP,SUV,2016,70432,1.8,Flex,Automático,Hidráulica,Branco,4 portas,6,58102800,Cabedelo,69900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/renegade-longitude-2016-unico-dono-894542859,Parque Verde
"Carros, vans e utilitários",NISSAN FRONTIER SL CD 4X4 2.5TB DIESEL AUT,NISSAN,Pick-up,2014,124000,2.0 - 2.9,Diesel,Automático,Hidráulica,Prata,4 portas,8,58033260,João Pessoa,99800.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/frontier-sl-2014-automatica-4x4-190cv-879204659,Brisamar
"Carros, vans e utilitários",FIAT PUNTO  ELX 1.4 FIRE FLEX 8V 5P,FIAT,Hatch,2008,160000,1.4,Flex,Manual,Hidráulica,Preto,4 portas,6,58431100,Campina Grande,18500.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/fiat-punto-ano-2008-18-500-a-vista-e-20mil-na-troca-897757182,Novo Bodocongó
"Carros, vans e utilitários",FIAT STRADA VOLCANO 1.3 FLEX 8V CD,FIAT,Pick-up,2022,140,1.3,Flex,Manual,Elétrica,Branco,4 portas,5,58033260,João Pessoa,108800.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/strada-volcano-2022-zero-km-cab-dupla-894795278,Brisamar
"Carros, vans e utilitários",FORD FIESTA SEDAN SE 1.6 16V FLEX 4P,FORD,Sedã,2015,100000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,7,58013520,João Pessoa,38900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/ford-new-fiesta-sedan-1-6-se-2015-top-de-linha-872552055,Centro
"Carros, vans e utilitários",FIAT ARGO PRECISION 1.8,FIAT,Passeio,2018,57000,1.8,Flex,Manual,Elétrica,Vermelho,4 portas,5,58000000,João Pessoa,60990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/argo-2018-precision-1-8-e-torq-flex-manual-top-de-linha-879742287,
"Carros, vans e utilitários",TOYOTA COROLLA GLI 2.0 16V FLEX AUT.,TOYOTA,Sedã,2020,19750,2.0 - 2.9,Flex,Automático,Elétrica,Azul,4 portas,3,58032000,João Pessoa,119900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/corolla-gli-2020-897754492,Miramar
"Carros, vans e utilitários",TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,,2017,71600,1.8,Flex,Automático,Hidráulica,Cinza,4 portas,6,58040300,João Pessoa,77900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/corolla-gli-1-8-2017-897754175,Torre
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,Hatch,2000,0,1.0,Gasolina,Manual,Mecânica,Cinza,2 portas,,58062228,João Pessoa,5500.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/gol-2000-emplacado-897751859,Paratibe
"Carros, vans e utilitários",GM - CHEVROLET CRUZE,GM - CHEVROLET,,2017,39000,1.4,Flex,Automático,Elétrica,,4 portas,,58045000,João Pessoa,78900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/cruze-lt-1-4-2017-897752223,Cabo Branco
"Carros, vans e utilitários",CITROEN C3 GLX 1.4/ GLX SONORA 1.4 FLEX 8V 5P,CITROEN,Hatch,2010,153000,1.4,Flex,Manual,Elétrica,Preto,4 portas,7,58360000,Itabaiana,16000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/citroen-c3-2010-2011-897753009,
"Carros, vans e utilitários",FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT,Van/Utilitário,2020,18170,1.4,Flex,Manual,Assistida,Branco,2 portas,4,58073000,João Pessoa,59900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/strada-hard-working-cs-1-4-2020-paraiba-auto-882496260,José Américo de Almeida
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P MEC.,GM - CHEVROLET,Sedã,2012,82000,1.8,Flex,Manual,Elétrica,Prata,4 portas,9,58401387,Campina Grande,39990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/cruze-lt-2012-1-8-mec-849920499,Lauritzen
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO 1.6 MI TOTAL FLEX 8V CE,VW - VOLKSWAGEN,Van/Utilitário,2012,106625,1.6,Flex,Manual,Hidráulica,Preto,2 portas,0,58044440,João Pessoa,37900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/saveiro-ce-2012-1-6-897751558,Miramar
"Carros, vans e utilitários",FIAT MOBI,FIAT,,2018,64000,1.0,Flex,Manual,Hidráulica,,4 portas,,58045000,João Pessoa,38900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/mobi-driver-2018-1-0-897750028,Cabo Branco
"Carros, vans e utilitários",RENAULT SANDERO STEPWAY DYNAMIQ. FLEX 1.6 16V 5P,RENAULT,Passeio,2020,53680,,Flex,Manual,,,4 portas,2,58400052,Campina Grande,58090.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/sandero-2019-2020-1-6-16v-sce-flex-stepway-dynamique-manual-882960817,Centro
"Carros, vans e utilitários",RENAULT LOGAN EXPRESSION FLEX 1.6 16V 4P,RENAULT,Sedã,2016,164000,1.6,Flex,Manual,Hidráulica,Prata,4 portas,4,58051580,João Pessoa,33000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/logan-express-1-6-2016-897748659,Bancários
"Carros, vans e utilitários",FIAT GRAND SIENA,FIAT,,2015,119000,1.6,Flex,Manual,Hidráulica,,4 portas,,58045000,João Pessoa,37900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/grand-siena-essence-1-6-2015-897748093,Cabo Branco
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2017,54000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,7,58000000,João Pessoa,48900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/novo-onix-1-4-lt-2017-c-mylink-826652838,
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2019,33000,1.4,Flex,Automático,Elétrica,Branco,4 portas,9,58418107,Campina Grande,55000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/onix-ltz-2019-automatico-897749358,Palmeira Imperial
"Carros, vans e utilitários",FORD ECOSPORT XLT FREESTYLE 1.6 FLEX 8V 5P,FORD,Passeio,2011,1,1.6,Flex,Manual,Hidráulica,Vermelho,4 portas,,58040260,João Pessoa,32900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/ecosporte-freestyly-2011-868522666,Torre
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL TRENDLINE 1.0 T.FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2017,47000,1.6,Flex,Manual,Hidráulica,Cinza,4 portas,2,58073010,João Pessoa,43990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/vw-gol-trendline-msi-1-6-flex-2017-extra-889408682,José Américo de Almeida
"Carros, vans e utilitários",NISSAN KICKS S 1.6 16V FLEX 5P AUT.,NISSAN,SUV,2019,1,1.6,Flex,Automático,Hidráulica,Branco,4 portas,3,58040090,João Pessoa,88900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/kicks-s-cvt-897739218,Torre
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO 1.6 E-FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2012,1,1.6,Flex,Manual,Hidráulica,Cinza,4 portas,,58033455,João Pessoa,32900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/polo-1-6-hatch-2012-873939647,Brisamar
"Carros, vans e utilitários",SUZUKI SX4 2.0 16V 145CV 4WD 5P MEC.,SUZUKI,Hatch,2014,118000,2.0 - 2.9,Gasolina,Manual,Elétrica,Prata,4 portas,1,58102660,Cabedelo,42990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/suzuki-sx4-awd-2014-mt-extra-892875325,Jardim América
"Carros, vans e utilitários",TOYOTA ETIOS XS 1.5 FLEX 16V 5P MEC.,TOYOTA,Hatch,2015,49500,1.5,Flex,Manual,Elétrica,Vermelho,4 portas,9,58884000,Catolé do Rocha,38500.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-xs-1-5-2015-897738673,
"Carros, vans e utilitários",JEEP COMPASS LONGITUDE 2.0 4X4 DIES. 16V AUT.,JEEP,SUV,2019,70000,2.0 - 2.9,Diesel,Automático,Elétrica,Verde,4 portas,5,58073428,João Pessoa,154990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/compass-longitude-diesel-2019-897736420,José Américo De Almeida
"Carros, vans e utilitários",FORD RANGER XLT 3.2 20V 4X4 CD DIESEL AUT.,FORD,,2017,67000,,Diesel,Automático,Elétrica,Prata,4 portas,4,58400020,Campina Grande,150000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/ranger-xlt-4x4-aut-diesel-2017-883376288,Centro
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX,VW - VOLKSWAGEN,,2016,68000,1.0,Flex,Manual,Hidráulica,,4 portas,,58045000,João Pessoa,43900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/fox-1-0-2016-897733595,Cabo Branco
"Carros, vans e utilitários",FIAT PUNTO ATTRACTIVE 1.4 FIRE FLEX 8V 5P,FIAT,Hatch,2016,84000,1.4,Flex,Manual,Hidráulica,Branco,4 portas,3,58040380,João Pessoa,35990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/fiat-punto-atractive-1-4-2016-completo-828370908,Torre
"Carros, vans e utilitários",HONDA CITY,HONDA,,2015,110000,1.5,Flex,Manual,Hidráulica,,4 portas,,58045000,João Pessoa,58900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/city-ex-1-5-cvt-2015-897730616,Cabo Branco
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL COMFORTLINE 1.6 T. FLEX 8V 5P,VW - VOLKSWAGEN,Passeio,2016,76000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,0,58401087,Campina Grande,43500.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/gol-comfortline-2016-896282964,Palmeira
"Carros, vans e utilitários",HONDA WR-V EX 1.5 FLEXONE 16V 5P AUT.,HONDA,SUV,2017,61,1.5,Flex,Automático,Hidráulica,Branco,4 portas,5,58038421,João Pessoa,77800.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/wr-v-1-5-ex-aut-u-dono-17-18-r-77-800-00-897730958,Manaíra
"Carros, vans e utilitários",RENAULT DUSTER DAKAR 4X4 2.0 HI-FLEX 16V MEC.,RENAULT,SUV,2015,116952,2.0 - 2.9,Gás Natural,Manual,Hidráulica,Prata,4 portas,6,58040300,João Pessoa,50900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/duster-2-0-dakar-4x4-2015-gnv-897730171,Torre
"Carros, vans e utilitários",JEEP COMPASS LONGITUDE 2.0 4X4 DIES. 16V AUT.,JEEP,,2018,24000,2.0 - 2.9,Diesel,Automático,Elétrica,Branco,4 portas,5,58040300,João Pessoa,139900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-longitude-2-0-2018-877723671,Torre
"Carros, vans e utilitários",HONDA CR-V EXL 2.0 FLEXONE 16V 2WD AUT.,HONDA,SUV,2014,83000,2.0 - 2.9,Flex,Automático,Hidráulica,Vermelho,4 portas,0,58414060,Campina Grande,84990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/crv-2014-exl-automatica-com-teto-solar-todas-revisoes-feitas-na-honda-890863317,Liberdade
"Carros, vans e utilitários",VW - VOLKSWAGEN VIRTUS,VW - VOLKSWAGEN,,2020,43000,1.6,Flex,Manual,Hidráulica,,4 portas,,58045000,João Pessoa,67900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/virtus-msi-1-6-2020-897728592,Cabo Branco
"Carros, vans e utilitários",GM - CHEVROLET JOY,GM - CHEVROLET,,2020,63000,1.0,Flex,Manual,Hidráulica,,4 portas,,58045000,João Pessoa,53900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/onix-joy-1-0-2020-897727122,Cabo Branco
"Carros, vans e utilitários",GM - CHEVROLET S10 P-UP ADVANT. 2.4/2.4 MPFI F.POWER CD,GM - CHEVROLET,Sedã,2016,120000,2.0 - 2.9,Flex,Manual,Hidráulica,Branco,4 portas,6,58053000,João Pessoa,79900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/s-10-advantege-2016-de-84-900-por-79-900-896062956,Água Fria
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,,2018,66000,,Flex,Manual,Hidráulica,Branco,4 portas,6,58051590,João Pessoa,45870.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-g7-1-6-trendline-2018-emplacado-e-revisado-897727079,Jardim Cidade Universitária
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE,VW - VOLKSWAGEN,,2019,62000,1.6,Gás Natural,Manual,Hidráulica,,4 portas,,58045000,João Pessoa,47900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/voyage-msi-gnv-1-6-2019-897726165,Cabo Branco
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P MEC.,GM - CHEVROLET,Sedã,2013,79000,1.8,Flex,Manual,Hidráulica,Branco,4 portas,2,58407475,Campina Grande,51988.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/cruze-lt-2013-2013-manual-897725320,José Pinheiro
"Carros, vans e utilitários",HONDA CIVIC SEDAN SPORT 2.0 FLEX 16V AUT.4P,HONDA,Passeio,2021,0,,Flex,Automático,,,4 portas,4,58028880,João Pessoa,141900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-2021-2021-2-0-16v-flexone-sport-4p-cvt-877872238,Ipês
"Carros, vans e utilitários",RENAULT LOGAN,RENAULT,,2011,96000,1.0,Flex,Manual,Hidráulica,,4 portas,,58045000,João Pessoa,21900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/logan-aut-1-0-2011-897723893,Cabo Branco
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,,2019,59400,2.0 - 2.9,Flex,Automático,Mecânica,Branco,4 portas,5,58407475,Campina Grande,103500.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-xei20flex-860791282,José Pinheiro
"Carros, vans e utilitários",TOYOTA ETIOS XS  1.3 FLEX 16V 5P MEC.,TOYOTA,Hatch,2013,82000,1.3,Flex,Manual,Hidráulica,Prata,4 portas,8,58036845,João Pessoa,32990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/etios-xs-1-3-flex-2013-unico-dono-completo-883926144,Aeroclube
"Carros, vans e utilitários",NISSAN TIIDA SEDAN 1.8 16V FLEX FUEL 4P,NISSAN,Sedã,2012,130000,1.8,Flex,Manual,Hidráulica,Preto,4 portas,0,58040380,João Pessoa,24990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/nissan-tiida-2012-mecanico-completao-897721284,Torre
"Carros, vans e utilitários",TOYOTA COROLLA ALTIS 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2015,66000,2.0 - 2.9,Flex,Automático,Elétrica,Prata,4 portas,1,58100000,João Pessoa,80000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-altis-2015-2015-897720022,Alto do Mateus
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE,VW - VOLKSWAGEN,,2013,125000,1.0,Flex,Manual,Hidráulica,,4 portas,,58045000,João Pessoa,29900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/voyage-trend-1-0-2013-897719491,Cabo Branco
"Carros, vans e utilitários",HYUNDAI HB20S,HYUNDAI,,2015,136000,1.0,Flex,Manual,Hidráulica,,4 portas,,58045000,João Pessoa,38900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/hb20-s-gnv-1-0-2015-897719778,Cabo Branco
"Carros, vans e utilitários",JEEP COMPASS LONGITUDE 2.0 4X4 DIES. 16V AUT.,JEEP,SUV,2021,2500,2.0 - 2.9,Diesel,Automático,Elétrica,Branco,4 portas,,58055220,João Pessoa,191900.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-897719105,Mangabeira
"Carros, vans e utilitários",KIA MOTORS CERATO 1.6 16V MEC.,KIA MOTORS,Sedã,2012,130000,1.8,Gasolina,Manual,Hidráulica,Prata,4 portas,8,58040380,João Pessoa,35990.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/kia-cerato-2012-mecanico-extra-897719519,Torre
"Carros, vans e utilitários",FORD ECOSPORT XLS FREESTYLE 1.6 FLEX 8V 5P,FORD,Passeio,2007,200000,1.6,Flex,Manual,Hidráulica,Prata,4 portas,7,58038331,João Pessoa,15000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/vendo-ecosport-2007-897719043,Manaíra
"Carros, vans e utilitários",PEUGEOT HOGGAR ESCAPADE 1.6 FLEX 16V 2P,PEUGEOT,Pick-up,2011,100000,1.6,Flex,Manual,Hidráulica,Prata,2 portas,,58036460,João Pessoa,23000.0,https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/peugeot-hoggar-1-6-escapade-897718353,Aeroclube
