Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,Bairro,url,Tipo,Novo/Usado
"Carros, vans e utilitários",GM - CHEVROLET CAPTIVA SPORT FWD 3.6 V6 24V 261CV 4X2,GM - CHEVROLET,SUV,2010,159000,3.0 - 3.9,Gasolina,Automático,Hidráulica,Preto,4 portas,4,06473073,Barueri,Sítio Tamboré Alphaville,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/captiva-878912789,,
"Carros, vans e utilitários",RENAULT MASTER 2.3 DCI EXTRA FURGÃO 16V DIESEL,RENAULT,Van/Utilitário,2020,202480,,Diesel,Manual,Hidráulica,Branco,,9,13474050,Americana,Jardim Santa Eliza,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/renault-master-2-3-furgao-l3h2-2020-892116748,,
"Carros, vans e utilitários",HONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V AUT. 4P,HONDA,Sedã,2014,161861,,Flex,Automático,Hidráulica,,4 portas,3,15080210,São José do Rio Preto,Jardim Santa Maria,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-civic-sedan-lxs-1-8-1-8-flex-16v-aut-4p-flex-a-875997402,,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.6 MI PLUS TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2011,151000,1.6,Flex,Manual,Hidráulica,Prata,4 portas,6,15603730,Fernandópolis,Residencial Mário Benez,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/gol-1-6-898784330,,
"Carros, vans e utilitários",FIAT PALIO ED 1.0 MPI 2P E 4P,FIAT,Hatch,1987,2800,1.0,Gasolina,Manual,Mecânica,Branco,2 portas,0,16304320,Penápolis,Jardim Del Rey,https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/palio-ed-1-0-886763563,,
"Carros, vans e utilitários",HYUNDAI I30,HYUNDAI,,2010,135000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Prata,4 portas,8,14871700,Jaboticabal,Sorocabano,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/hyundai-i30-2-0-mpi-16v-gasolina-4p-automatico-891122060,,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CLI / CL 1.8,VW - VOLKSWAGEN,Passeio,1994,232000,1.8,Álcool,Manual,,Vermelho,2 portas,2,17015012,Bauru,Centro,https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/gol-legalizado-898784287,,
"Carros, vans e utilitários",VW - VOLKSWAGEN UP! TAKE 1.0 TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2016,120000,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,3,09230700,Santo André,Vila Alto de Santo André,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/up-take-1-0-completo-896437921,,
"Carros, vans e utilitários",GM - CHEVROLET ASTRA ADVANTAGE 2.0 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2007,200,2.0 - 2.9,Flex,Manual,Hidráulica,Prata,4 portas,5,12220360,São José dos Campos,Vila Industrial,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/astra-2-0-impecavel-2007-novidade-oportunidade-893539227,,
"Carros, vans e utilitários",FORD FIESTA 1.5 16V FLEX MEC. 5P,FORD,Passeio,2014,76713,,Flex,Manual,,,4 portas,7,13070178,Campinas,Jardim Chapadão,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/ford-fiesta-1-5-s-hatch-16v-898784179,,
"Carros, vans e utilitários",FIAT PALIO,FIAT,,2012,118000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,8,14600000,São Joaquim da Barra,,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-1-0-mpi-attractive-8v-flex-4p-manual-891083594,,
"Carros, vans e utilitários",GURGEL CARAJAS/TOCANTIS/XAVANTE/VIP,GURGEL,Buggy,1975,0,1.6,Gasolina,Manual,Hidráulica,Branco,,0,13455455,Santa Bárbara D'Oeste,Jardim Europa I,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/vende-se-gurgel-1975-895835480,,
"Carros, vans e utilitários",FORD ECOSPORT,FORD,,2004,230000,1.6,Gasolina,Manual,Hidráulica,Preto,4 portas,0,14600000,São Joaquim da Barra,,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-1-6-xls-8v-gasolina-4p-manual-894827288,,
"Carros, vans e utilitários",VOLVO XC-60,VOLVO,Passeio,2012,117000,,Gasolina,Automático,,,4 portas,9,04707000,São Paulo,Jardim das Acácias,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/xc60-2011-2012-2-0-t5-dynamic-fwd-turbo-gasolina-4p-automatico-890168632,,
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,,2013,105296,1.8,Flex,Automático,Hidráulica,Preto,4 portas,9,18060070,Sorocaba,Vila Carvalho,https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/cruze-lt-1-8-2013-891786682,,
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO 1.6 E-FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2007,138000,1.6,Flex,Manual,Hidráulica,Prata,4 portas,3,03979010,São Paulo,Vila Renato (Zona Leste),https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vw-polo-hatch-2007-08-898784253,,
"Carros, vans e utilitários",FIAT MOBI EASY 1.0 FIRE FLEX 5P.,FIAT,Hatch,2018,39800,1.0,Flex,Manual,Hidráulica,Branco,4 portas,,03704000,São Paulo,Jardim América da Penha,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/mobi1-0-8v-evo-flex-easy-manual-877923784,,
"Carros, vans e utilitários",FIAT MOBI,FIAT,,2018,96000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,9,14871700,Jaboticabal,Sorocabano,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-mobi-1-0-8v-evo-flex-like-manual-890697417,,
"Carros, vans e utilitários",GM - CHEVROLET ZAFIRA,GM - CHEVROLET,,2012,145000,2.0 - 2.9,Flex,Automático,Hidráulica,Cinza,4 portas,0,14600000,São Joaquim da Barra,,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-zafira-2-0-mpfi-expression-8v-flex-4p-automatico-894798291,,
"Carros, vans e utilitários",GM - CHEVROLET ONIX,GM - CHEVROLET,,2019,56046,1.4,Flex,Automático,Hidráulica,Prata,4 portas,0,13070055,Campinas,Jardim Chapadão,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-1-4-mpfi-advantage-8v-flex-4p-automatico-880541230,,
"Carros, vans e utilitários",FIAT UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P,FIAT,Hatch,2013,90500,1.0,Flex,Manual,Hidráulica,Prata,4 portas,4,11700700,Praia Grande,Canto do Forte,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/uno-vivace-celeb-2013-893875953,,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF 1.6MI/ 1.6MI GENER./BLACK & SILVER,VW - VOLKSWAGEN,Hatch,2005,240000,1.6,Gasolina,Manual,Hidráulica,Prata,4 portas,7,13070746,Campinas,Bonfim,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/golf-generation-1-6-2005-898097146,,
"Carros, vans e utilitários",CHERY ARRIZO 6 GSX 1.5 TURBO FLEX AUT,CHERY,Sedã,2021,0,1.5,Flex,Automático,Elétrica,Cinza,4 portas,,12902000,Bragança Paulista,Jardim América,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/arrizo-6-864419898,,
"Carros, vans e utilitários",FORD KA 1.0 8V/1.0 8V ST FLEX 3P,FORD,Passeio,2010,172000,,Flex,Manual,,,2 portas,3,04459320,São Paulo,Pedreira,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-1-0-i-8v-892617898,,
"Carros, vans e utilitários",FIAT STRADA 1.4 MPI FIRE FLEX 8V CE,FIAT,Pick-up,2013,147000,1.4,Flex,Manual,Hidráulica,Cinza,2 portas,4,13190000,Monte Mor,,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/vendo-fiat-strada-898784113,,
"Carros, vans e utilitários",GM - CHEVROLET MERIVA JOY 1.8 MPFI 8V FLEXPOWER,GM - CHEVROLET,Passeio,2007,200000,1.8,Flex,Manual,Hidráulica,Prata,4 portas,7,12246150,São José dos Campos,Parque Residencial Aquarius,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/meriva-joy-2007-898784146,,
"Carros, vans e utilitários",HONDA FIT LX 1.4/ 1.4 FLEX 8V/16V 5P MEC.,HONDA,Hatch,2011,168500,,Flex,Manual,,Cinza,4 portas,4,14096170,Ribeirão Preto,Ribeirânia,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-1-4-lx-4p-885264477,,
"Carros, vans e utilitários",FORD KA+ SEDAN 1.5 16V FLEX 4P,FORD,Sedã,2015,89000,1.5,Flex,Manual,Hidráulica,Prata,4 portas,9,06090027,Osasco,Centro,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ka-sedan-1-5------star-veiculos-----osasco-882503576,,
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC,GM - CHEVROLET,,2013,120000,1.0,Flex,Manual,,Preto,4 portas,9,14871700,Jaboticabal,Sorocabano,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-classic-1-0-mpfi-ls-8v-flex-4p-manual-885733811,,
"Carros, vans e utilitários",AUDI A5 AMBIENTE SPORTB. 2.0 TFSI S TONIC,AUDI,Passeio,2014,116000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Preto,4 portas,6,11700005,Praia Grande,Boqueirão,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/audi-a5-sportback-2-0-16v-tfsi-quat-s-tronic-885587172,,
"Carros, vans e utilitários",FORD F-75 4X4 2.3,FORD,Pick-up,1980,35000,2.0 - 2.9,Gasolina,Manual,Hidráulica,Amarelo,2 portas,3,03564000,São Paulo,Vila Santa Teresa (Zona Leste),https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-f75-1980-880983007,,
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LTZ 2.8 TDI 4X4 CD DIES.AUT,GM - CHEVROLET,Pick-up,2018,85000,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,4 portas,9,12570000,Aparecida,,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/s10-ltz-2018-898784048,,
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO CROSS 1.6 T.FLEX 16V CD,VW - VOLKSWAGEN,Pick-up,2016,53900,1.6,Flex,Manual,Mecânica,Outra,2 portas,6,13348882,Indaiatuba,Jardim Regina,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/saveiro-cross-cd-1-6-16v-2016-898784001,,
"Carros, vans e utilitários",VW - VOLKSWAGEN VIRTUS 1.6 MSI FLEX 16V 5P MEC.,VW - VOLKSWAGEN,Passeio,2020,45710,,Flex,Manual,,,4 portas,4,13201141,Jundiaí,Ponte de Campinas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/virtus-2019-2020-1-6-msi-total-flex-manual-885145536,,
"Carros, vans e utilitários",HYUNDAI SONATA 2.4 16V 182CV 4P AUT.,HYUNDAI,Passeio,2013,99800,,Gasolina,Automático,,,4 portas,2,04707000,São Paulo,Jardim das Acácias,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/sonata-2012-2013-2-4-mpfi-i4-16v-182cv-gasolina-4p-automatico-892700806,,
"Carros, vans e utilitários",FIAT IDEA ATTRACTIVE 1.4 FIRE FLEX 8V 5P,FIAT,SUV,2012,120000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,9,03601000,São Paulo,Vila São Geraldo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/idea-1-4-attractive-2012-completa-com-garantia-884355570,,
"Carros, vans e utilitários",NISSAN VERSA SENSE 1.6 16V FLEX AUT,NISSAN,Sedã,2021,0,1.6,Flex,Automático,Elétrica,Branco,4 portas,,11675150,Caraguatatuba,Jardim Rio Santos,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/new-versa-advance-0km-automatico-2021-856968463,,
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Hatch,2014,89000,,Flex,Manual,Hidráulica,,4 portas,0,04768100,São Paulo,Socorro,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-comfort-style-flex-manual-883947302,,
"Carros, vans e utilitários",MERCEDES-BENZ CLASSE B 180 1.7 116CV AUT.,MERCEDES-BENZ,Van/Utilitário,2011,60000,1.7,Gasolina,Automático,Hidráulica,Prata,4 portas,7,03173010,São Paulo,Belenzinho,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/mercedes-benz-b-180-889423249,,
"Carros, vans e utilitários",GM - CHEVROLET SPIN LT 1.8 8V ECONO.FLEX 5P AUT.,GM - CHEVROLET,Van/Utilitário,2019,37000,1.8,Flex,Automático,Hidráulica,Branco,4 portas,6,03712000,São Paulo,Cangaíba,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/spin-lt-aut-novisssima-37-000km-892142457,,
"Carros, vans e utilitários",FORD ECOSPORT SE 1.6 16V FLEX 5P MEC.,FORD,SUV,2013,150000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,5,13468150,Americana,Jardim São Paulo,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/ecosport-se-1-6-2013-novissima-875578183,,
"Carros, vans e utilitários",GM - CHEVROLET ,GM - CHEVROLET,Passeio,2012,100000,,,,,,4 portas,7,08280190,São Paulo,Cidade Líder,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/carros-diversos-873309070,,
"Carros, vans e utilitários",GM - CHEVROLET TRACKER,GM - CHEVROLET,Passeio,2018,97464,1.4,Flex,Automático,Elétrica,Preto,4 portas,3,04571010,São Paulo,Cidade Monções,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-tracker-2018-1-4-16v-turbo-flex-premier-automatico-871382725,,
"Carros, vans e utilitários",FORD FIESTA SE 1.0 8V FLEX 5P,FORD,Hatch,2014,84000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,1,13181750,Sumaré,Parque Bandeirantes I (Nova Veneza),https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiesta-se-1-0-2014-897670816,,
"Carros, vans e utilitários",GM - CHEVROLET KADETT GLS 1.8 EFI / SL/E 1.8,GM - CHEVROLET,Hatch,1993,44000,1.8,Álcool,Manual,,Prata,2 portas,2,13230000,Campo Limpo Paulista,,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/carro-898783365,,
"Carros, vans e utilitários",JEEP COMPASS LIMITED 2.0 4X2 FLEX 16V AUT.,JEEP,SUV,2020,5700,2.0 - 2.9,Flex,Automático,Elétrica,Cinza,4 portas,9,08375000,São Paulo,Jardim Três Marias,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-limited-2020-889233008,,
"Carros, vans e utilitários",GM - CHEVROLET PRISMA  SED. MAXX/ LT 1.4 8V ECONOF. 4P,GM - CHEVROLET,Sedã,2008,78000,1.4,Flex,Manual,Hidráulica,Preto,4 portas,0,06396000,Carapicuíba,Cidade Ariston Estela Azevedo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/prisma-maxx-2008-898783566,,
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Hatch,2018,60000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,9,08674011,Suzano,Centro,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/onix-baixo-km-869084961,,
"Carros, vans e utilitários",HYUNDAI HB20 VISION 1.6 FLEX 16V MEC,HYUNDAI,Hatch,2013,125,1.6,Flex,Manual,Elétrica,Vermelho,4 portas,2,06060210,Osasco,Bela Vista,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-2016-898783561,,
"Carros, vans e utilitários",FIAT GRAND SIENA ESSENCE DUAL. 1.6 FLEX 16V,FIAT,Sedã,2014,103000,1.6,Flex,Semi-Automático,Hidráulica,Prata,4 portas,2,08420000,São Paulo,Jardim Helena,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/grand-siena-essence-1-6-flex-dual-2014-prata-878794517,,
"Carros, vans e utilitários",TOYOTA COROLLA,TOYOTA,,2018,85446,2.0 - 2.9,Flex,Automático,,Preto,4 portas,9,13050526,Campinas,Vila Rica,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-2-0-xei-16v-flex-4p-automatico-872736591,,
"Carros, vans e utilitários",CITROEN AIRCROSS TENDANCE 1.6 FLEX 16V 5P AUT.,CITROEN,Hatch,2015,64000,1.6,Flex,Automático,Hidráulica,Branco,4 portas,6,19905275,Ourinhos,Conjunto Residencial Padre Eduardo Murante,https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/air-cross-898783469,,
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO HIGHLINE 200 TSI 1.0 FLEX 12V AUT.,VW - VOLKSWAGEN,Passeio,2020,17492,,Flex,Automático,,,4 portas,0,13070178,Campinas,Jardim Chapadão,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-polo-1-0-200-tsi-highline-898783193,,
"Carros, vans e utilitários",GM - CHEVROLET CELTA LIFE 1.0 MPFI VHC 8V 3P,GM - CHEVROLET,,2007,165000,1.0,Flex,Manual,,Branco,2 portas,4,09725011,São Bernardo do Campo,Centro,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/celta-1-0-2pts-2007-flex-r-13-990-00-898783159,,
"Carros, vans e utilitários",VW - VOLKSWAGEN CROSSFOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2011,155000,1.6,Flex,Manual,Hidráulica,Preto,4 portas,0,16200060,Birigüi,Centro,https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/crossfox-1-6-2010-2011-completa-875801678,,
"Carros, vans e utilitários",KIA MOTORS SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,KIA MOTORS,Passeio,2010,107000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Preto,4 portas,9,08142190,São Paulo,Jardim Nélia,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/kia-esportege-ex2-2-0g2-motor-2-0-898783330,,
"Carros, vans e utilitários",HONDA CR-V EXL 2.0 16V 4WD/2.0 FLEXONE AUT.,HONDA,SUV,2012,94000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Branco,4 portas,5,12245810,São José dos Campos,Centro,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/vendo-cr-v-2012-exl-4wd-895489646,,
"Carros, vans e utilitários",CITROEN C3 EXCLUSIVE 1.5 FLEX 8V 5P MEC.,CITROEN,Passeio,2014,85000,1.6,Flex,Manual,Elétrica,Branco,4 portas,7,04263200,São Paulo,Ipiranga,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/c3-2013-2014-1-6-exclusive-16v-flex-4p-manual-871334575,,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,Passeio,2020,67275,1.0,Flex,Manual,Mecânica,Vermelho,4 portas,9,04036100,São Paulo,Vila Mariana,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-2020-1-0-12v-mpi-totalflex-4p-manual-896950838,,
"Carros, vans e utilitários",SMART FORTWO PASSION CABRIO 1.0 62KW/TRITOP,SMART,Passeio,2009,60000,1.0,Gasolina,Automático,Elétrica,Vermelho,4 portas,0,13660005,Porto Ferreira,Centro,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/smart-for-two-cabrio-2009-2009-666047597,,
"Carros, vans e utilitários",FORD ECOSPORT SE 1.5 12V FLEX 5P AUT.,FORD,SUV,2020,40000,1.5,Flex,Automático,Elétrica,Branco,4 portas,1,03403001,São Paulo,Vila Carrão,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ecosport-se-tivct-at-1-5-4p-2019-2020-878358959,,
"Carros, vans e utilitários",VW - VOLKSWAGEN T-CROSS COMFORTLINE 1.0 TSI FLEX 5P AUT.,VW - VOLKSWAGEN,SUV,2020,36337,1.0,Flex,Automático,Elétrica,Outra,4 portas,7,14807120,Araraquara,Vila Suconasa,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/vw-t-cross-comfortlaine-200-tsi-at-1-0-flex-2020-completa-862073809,,
"Carros, vans e utilitários",VW - VOLKSWAGEN VIRTUS,VW - VOLKSWAGEN,Passeio,2020,31567,1.0,Flex,Automático,Mecânica,Prata,4 portas,4,04036100,São Paulo,Vila Mariana,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-virtus-2020-1-0-200-tsi-highline-automatico-896950839,,
"Carros, vans e utilitários",HONDA FIT,HONDA,Passeio,2015,111234,1.5,Flex,Automático,Mecânica,Prata,4 portas,6,04571010,São Paulo,Cidade Monções,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-2015-1-5-exl-16v-flex-4p-automatico-892635937,,
"Carros, vans e utilitários",FORD ECOSPORT XLS FREESTYLE 1.6 FLEX 8V 5P,FORD,SUV,2007,168225,1.6,Flex,Manual,Hidráulica,Preto,4 portas,4,13050035,Campinas,Jardim do Lago,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-1-6-flex-2007-853461397,,
"Carros, vans e utilitários",GM - CHEVROLET CRUZE HB SPORT LT 1.8 16V FLEXP. 5P AUT,GM - CHEVROLET,Hatch,2014,114000,1.8,Flex,Automático,Elétrica,Branco,4 portas,3,12246023,São José dos Campos,Parque Residencial Aquarius,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/cruze-hatch-sport6-1-8-automatico-898783054,,
"Carros, vans e utilitários",RENAULT SANDERO LIFE FLEX 1.0 12V 5P MEC.,RENAULT,,2021,27608,,Flex,Manual,,Cinza,4 portas,,18025000,Sorocaba,Vila Assis,https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/renault-sandero-2021-1-0-12v-sce-flex-life-manual-874661606,,
"Carros, vans e utilitários",FIAT ARGO 1.0 6V FLEX.,FIAT,,2018,999999,,Gasolina,Manual,,Vermelho,,,04671010,São Paulo,Vila Sofia,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-argo-flex-708179072,,
"Carros, vans e utilitários",AUDI A3,AUDI,Passeio,2016,72000,1.4,Flex,Automático,Hidráulica,Preto,4 portas,6,05520200,São Paulo,Vila Sônia,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/audi-a3-2016-1-4-tfsi-sedan-ambiente-16v-flex-4p-tiptronic-895656532,,
"Carros, vans e utilitários",RENAULT LOGAN,RENAULT,Passeio,2020,70096,1.0,Flex,Manual,Elétrica,Branco,4 portas,6,13560011,São Carlos,Centro,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/renault-logan-2020-1-0-12v-sce-flex-authentique-manual-891563489,,
"Carros, vans e utilitários",HONDA HR-V,HONDA,Passeio,2018,49794,1.8,Flex,Automático,Elétrica,Cinza,4 portas,4,04571010,São Paulo,Cidade Monções,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-hr-v-2018-1-8-16v-flex-touring-4p-automatico-882785391,,
"Carros, vans e utilitários",FIAT IDEA ADVENT./ ADV.LOCKER 1.8 MPI FLEX 5P,FIAT,,2013,1,1.8,Flex,Manual,Hidráulica,,,,18060070,Sorocaba,Vila Carvalho,https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/idea-adventure-1-8-completa-banco-de-couro-flex-697020503,,
"Carros, vans e utilitários",MERCEDES-BENZ C-180 CGI AVANT. 1.6/1.6 FLEXTB 16V AUT.,MERCEDES-BENZ,,2015,103000,,,Automático,,Branco,4 portas,9,13874140,São João da Boa Vista,Jardim Nova São João,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/mercedes-c180-898783058,,
"Carros, vans e utilitários",MINI COOPER 1.6 AUT.,MINI,Conversível,2010,110,1.6,Gasolina,Automático,Hidráulica,Preto,2 portas,,11702410,Praia Grande,Aviação,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/mini-cooper-2010-898783043,,
"Carros, vans e utilitários",RENAULT DUSTER DYNAMIQUE 2.0  HI-FLEX 16V AUT.,RENAULT,SUV,2014,97450,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,4 portas,6,09750220,São Bernardo do Campo,Centro,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/duster-2-0-dynamique-flex-automatico-898782981,,
