Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,Bairro,price,url
"Carros, vans e utilitários",FIAT PALIO EX 1.0 MPI 4P,FIAT,Hatch,2003,100000,1.0,,Manual,Mecânica,Cinza,4 portas,1,60520020,Fortaleza,Jóquei Clube,12900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/palio-bem-conservado-898219346
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2012,60000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,2,61900970,Maracanaú,Centro,28500.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fox-trend-novissimo-896306499
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2015,70000,1.4,Flex,Manual,Hidráulica,Branco,4 portas,8,60455365,Fortaleza,Parquelândia,43900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/onix-ltz-2015-unica-dona-muito-bem-conservado-898227385
"Carros, vans e utilitários",VW - VOLKSWAGEN JETTA COMFORTLINE 1.4 TSI 16V 4P AUT.,VW - VOLKSWAGEN,Sedã,2017,49000,1.4,Gasolina,Automático,Hidráulica,Preto,4 portas,1,60455475,Fortaleza,Amadeu Furtado,,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jetta-comfortiline-1-4-tsi-2016-2017-867161184
"Carros, vans e utilitários",FIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P,FIAT,Hatch,2009,115000,1.0,Flex,Manual,Mecânica,Branco,2 portas,7,60714502,Fortaleza,Itaperi,11500.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/uno-economy-2009-898619559
"Carros, vans e utilitários",GM - CHEVROLET BLAZER,GM - CHEVROLET,SUV,1997,240,2.0 - 2.9,Gás Natural,Manual,Hidráulica,Branco,4 portas,4,61880000,Itaitinga,,15800.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-blazer-898620220
"Carros, vans e utilitários",FIAT CRONOS DRIVE 1.3 8V FLEX,FIAT,Sedã,2021,0,1.3,Flex,Manual,Elétrica,Outra,4 portas,0,60190800,Fortaleza,Papicu,70990.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/cronos-drive-1-3-pintura-solida-709297459
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL COMFORTLINE 1.0 T. FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2017,31500,1.0,Gasolina,Manual,Hidráulica,Branco,4 portas,1,60010252,Fortaleza,Centro,43500.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-g7-2017-carro-de-garagem-31500-km-original-898618958
"Carros, vans e utilitários",FIAT UNO,FIAT,Hatch,2015,1,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,,60455410,Fortaleza,Parquelândia,38900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/uno-898616849
"Carros, vans e utilitários",FIAT ARGO DRIVE 1.0 6V FLEX,FIAT,Hatch,2020,45367,1.0,Flex,Manual,Elétrica,Cinza,4 portas,7,60541795,Fortaleza,Bonsucesso,,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/argo-2019-2020-drive-842193619
"Carros, vans e utilitários",RENAULT LOGAN EXPRES./EXP. UP HI-FLEX 1.0 16V 4P,RENAULT,Sedã,2010,88454,1.0,Flex,Manual,Hidráulica,Prata,4 portas,,60545495,Fortaleza,Bonsucesso,21900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/logan-expression-1-0-2010-show-de-oferta-894594163
"Carros, vans e utilitários",GM - CHEVROLET COBALT LTZ 1.4 8V FLEXPOWER/ECONOFLEX 4P,GM - CHEVROLET,Sedã,2012,111000,1.4,Flex,Manual,Hidráulica,Preto,4 portas,6,60055403,Fortaleza,Fátima,31991.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/colbat-1-4-ltz-869762487
"Carros, vans e utilitários",RENAULT LOGAN ZEN FLEX 1.0 12V 4P MEC.,RENAULT,Passeio,2020,45318,,Flex,Manual,,,4 portas,7,60000000,Fortaleza,Centro,49900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/logan-2019-2020-1-0-12v-sce-flex-zen-manual-852325815
"Carros, vans e utilitários",HONDA CITY SEDAN LX 1.5 FLEX 16V 4P AUT.,HONDA,Sedã,2013,143082,1.5,Flex,Automático,Hidráulica,Cinza,4 portas,2,60326500,Fortaleza,Monte Castelo,,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-city-1-5-lx-2013-846302128
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,Hatch,2013,141999,1.0,Flex,Manual,Hidráulica,Preto,4 portas,9,60326500,Fortaleza,Monte Castelo,0.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/celta-1-0-lt-2013-872613284
"Carros, vans e utilitários",TOYOTA YARIS XL PLUS T. SED. 1.5 FLEX 16V AUT.,TOYOTA,Sedã,2019,69300,1.5,Flex,Automático,Hidráulica,Branco,4 portas,2,60355632,Fortaleza,Presidente Kennedy,72900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/yaris-sedan-xl-plus-automatico-2019-894219008
"Carros, vans e utilitários",FORD ECOSPORT STORM 2.0 4WD 16V FLEX 5P AUT.,FORD,SUV,2020,31000,2.0 - 2.9,Flex,Automático,Elétrica,Cinza,4 portas,4,60415510,Fortaleza,Aeroporto,85900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ecosport-stm-2-0-4wd-automatica-2019-2020-888958244
"Carros, vans e utilitários",HYUNDAI CRETA PRESTIGE 2.0 16V FLEX AUT.,HYUNDAI,SUV,2017,77000,2.0 - 2.9,Flex,Automático,Elétrica,Vermelho,4 portas,9,60170002,Fortaleza,Aldeota,84900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-hyundai-creta-prestigie-em-estado-de-zero-898616376
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION HI-POWER 1.0 16V 5P,RENAULT,Hatch,2015,93000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,7,60050135,Fortaleza,Fátima,34500.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/sandero-expression-2015-15-1-0-16v-898615491
"Carros, vans e utilitários",HONDA HR-V LX 1.8 FLEXONE 16V 5P AUT.,HONDA,SUV,2016,92000,1.8,Flex,Automático,Elétrica,Branco,4 portas,1,60810792,Fortaleza,Salinas,,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hrv-lx-2016-884537435
"Carros, vans e utilitários",HONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V MEC. 4P,HONDA,Sedã,2008,200000,1.8,Flex,Manual,Elétrica,Verde,4 portas,6,62650000,Uruburetama,,22000.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-top-conservado-898613167
"Carros, vans e utilitários",RENAULT KWID 1.0 ZEN,RENAULT,Hatch,2019,49000,1.0,Flex,Manual,Elétrica,Preto,4 portas,8,60140230,Fortaleza,Aldeota,42900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/kwid-zen-reinaldo-gomes-888560940
"Carros, vans e utilitários",BMW X1 XDRIVE 28I 3.0 24V 4X4 AUT.,BMW,SUV,2011,3,2.0 - 2.9,Gasolina,Automático,Hidráulica,Azul,4 portas,,61700000,Aquiraz,,,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/x1-serie-m-65-mil-898611559
"Carros, vans e utilitários",FORD PAMPA GL 1.6/ 1.8,FORD,Pick-up,1994,523695,1.8,Gasolina,Manual,Hidráulica,Vermelho,2 portas,9,62880000,Horizonte,,9000.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/panpa-1-8-ap--ano-94-898613768
"Carros, vans e utilitários",TOYOTA COROLLA ALTIS 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2020,11300,2.0 - 2.9,Flex,Automático,Elétrica,Azul,4 portas,8,63000000,Juazeiro do Norte,,0.0,https://ce.olx.com.br/regiao-de-juazeiro-do-norte-e-sobral/autos-e-pecas/carros-vans-e-utilitarios/corolla-altis-2020-11mil-km-rod-898610600
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P MEC.,GM - CHEVROLET,Sedã,2012,85000,1.8,Flex,Manual,Elétrica,Prata,4 portas,7,62880273,Horizonte,Centro,39000.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/cruze-lt-manual-particular-898610444
"Carros, vans e utilitários",HONDA CITY SEDAN EX 1.5 FLEX 16V 4P AUT.,HONDA,Passeio,2014,90679,1.5,Flex,Automático,,Branco,4 portas,0,60055171,Fortaleza,Joaquim Távora,48500.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-city-sedan-ex-1-5-flex-16v-4p-aut-882783296
"Carros, vans e utilitários",GM - CHEVROLET OPALA COMODORO/COMOD. SLE  4.1/2.5,GM - CHEVROLET,Sedã,1981,87,4.0 ou mais,Gasolina,Automático,Hidráulica,Outra,2 portas,8,63000000,Juazeiro do Norte,,0.0,https://ce.olx.com.br/regiao-de-juazeiro-do-norte-e-sobral/autos-e-pecas/carros-vans-e-utilitarios/opala-1981-81-6cc-automatico-e-placa-preta-728082093
"Carros, vans e utilitários",FIAT LINEA ABSOLUTE 1.9/1.8 FLEX DUALOGIC 4P,FIAT,Sedã,2012,100000,1.9,Flex,Automático,Hidráulica,Prata,4 portas,1,60822168,Fortaleza,Cambeba,24999.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/linea-2012-891814679
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX 1.6 MI I MOTION TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2013,0,1.6,Flex,Semi-Automático,Hidráulica,,4 portas,3,60140231,Fortaleza,Aldeota,27900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fox-imontion-2013-824708680
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LS 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Passeio,2015,120000,1.0,Flex,Manual,Elétrica,Branco,4 portas,4,60811341,Fortaleza,Edson Queiroz,39900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/onix-2015-lt-manual-jmg-873937488
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE C/CL/FOX 1.6,VW - VOLKSWAGEN,Sedã,1989,116000,1.6,Álcool,Manual,Mecânica,Branco,2 portas,7,60120021,Fortaleza,Aldeota,18999.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/voyage-1-6ap-cl-1989-para-exigentes-898609454
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF HIGHLINE 250 TSI 1.4 FLEX 16V AUT.,VW - VOLKSWAGEN,Hatch,2018,21600,1.4,Flex,Automático,Elétrica,Preto,4 portas,9,60130340,Fortaleza,São João do Tauape,113900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/golf-highline-1-4-tsi-2018-860829514
"Carros, vans e utilitários",MERCEDES-BENZ SLC-300 2.0 TURBO 245CV AUT.,MERCEDES-BENZ,Passeio,2021,0,2.0 - 2.9,Gasolina,Automático,Elétrica,Prata,2 portas,0,60000000,Fortaleza,Centro,,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/mercedes-benz-classe-slc-300-892318830
"Carros, vans e utilitários",PEUGEOT 207 XR 1.4 FLEX 8V 3P,PEUGEOT,Sedã,2012,71400,1.4,Flex,Manual,Hidráulica,Vermelho,2 portas,8,60330055,Fortaleza,Barra do Ceará,20000.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-207-vermelho-898608615
"Carros, vans e utilitários",GM - CHEVROLET JOY,GM - CHEVROLET,,2019,0,,,,,,,,60810350,Fortaleza,Engenheiro Luciano Cavalcante,,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/aluguel-de-carros-para-motoristas-de-aplicativos-795292017
"Carros, vans e utilitários",PEUGEOT 208 GRIFFE 1.6 FLEX 16V 5P MEC.,PEUGEOT,Hatch,2016,43000,1.6,Flex,Manual,Elétrica,Prata,4 portas,2,60810350,Fortaleza,Engenheiro Luciano Cavalcante,39990.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-208-griffe-1-6-2015-85-98905-2765-862445182
"Carros, vans e utilitários",NISSAN VERSA SL 1.6 16V FLEX FUEL 4P MEC.,NISSAN,Sedã,2013,108,1.6,Flex,Manual,Elétrica,Vermelho,4 portas,,60813460,Fortaleza,Engenheiro Luciano Cavalcante,36900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/versa-sl-1-6-manual-2013-856049460
"Carros, vans e utilitários",TOYOTA HILUX CD SR 4X2 2.7 16V/2.7 FLEX MEC.,TOYOTA,Pick-up,2010,82000,2.0 - 2.9,Flex,Manual,Hidráulica,Prata,4 portas,,60710684,Fortaleza,Maraponga,62900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-sr-2-7-flex-manual-4x2-cabine-dupla-ano-2010-706375588
"Carros, vans e utilitários",FIAT PALIO SPORTING B.EDIT. 1.6 FLEX 16V 5P,FIAT,Hatch,2016,38000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,0,60000000,Fortaleza,Centro,38000.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/palio-sporting-1-6-16v-flex-manual-888124735
"Carros, vans e utilitários",TOYOTA HILUX SW4 SRX 4X4 2.8 TDI 16V DIES. AUT.,TOYOTA,Pick-up,2019,35910,,Diesel,Automático,Hidráulica,Cinza,4 portas,2,60810470,Fortaleza,Eng Luciano Cavalcante,287900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-sw4-srx-4x4-2-8-tdi-16v-dies-aut-898606852
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2015,0,1.0,Flex,Manual,Hidráulica,Branco,4 portas,8,62300000,Viçosa do Ceará,,39990.0,https://ce.olx.com.br/regiao-de-juazeiro-do-norte-e-sobral/autos-e-pecas/carros-vans-e-utilitarios/vendo-onix-2015-1-0-lt-completo-898605935
"Carros, vans e utilitários",GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 3P,GM - CHEVROLET,Hatch,2012,97000,1.0,Flex,Manual,Mecânica,Preto,2 portas,1,60420100,Fortaleza,Vila União,16900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/celta-1-0-2012-ls-life-top-garagem-aceito-troca-898606716
"Carros, vans e utilitários",FORD KA+ SEDAN 1.5 16V FLEX 4P,FORD,,2015,64000,,Flex,Manual,Hidráulica,,,,60810350,Fortaleza,Engenheiro Luciano Cavalcante,39990.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ka-sedan-1-5-se-895712261
"Carros, vans e utilitários",VW - VOLKSWAGEN NIVUS HIGHLINE 1.0 200 TSI FLEX AUT,VW - VOLKSWAGEN,SUV,2021,0,1.0,Flex,Automático,Elétrica,Preto,4 portas,,60140035,Fortaleza,Aldeota,115990.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nivus-highline-disponivel-no-estoque-893369185
"Carros, vans e utilitários",NISSAN KICKS SV LIMITED 1.6 16V FLEX 5P AUT.,NISSAN,SUV,2017,32656,1.6,Flex,Automático,Elétrica,Prata,4 portas,1,60140230,Fortaleza,Aldeota,77900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nissan-kicks-sv-2017-826409782
"Carros, vans e utilitários",CITROEN C3 ATTRACTION PURE TECH 1.2 FLEX 12V MEC,CITROEN,,2017,53000,,Flex,Manual,Elétrica,,,,60810350,Fortaleza,Engenheiro Luciano Cavalcante,40990.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/c3-attraction-1-2-895660795
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. JOY/ LS 1.0 8V FLEXPOWER 4P,GM - CHEVROLET,Passeio,2019,44000,1.0,Flex,Manual,Elétrica,Prata,4 portas,9,60810160,Fortaleza,Guararapes,50898.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/prisma-joy-2019-861700824
"Carros, vans e utilitários",FIAT PALIO WEEK.ADV.LOCK.DUALOGIC 1.8 FLEX,FIAT,SUV,2011,65000,1.8,Flex,Automático,Hidráulica,Preto,4 portas,,60415150,Fortaleza,Fátima,31000.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/palio-weekend-1-8-adventure-mais-nova-do-brasil-889841742
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE,VW - VOLKSWAGEN,,2020,8000,1.6,Flex,Automático,Hidráulica,Preto,4 portas,3,60811341,Fortaleza,Edson Queiroz,66900.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-voyage-1-6-16v-msi-totalflex-4p-automatico-845348214
"Carros, vans e utilitários",FORD PAMPA L 1.8I / 1.8,FORD,Van/Utilitário,1993,0,1.8,Gasolina,Manual,Mecânica,Vermelho,2 portas,1,60440125,Fortaleza,Demócrito Rocha,9800.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-pampa-93-898604433
"Carros, vans e utilitários",TOYOTA ETIOS XLS SEDAN 1.5 FLEX 16V 4P AUT.,TOYOTA,Sedã,2018,47702,1.5,Flex,Automático,Elétrica,Prata,4 portas,0,60761135,Fortaleza,Parque Dois Irmãos,57500.0,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/etios-xls-1-5-2018-automatico-897351531
"Carros, vans e utilitários",VW - VOLKSWAGEN FUSCA,VW - VOLKSWAGEN,Antigo,1980,5350,1.3,Gasolina,Manual,Mecânica,Branco,2 portas,2,62900000,Russas,,15000.0,https://ce.olx.com.br/regiao-de-juazeiro-do-norte-e-sobral/autos-e-pecas/carros-vans-e-utilitarios/fusca-1979-898604050
