Categoria,Modelo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Portas,CEP,Município,Bairro,price,url,Marca,Cor,Tipo de veículo,Final de placa
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,2019,71000,1.6,Flex,Manual,Hidráulica,2 portas,59054590,Natal,Lagoa Nova,50790.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-saveiro-robust-1-6-total-flex-8v-881098361,VW - VOLKSWAGEN,Branco,Passeio,3
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL TRACK 1.0 TOTAL FLEX 12V 5P,2019,61000,1.0,Flex,Manual,Elétrica,4 portas,59054590,Natal,Lagoa Nova,44900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-city-1-0-total-flex-12v-4p-827553732,VW - VOLKSWAGEN,Branco,Passeio,9
"Carros, vans e utilitários",BMW 320I,2020,9925,,Gasolina,Automático,,4 portas,59086000,Natal,Neópolis,229950.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/bmw-320i-2-0-16v-turbo-sport-897841868,BMW,,Passeio,2
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LS 1.0 8V FLEXPOWER 5P MEC.,2019,48000,1.0,Flex,Manual,Hidráulica,4 portas,59124400,Natal,Potengi,50000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/carro-novo-897841152,GM - CHEVROLET,Branco,Hatch,6
"Carros, vans e utilitários",JEEP COMPASS LIMITED 2.0 4X2 FLEX 16V AUT.,2019,4000,,Flex,Automático,,4 portas,59086000,Natal,Neópolis,134900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-16v-limited-897840601,JEEP,,Passeio,5
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO SED. COMFORT. 1.6 MI TOT. FLEX 8V,2011,122000,1.6,Flex,Manual,Hidráulica,4 portas,59080560,Natal,Neópolis,30990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/vw-polo-2011-864104440,VW - VOLKSWAGEN,Preto,Sedã,
"Carros, vans e utilitários",VW - VOLKSWAGEN UP! MOVE I MOTION 1.0 T. FLEX 12V 3P,2015,80000,1.0,Flex,Automático,Elétrica,4 portas,59065150,Natal,Candelária,36900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/up-2015-imotion-863369363,VW - VOLKSWAGEN,Branco,Hatch,9
"Carros, vans e utilitários",AUDI A3 SEDAN PRESTIGE PLUS 1.4 TFSI S-TRONIC,2019,15205,,Flex,Automático,,4 portas,59086000,Natal,Neópolis,134990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/audi-a3-1-4-tfsi-sedan-prestige-plus-25-anos-897840461,AUDI,,Passeio,8
"Carros, vans e utilitários",FIAT TORO,2019,75000,2.0 - 2.9,Diesel,Automático,Mecânica,4 portas,59086005,Natal,Neópolis,130990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-2019-2-0-16v-turbo-diesel-volcano-4wd-at9-897840125,FIAT,Branco,Passeio,2
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.4 8V FLEXPOWER 5P MEC.,2019,16000,1.4,Flex,Manual,Elétrica,4 portas,59066180,Natal,Candelária,,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/onix-lt-1-4-2019-km18-mil-rodado-856223933,GM - CHEVROLET,Branco,Hatch,5
"Carros, vans e utilitários",JAGUAR E-PACE R-DYNAMIC S 2.0 AWD 249CV AUT.,2019,14000,,Flex,Automático,,4 portas,59086000,Natal,Neópolis,264900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/jaguar-e-pace-2-0-16v-p250-r-dynamic-s-awd-897839781,JAGUAR,,Passeio,0
"Carros, vans e utilitários",GM - CHEVROLET ONIX,2018,11111,,,,,4 portas,59291628,São Gonçalo do Amarante,Centro,43600.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-br-br-897838915,GM - CHEVROLET,Branco,,
"Carros, vans e utilitários",FIAT FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,2020,53551,,Flex,Manual,,2 portas,59080000,Natal,Capim Macio,73990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/fiorino-2019-2020-1-4-mpi-furgao-hard-working-8v-flex-2p-manual-866110889,FIAT,,Passeio,7
"Carros, vans e utilitários",FIAT ARGO,2021,0,,Flex,Manual,,4 portas,59086005,Natal,Neópolis,68990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-argo-2021-2021-1-0-firefly-flex-drive-manual-894947440,FIAT,,Passeio,
"Carros, vans e utilitários",HONDA CIVIC SEDAN EX 2.0 FLEX 16V AUT.4P,2018,37000,2.0 - 2.9,Flex,Automático,Elétrica,4 portas,59619000,Mossoró,Abolição,103900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/civic-2-0-2018-897839954,HONDA,Branco,Sedã,5
"Carros, vans e utilitários",RENAULT SANDERO AUTHENTIQUE FLEX 1.0 12V 5P,2018,68230,,Flex,Manual,,4 portas,59000000,Natal,,39990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/sandero-2017-2018-1-0-12v-sce-flex-authentique-manual-887266000,RENAULT,,Passeio,8
"Carros, vans e utilitários",RENAULT SANDERO LIFE FLEX 1.0 12V 5P MEC.,2020,41000,,Flex,Manual,,4 portas,59086005,Natal,Neópolis,47900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/sandero-2019-2020-1-0-12v-sce-flex-life-manual-831385298,RENAULT,,Passeio,4
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LS 1.0 8V FLEXPOWER 5P MEC.,2016,64200,1.0,Flex,Manual,Hidráulica,4 portas,59066400,Natal,Pitimbu,44900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/onix-ls-1-0-2016-completo-882944688,GM - CHEVROLET,Branco,Hatch,5
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,2019,23500,2.0 - 2.9,Flex,Automático,Elétrica,4 portas,59031125,Natal,Lagoa Seca,105900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-2019-897826968,TOYOTA,Outra,Sedã,2
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX TRENDLINE 1.0 FLEX 12V 5P,2017,48600,1.0,Flex,Manual,Elétrica,4 portas,59056450,Natal,Lagoa Nova,42990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/vw-fox-1-0-trendline-2017-diogo-carvalho-842823041,VW - VOLKSWAGEN,Branco,Hatch,5
"Carros, vans e utilitários",MITSUBISHI L200 TRITON HPE 3.2 CD TB INT.DIESEL AUT,2016,160000,3.0 - 3.9,Diesel,Automático,Hidráulica,4 portas,59086005,Natal,Neópolis,123900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/l200-2016-diesel-4x4-866512928,MITSUBISHI,Prata,Pick-up,9
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,2020,38000,1.6,Flex,Manual,Hidráulica,2 portas,59031125,Natal,Lagoa Seca,55900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/saveiro-robust-2020-897836211,VW - VOLKSWAGEN,Branco,Pick-up,7
"Carros, vans e utilitários",FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,2021,4000,2.0 - 2.9,Diesel,Automático,Hidráulica,4 portas,59300000,Caicó,,159900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/toro-2021-diesel-897827166,FIAT,Cinza,Van/Utilitário,8
"Carros, vans e utilitários",JAC J3 1.4 16V 5P MEC.,2012,87000,1.4,Gasolina,Manual,Hidráulica,4 portas,59151250,Parnamirim,Nova Parnamirim,19900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/jac-j3-1-4-16v-5p-mec-866783634,JAC,Preto,Passeio,7
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO TRENDLINE 1.6 T.FLEX 8V CE,2016,75428,1.6,Flex,Manual,Hidráulica,2 portas,59032620,Natal,Lagoa Seca,49990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-saveiro-1-6-ce-tl-2015-2016-897824019,VW - VOLKSWAGEN,Preto,Pick-up,6
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 3P,2016,128000,1.0,Flex,Manual,Hidráulica,4 portas,59070030,Natal,Cidade da Esperança,35999.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/fox-trend-line-2016-897823589,VW - VOLKSWAGEN,Branco,Hatch,6
"Carros, vans e utilitários",MITSUBISHI L200 TRITON HPE 3.5 CD V6 24V FLEX AUT.,2009,1,3.0 - 3.9,Gasolina,Automático,Hidráulica,4 portas,59590000,São Bento do Norte,,63000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/l200-v6-3-5-aro-22-897823379,MITSUBISHI,Cinza,Pick-up,2
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CITY 1.0 TOTAL FLEX 12V 4P,2013,124000,,Flex,Manual,,4 portas,59031630,Natal,Lagoa Seca,31900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/gol-2013-2013-1-0-mi-8v-flex-4p-manual-g-vi-886577547,VW - VOLKSWAGEN,,Passeio,4
"Carros, vans e utilitários",FIAT STRADA VOLCANO 1.3 FLEX 8V CD,2022,0,1.3,Flex,Manual,Elétrica,4 portas,59054590,Natal,Lagoa Nova,109990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-volcano-1-3-flex-8v-cd-897818792,FIAT,Preto,Passeio,0
"Carros, vans e utilitários",FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,2014,94000,1.0,Flex,Manual,Hidráulica,4 portas,59031125,Natal,Lagoa Seca,29900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/palio-1-0-2014-4p-897821156,FIAT,Vermelho,Hatch,6
"Carros, vans e utilitários",NISSAN MARCH S 1.6 16V FLEX FUEL 5P,2013,85000,1.6,Flex,Manual,,4 portas,59056100,Natal,Lagoa Nova,31900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/march-13-1-6-s-extraaa-869107596,NISSAN,Branco,,
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX TRENDLINE 1.6 FLEX 8V 5P,2017,61453,1.6,Flex,Manual,Hidráulica,4 portas,59066180,Natal,Candelária,47900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-fox-trendline-msi-1-6-2017-869623853,VW - VOLKSWAGEN,Preto,Hatch,4
"Carros, vans e utilitários",TOYOTA COROLLA XLI 1.6 16V 110CV AUT.,2006,215150,1.6,Gasolina,Automático,Hidráulica,4 portas,59086005,Natal,Neópolis,28990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/corolla-xli-1-6-automatico-2006-892462568,TOYOTA,Azul,Sedã,5
"Carros, vans e utilitários",KIA MOTORS PICANTO EX 1.1/1.0/ 1.0 FLEX MEC.,2013,109998,1.0,Flex,Manual,Elétrica,4 portas,59066180,Natal,Candelária,33900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/kia-picanto-ex-1-0-2013-869620908,KIA MOTORS,Vermelho,Hatch,3
"Carros, vans e utilitários",RENAULT KWID 1.0 ZEN,2019,71254,1.0,Flex,Manual,Hidráulica,4 portas,59037000,Natal,Alecrim,40900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/renault-kwid-2019-zen-1-0-868833876,RENAULT,Branco,Hatch,
"Carros, vans e utilitários",KIA MOTORS CERATO 1.6 16V  FLEX  AUT.,2015,96000,1.6,Gasolina,Automático,Hidráulica,,59605400,Mossoró,Boa Vista,45990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/kia-cerato-sx3-automatico-2013-897814017,KIA MOTORS,Cinza,Sedã,6
"Carros, vans e utilitários",FIAT ULTRA 2.0 16V 4X4 DIESEL AUT,2021,14900,,Diesel,Automático,,4 portas,59065500,Natal,Candelária,169900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/toro-2020-2021-2-0-16v-turbo-diesel-ultra-4wd-at9-897814604,FIAT,,Passeio,9
"Carros, vans e utilitários",CHERY TIGGO 5X T 1.5 16V TURBO FLEX AUT.,2020,12000,1.5,Flex,Automático,Elétrica,4 portas,59066180,Natal,Candelária,99000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/tiggo-turbo-2020-km12-mik-rodado-886440545,CHERY,Cinza,SUV,5
"Carros, vans e utilitários",VW - VOLKSWAGEN T-CROSS COMFORTLINE 1.0 TSI FLEX 5P AUT.,2020,38300,,Flex,Automático,,4 portas,59086005,Natal,Neópolis,102900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/t-cross-2019-2020-1-0-200-tsi-total-flex-comfortline-automatico-853288940,VW - VOLKSWAGEN,,Passeio,5
"Carros, vans e utilitários",RENAULT LOGAN EXPRESSION HI-FLEX 1.6 8V 4P,2015,125000,1.6,Flex,Manual,Hidráulica,4 portas,59054650,Natal,Lagoa Nova,34800.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/logan-1-6-2015-897813187,RENAULT,Outra,Sedã,8
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.,2019,25000,,Flex,Automático,,4 portas,59066180,Natal,Candelária,78900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/polo-2019-2019-1-0-200-tsi-comfortline-automatico-890918353,VW - VOLKSWAGEN,,Passeio,4
"Carros, vans e utilitários",FORD KA 1.5 SE PLUS 12V FLEX 5P MEC.,2019,35400,1.5,Flex,Manual,Elétrica,4 portas,59066400,Natal,Pitimbu,51900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/ka-sedan-se-plus-1-5-2018-2019-manual-883900926,FORD,Branco,Sedã,7
"Carros, vans e utilitários",JEEP RENEGADE 1.8 4X2 FLEX 16V MEC.,2020,47768,,Flex,Automático,,4 portas,59619000,Mossoró,Abolição,92490.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/renegade-2019-2020-1-8-16v-flex-longitude-4p-automatico-889313713,JEEP,,Passeio,0
"Carros, vans e utilitários",GM - CHEVROLET AGILE LT 1.4 MPFI 8V FLEXPOWER 5P,2012,104000,,Flex,Manual,,4 portas,59148610,Parnamirim,Emaús,26990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/agile-2011-2012-1-4-mpfi-ltz-8v-flex-4p-manual-857664449,GM - CHEVROLET,,Passeio,8
"Carros, vans e utilitários",GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 5P,2013,158000,1.0,Flex,Manual,Hidráulica,4 portas,59002170,Natal,,19000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/celta-4-portas-897813022,GM - CHEVROLET,Preto,Hatch,6
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 FLEX 12V 5P,2022,0,1.0,Flex,Manual,Hidráulica,4 portas,59063200,Natal,Lagoa Nova,0.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/gol-1-0-mpi-2021-2022-zero-km-consulte-condicoes-864023784,VW - VOLKSWAGEN,Branco,Hatch,
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,2018,87000,,Flex,Manual,,4 portas,59148610,Parnamirim,Emaús,41990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/onix-2017-2018-1-0-mpfi-joy-8v-flex-4p-manual-876819909,GM - CHEVROLET,,Passeio,8
"Carros, vans e utilitários",FORD ECOSPORT SE 1.5 12V FLEX 5P AUT.,2020,39000,,Flex,Automático,,4 portas,59000000,Natal,,78990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/ecosport-2019-2020-1-5-ti-vct-flex-se-automatico-894275984,FORD,,Passeio,9
"Carros, vans e utilitários",HYUNDAI HB20S C.STYLE/C.PLUS1.6 FLEX 16V AUT. 4P,2018,42580,1.6,Flex,Automático,Elétrica,4 portas,59066180,Natal,Candelária,63900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/hb20s-1-6-comfort-plus-flex-aut-17-18-unico-dono-e-na-garantia-de-fabrica-884443167,HYUNDAI,Branco,Sedã,
"Carros, vans e utilitários",GM - CHEVROLET ONIX SEDAN PLUS LT 1.0 12V TB FLEX AUT.,2021,0,1.0,Flex,Automático,Elétrica,4 portas,59032620,Natal,Lagoa Seca,83990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-plus-1-0t-lt-automatico-2020-2021-829252756,GM - CHEVROLET,Prata,Sedã,
"Carros, vans e utilitários",FIAT PALIO 1.0 CELEBR. ECONOMY F.FLEX 8V 2P,2014,111111,,,,,4 portas,59575000,Extremoz,,40000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/palio-1-0-897811761,FIAT,,,5
"Carros, vans e utilitários",NISSAN LIVINA NIGHT&DAY 1.6 16V FLEX FUEL MEC.,2011,91000,,Flex,Manual,,4 portas,59031200,Natal,Alecrim,24900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/livina-2010-2011-1-6-night-day-16v-flex-4p-manual-887891026,NISSAN,,Passeio,6
"Carros, vans e utilitários",TOYOTA RAV4 2.0 TOP 4X2 16V AUT.,2018,64000,2.0 - 2.9,Gasolina,Automático,Elétrica,4 portas,59150015,Parnamirim,Nova Parnamirim,125000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/toyota-rav4-2-0-top-896018304,TOYOTA,Branco,SUV,7
"Carros, vans e utilitários",SMART FORTWO PASSION COUPE 1.0 62KW,2010,80000,1.0,Gasolina,Automático,Mecânica,2 portas,59140840,Parnamirim,Cohabinal,36900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/smart-fortwo-1-0-coupe-12v-automatico-2010-automatico-897810095,SMART,Prata,Hatch,2
"Carros, vans e utilitários",FORD KA+ SEDAN 1.5 SEL 16V FLEX 4P,2018,50089,,Flex,Manual,,4 portas,59086005,Natal,Neópolis,48900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2018-2018-1-5-sigma-flex-se-manual-856006786,FORD,,Passeio,3
"Carros, vans e utilitários",AUDI A3 SEDAN PRESTIGE PLUS 1.4 TFSI S-TRONIC,2019,44000,1.4,Flex,Automático,Elétrica,4 portas,59625000,Mossoró,Ilha de Santa Luzia,134990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/audi-a3-prestige-plus-1-4t-2019-estado-de-zero-897801222,AUDI,Azul,Sedã,7
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,2007,1486429,1.0,Flex,Manual,Hidráulica,4 portas,59072560,Natal,Cidade Nova,16500.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/carro-gol-g4-em-otimas-condicoes-897799438,VW - VOLKSWAGEN,Prata,Sedã,1
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,2020,40172,1.0,Flex,Manual,Elétrica,4 portas,59056450,Natal,Lagoa Nova,51490.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/onix-1-0-joy-flex-2020-daniel-moraes-867903061,GM - CHEVROLET,Branco,Hatch,
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,2011,129856,1.0,Gasolina,Manual,Hidráulica,4 portas,59184000,Vera Cruz,,21000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/corsa-sedan-emplacado-897798946,GM - CHEVROLET,Cinza,Sedã,6
"Carros, vans e utilitários",TOYOTA HILUX SW4 SRV D4-D 4X4 3.0 TDI DIES. AUT,2015,123724,,Diesel,Automático,,4 portas,59032500,Natal,Alecrim,165000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/hilux-sw4-2015-2015-3-0-srv-4x4-7-lugares-16v-turbo-intercooler-diesel-4p-automatico-890021661,TOYOTA,,Passeio,4
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,2021,15000,1.0,Flex,Manual,Hidráulica,4 portas,59054000,Natal,Dix-Sept Rosado,56999.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/gm-onix-2021-estado-de-0-km-unico-dono-garantia-fabrica-banco-em-couro-unica-dona-890742112,GM - CHEVROLET,Branco,Hatch,7
"Carros, vans e utilitários",FIAT SIENA 1.0/ EX 1.0 MPI FIRE/ FIRE FLEX 8V,2009,170000,1.0,Flex,Manual,Hidráulica,4 portas,59240000,Tangará,,18500.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/vendo-siena-fire-flex-897796077,FIAT,Cinza,Passeio,8
"Carros, vans e utilitários",FIAT TORO ENDURANCE 1.8 16V FLEX MEC.,2020,67000,1.8,Flex,Automático,Hidráulica,4 portas,59064630,Natal,Lagoa Nova,91900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/toro-endurance-at6-2020-870384866,FIAT,Branco,Pick-up,0
"Carros, vans e utilitários",RENAULT ,2020,45311,,Flex,Automático,,4 portas,59628000,Mossoró,Alto de São Manoel,85490.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/renault-duster-oroch-2-0-16v-dynamique-872921502,RENAULT,,Passeio,6
"Carros, vans e utilitários",GM - CHEVROLET SPIN LT 1.8 8V ECONO.FLEX 5P MEC.,2013,169285,1.8,Gás Natural,Manual,Hidráulica,4 portas,59141555,Parnamirim,Rosa dos Ventos,36000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/crevrolet-spin-lt-1-8-lt-897794341,GM - CHEVROLET,Prata,Passeio,9
"Carros, vans e utilitários",PEUGEOT 207 XR 1.4 FLEX 8V 5P,2013,80000,1.4,Flex,Manual,Hidráulica,4 portas,59064740,Natal,Candelária,19500.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/peugeot-207-xr-2012-2013-897795878,PEUGEOT,,Hatch,6
"Carros, vans e utilitários",VW - VOLKSWAGEN VIRTUS,2020,35750,1.0,Flex,Automático,Elétrica,4 portas,59086005,Natal,Neópolis,75690.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-virtus-2020-1-0-200-tsi-comfortline-automatico-860882741,VW - VOLKSWAGEN,Branco,Passeio,0
"Carros, vans e utilitários",TOYOTA COROLLA ALTIS HYBRID 1.8 16V FLEX AUT.,2020,8000,,Flex,Automático,,4 portas,59086000,Natal,Neópolis,142900.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-1-8-vvt-i-hybrid-altis-895039553,TOYOTA,,Passeio,5
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,2020,27000,1.0,Flex,Manual,Elétrica,4 portas,59619140,Mossoró,Abolição,51999.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/onix-joy-1-0-2020-flex-manual-impecavel-pouco-rodado-27-mil-km-865667816,GM - CHEVROLET,Branco,Hatch,9
"Carros, vans e utilitários",FORD KA 1.5 SE PLUS 12V FLEX 5P MEC.,2016,75000,,Flex,Manual,,4 portas,59066180,Natal,Candelária,39990.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2015-2016-1-5-sigma-flex-se-plus-manual-890916766,FORD,,Passeio,4
"Carros, vans e utilitários",NISSAN VERSA S 1.6 16V FLEX FUEL 4P MEC.,2013,190,1.6,Flex,Manual,Elétrica,4 portas,59153040,Parnamirim,Nova Parnamirim,29000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/vendo-nissan-versa-s-1-6-2013-completo-897791503,NISSAN,Preto,Sedã,9
"Carros, vans e utilitários",TOYOTA HILUX SW4 SRV D4-D 4X4 3.0 TDI DIES. AUT,2018,57000,2.0 - 2.9,Diesel,Automático,Elétrica,4 portas,59063100,Natal,Lagoa Nova,255000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-sw4-srx-2018-890428648,TOYOTA,Cinza,SUV,5
"Carros, vans e utilitários",FORD F-75,1955,100000,,Gasolina,Manual,,,59168000,Senador Georgino Avelino,,40000.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/willys-overland-pick-up-1956-897788231,FORD,Vermelho,Antigo,
"Carros, vans e utilitários",HONDA WR-V EXL 1.5 FLEXONE 16V 5P AUT.,2018,15000,1.5,Flex,Manual,Elétrica,4 portas,59066180,Natal,Candelária,79890.0,https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/honda-wr-v-automatica-2018-897788780,HONDA,Prata,Hatch,7
