Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Final de placa,CEP,Município,price,url,Portas,Bairro
"Carros, vans e utilitários", ,,,2011,2545,,,,,,,49097190,Aracaju,,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/vendo-kombi-ano-2010-2011-891975718,,Ponto Novo
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX TRENDLINE 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,Passeio,2015,55239,1.0,Flex,Manual,Hidráulica,Cinza,7,49010490,Aracaju,39000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/fox-1-0-trendline-2015-com-55-000-km-uma-joia-rara-839011788,4 portas,Centro
"Carros, vans e utilitários",RENAULT FLUENCE SED. DYN. PLUS 2.0 16V FLEX AUT.,RENAULT,Sedã,2016,88000,2.0 - 2.9,Flex,Automático,Elétrica,Preto,0,49055520,Aracaju,55000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/renault-fluence-2-0-dynamic-plus-aut-2016-troco-e-financio-aprovacao-imediata-880428061,4 portas,Getúlio Vargas
"Carros, vans e utilitários",GM - CHEVROLET CORSA HAT. MAXX 1.4 8V ECONOFLEX 5P,GM - CHEVROLET,Hatch,2011,170000,1.4,Flex,Manual,Hidráulica,Verde,3,49085510,Aracaju,21500.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-por-dinheiro-21-mil-e-500-891965332,4 portas,José Conrado de Araújo
"Carros, vans e utilitários",FORD KA SEL 1.5 16V FLEX 5P,FORD,Hatch,2018,114300,1.5,Flex,Manual,Elétrica,Branco,6,49090460,Aracaju,37900.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/ka-sel-seminovo-original-livreto-e-chave-reserva-891968658,4 portas,Bugio
"Carros, vans e utilitários",RENAULT CLIO CAMPUS HI-FLEX 1.0 16V 5P,RENAULT,Hatch,2011,1,1.0,Flex,Manual,Hidráulica,Outra,9,49000701,Aracaju,18800.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/clio-campus-1-0-flex-16v-4p-891967128,4 portas,Aruana
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LT 1.4 16V TURBO FLEX 4P AUT.,GM - CHEVROLET,Sedã,2019,35000,1.4,Flex,Automático,Elétrica,Branco,0,49004273,Aracaju,84900.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/vendo-cruze-lt-2019-2019-891962839,4 portas,Zona de Expansão (Robalo)
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH RS 1.0 TB 12V FLEX 5P AUT,GM - CHEVROLET,Hatch,2020,27000,1.0,Flex,Automático,Elétrica,Branco,8,49010450,Aracaju,79500.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/onix-2020-ltz-personalizado-891957109,4 portas,Centro
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2012,200,1.0,Flex,Manual,Hidráulica,Prata,5,49160000,Nossa Senhora do Socorro,16000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-clasic-2012-891950237,4 portas,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CL 1.8 MI 2P E 4P,VW - VOLKSWAGEN,Hatch,1993,95720,1.8,Gasolina,Manual,Mecânica,Azul,2,49700000,Capela,2200.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/pecas-gol-quadrado-891940380,2 portas,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 PLUS 8V 4P,VW - VOLKSWAGEN,Passeio,2001,6500,1.0,Gasolina,Manual,Hidráulica,Branco,6,49000000,Aracaju,9000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/gol-2001-891948015,4 portas,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 PLUS 8V 4P,VW - VOLKSWAGEN,Passeio,2003,200000,1.0,Gasolina,Manual,Mecânica,Branco,3,49500244,Itabaiana,10000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/gol-2003-1-0-8v-891942087,4 portas,Centro
"Carros, vans e utilitários",HYUNDAI HB20S COMFORT PLUS 1.0 TB FLEX 12V MEC.,HYUNDAI,Sedã,2014,71500,1.0,Flex,Manual,Hidráulica,Branco,2,49400000,Lagarto,36000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/hb20s-confort-plus-branco-1-0-economico-36-mil-890273957,4 portas,
"Carros, vans e utilitários",PEUGEOT 207 SEDAN PASSION XR 1.4 FLEX 8V 4P,PEUGEOT,Sedã,2012,120000,1.4,Flex,Manual,Hidráulica,Prata,8,49060120,Aracaju,23500.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/vendo-891939933,4 portas,Santo Antônio
"Carros, vans e utilitários",FORD FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,FORD,Hatch,2005,156000,1.6,Flex,Manual,Hidráulica,Prata,4,49040800,Aracaju,14500.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/focus-1-6-891936530,4 portas,Inácio Barbosa
"Carros, vans e utilitários",GM - CHEVROLET JOY HATCH 1.0 8V FLEX 5P MEC,GM - CHEVROLET,Hatch,2019,70000,1.0,Flex,Manual,Hidráulica,Branco,4,49031040,Aracaju,48300.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/onix-joy-19-19-completo-891936439,4 portas,Farolândia
"Carros, vans e utilitários",HYUNDAI CRETA PULSE 1.6 16V FLEX AUT.,HYUNDAI,SUV,2017,43000,1.6,Flex,Automático,Elétrica,Prata,9,49045770,Aracaju,81000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/creta-pulse-1-6-top-891930742,4 portas,Luzia
"Carros, vans e utilitários",TROLLER T-4,TROLLER,SUV,2018,15000,,Diesel,Manual,,Amarelo,,49045030,Aracaju,160000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/troller-t4-2018-891915864,2 portas,Luzia
"Carros, vans e utilitários",PEUGEOT 207 SEDAN PASSION XR 1.4 FLEX 8V 4P,PEUGEOT,Sedã,2011,120000,1.4,Flex,Manual,Hidráulica,Preto,2,49160000,Nossa Senhora do Socorro,18000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/peugeot-207-passion-891913775,4 portas,
"Carros, vans e utilitários",FIAT BRAVO ESSENCE 1.8 FLEX 16V 5P,FIAT,Hatch,2013,100000,1.8,Flex,Automático,Elétrica,Branco,6,49040690,Aracaju,28000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/bravo-automatico-891926164,4 portas,Inácio Barbosa
"Carros, vans e utilitários",HONDA HR-V EX 1.8 FLEXONE 16V 5P AUT.,HONDA,SUV,2016,115000,1.8,Flex,Automático,Elétrica,Branco,9,49055210,Aracaju,75990.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/hrv-ex-2016-886206005,4 portas,Cirurgia
"Carros, vans e utilitários",GM - CHEVROLET HATCH LTZ 1.0 12V TB FLEX 5P AU,GM - CHEVROLET,Hatch,2020,13000,1.0,Flex,Automático,Elétrica,Prata,0,49050520,Aracaju,78000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/onix-ltz-2020-2020-1-0-automatico-turbo-valor-negociavel-891919411,4 portas,Pereira Lobo
"Carros, vans e utilitários",HYUNDAI HB20 R SPEC 1.6 FLEX 16V MEC.,HYUNDAI,Hatch,2015,38000,1.6,Flex,Manual,Elétrica,Branco,2,49010140,Aracaju,41500.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-confort-891911367,4 portas,Centro
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2016,30000,1.0,Flex,Manual,Hidráulica,Prata,9,49045460,Aracaju,33990.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/vendo-corsa-sedan-classic-2015-2016-extra-891910992,4 portas,Luzia
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2010,230000,1.0,Flex,,Hidráulica,Preto,7,49048390,Aracaju,15500.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/corsa-classic-completo-2009-2010-891908367,4 portas,Luzia
"Carros, vans e utilitários",VW - VOLKSWAGEN SANTANA EXCLUSIV 2.0 MI/ EXECUTIVO 2.0I,VW - VOLKSWAGEN,Sedã,2003,260000,2.0 - 2.9,Gasolina,Manual,Hidráulica,Preto,1,49990000,Ilha das Flores,11500.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/vw-santana-11-500-79-9-891902193,4 portas,
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX SPORTLINE/SPORTS 1.0 TOT.FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2014,0,1.0,Flex,Manual,Hidráulica,Branco,1,49055210,Aracaju,33999.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/fox-trend-1-0-2014-completissimo-891906634,4 portas,Cirurgia
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION HI-FLEX 1.6 8V 5P,RENAULT,Hatch,2013,145000,1.6,Flex,Manual,Hidráulica,Cinza,3,49088285,Aracaju,28500.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/sandero-1-6-expresion-2013-867379686,4 portas,Lamarão
"Carros, vans e utilitários",GM - CHEVROLET TRACKER 2.0 16V 128CV MPFI 4X4 5P,GM - CHEVROLET,SUV,2008,0,2.0 - 2.9,Gasolina,Manual,Hidráulica,Prata,8,49060030,Aracaju,29999.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-tracker-2-0-4x4-2008-891898509,4 portas,Santo Antônio
"Carros, vans e utilitários",GM - CHEVROLET AGILE LTZ 1.4 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2011,0,1.4,Flex,Manual,Hidráulica,Outra,3,49060030,Aracaju,25499.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-agile-1-4-ltz-2011-891896595,4 portas,Santo Antônio
"Carros, vans e utilitários",HYUNDAI H100 SPR DIESEL (15 LUGARES),HYUNDAI,Van/Utilitário,2000,1,2.0 - 2.9,Diesel,Manual,Hidráulica,Azul,8,49160000,Nossa Senhora do Socorro,12000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/van-h100-891897316,4 portas,
"Carros, vans e utilitários",FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Passeio,2011,85000,1.0,Flex,Manual,Hidráulica,Prata,8,49095796,Aracaju,21000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/fiesta-class-2011-estado-novo-891895917,4 portas,Jabotiana
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Passeio,2004,166268,1.0,Gasolina,Manual,Hidráulica,Prata,2,49160000,Nossa Senhora do Socorro,16000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/corsa-classic-completo-1-0-carro-de-garagem-2-dono-todo-curtinho-891890260,4 portas,
"Carros, vans e utilitários", ,,,2014,173000,,,Automático,,,,49960000,Japaratuba,40000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/c4-lounge-2014-891886819,4 portas,
"Carros, vans e utilitários",FORD FIESTA SE 1.0 8V FLEX 5P,FORD,Hatch,2014,83300,1.0,Flex,Manual,Hidráulica,Outra,,49000000,Aracaju,24000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/vendo-ford-fiesta-se-1-0-hacth-891884681,4 portas,
"Carros, vans e utilitários",GM - CHEVROLET CORSA SED CLASS.LIFE 1.0/1.0 FLEXPOWER,GM - CHEVROLET,,2010,190000,,,Manual,,,1,49010660,Aracaju,17500.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/corsa-classic-891876853,4 portas,Centro
"Carros, vans e utilitários",FORD FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,FORD,Hatch,2005,95000,1.6,Gasolina,Manual,Hidráulica,Prata,4,49100000,São Cristóvão,13500.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-2005-891865026,4 portas,
,,,,,,,,,,,,,,,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/c3-2012-automatico-top-891855998,,
"Carros, vans e utilitários",FORD FIESTA STREET/ ACTION 1.0 8V 5P,FORD,Sedã,2002,1111111,1.0,Gasolina,Manual,Mecânica,Azul,0,49565000,Macambira,7500.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/fiesta-seda-4-portas-891861110,4 portas,
"Carros, vans e utilitários",RENAULT LOGAN,RENAULT,Sedã,2015,98000,1.0,Flex,Manual,Hidráulica,Branco,,49055520,Aracaju,35000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/renault-logan-1-0-2015-completo-884204635,,Getúlio Vargas
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CITY 1.0 MI 8V 4P,VW - VOLKSWAGEN,Hatch,2014,103333,1.0,Gasolina,Manual,Hidráulica,Branco,7,49036070,Aracaju,31500.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/gol-cite-1-0-ano-14-15-891854974,4 portas,Coroa do Meio
"Carros, vans e utilitários",FIAT PALIO CELEBRATION 1.0 FIRE FLEX 8V 4P,FIAT,Hatch,2009,148000,1.0,Flex,Manual,Hidráulica,Azul,5,49000596,Aracaju,18000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-2009-baixei-pra-vender-891848233,4 portas,Aruana
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE 1.6/1.6 CITY  MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2014,100300,1.6,Flex,Manual,Hidráulica,Branco,8,49770000,Maruim,32000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/vendo-voyage-13-14-city-completo-891856239,4 portas,
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE 1.0/1.0 CITY MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,1983,196000,1.0,Gasolina,Manual,Mecânica,,2,49160000,Nossa Senhora do Socorro,7700.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/carro-voyage-ano-1983-891847473,2 portas,
"Carros, vans e utilitários",GM - CHEVROLET HATCH LTZ 1.0 12V TB FLEX 5P AUT,GM - CHEVROLET,,2020,12900,,Flex,Automático,Elétrica,,0,49055520,Aracaju,77990.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/onix-ltz-automatico-2020-1-0-turbo-garantia-de-fabrica-troco-por-carro-de-menor-valor-864472235,,Getúlio Vargas
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Passeio,2016,85,2.0 - 2.9,Flex,Automático,Elétrica,Preto,9,49035710,Aracaju,80000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-2016-completo-891839089,4 portas,Coroa do Meio
"Carros, vans e utilitários",BUGGY BUGGY 1.6/ TST/ RS 1.6 4-LUG.,BUGGY,Buggy,1975,78000,1.6,Gasolina,Manual,Mecânica,Vermelho,1,49140000,Barra dos Coqueiros,19000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/excelente-oportunidade-vendo-buggy-super-conservado-891823151,,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2017,77872,1.0,Flex,Manual,Hidráulica,Branco,8,49040700,Aracaju,38500.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/vendo-gol-1-0-ano-2017-17-trendiline-891803771,4 portas,Inácio Barbosa
"Carros, vans e utilitários",PEUGEOT 206 ALLURE 1.6 FLEX 16V 5P,PEUGEOT,Hatch,2001,1,1.6,Gasolina,Manual,Hidráulica,Preto,6,49081007,Aracaju,11900.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/clio-2001-completo-11-900-891822849,4 portas,Capucho
"Carros, vans e utilitários",RENAULT SANDERO PRIVILÈGE HI-FLEX 1.6 16V 5P,RENAULT,Hatch,2010,198000,1.6,Flex,Manual,Hidráulica,Prata,6,49160000,Nossa Senhora do Socorro,20000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/sandero-privilege-1-6-2010-891822811,4 portas,
"Carros, vans e utilitários",MITSUBISHI PAJERO SPORT 2.8 4X4 DIESEL AUT.,MITSUBISHI,SUV,2005,167000,2.0 - 2.9,Diesel,Automático,Hidráulica,Prata,7,49000623,Aracaju,44000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/pajero-sport-2-8-4x4-diesel-aut-891803467,4 portas,Aruana
"Carros, vans e utilitários",GM - CHEVROLET CORSA HAT. JOY 1.0/ 1.0 FLEXPOWER 8V 5P,GM - CHEVROLET,Sedã,2011,90000,1.0,Flex,Manual,Hidráulica,Preto,2,49680000,Nossa Senhora da Glória,22000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/corsa-classic-2011-891803706,4 portas,
"Carros, vans e utilitários",FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,FIAT,,2020,40500,2.0 - 2.9,Diesel,Automático,Elétrica,Branco,,49015070,Aracaju,140000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/toro-volcano-2020-diesel-4x4-891801757,4 portas,São José
"Carros, vans e utilitários",RENAULT LOGAN AUTHENTIQUE HI-FLEX 1.0 16V 4P,RENAULT,Passeio,2012,275000,1.0,Flex,Manual,Hidráulica,Preto,9,49000450,Aracaju,20000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/logan-2011-2012-891792526,4 portas,Aruana
"Carros, vans e utilitários",GM - CHEVROLET CORSA HATCHBACK 1.0 MPFI 8V 71CV 5P,GM - CHEVROLET,Hatch,2006,180000,1.0,Flex,Manual,Hidráulica,Preto,4,49027325,Aracaju,10800.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/corsa-hatch-leia-tudo-891784391,4 portas,Jardins
"Carros, vans e utilitários",HYUNDAI HB20 FOR YOU 1.0 FLEX 12V 5P,HYUNDAI,Hatch,2016,92000,1.0,Flex,Manual,Elétrica,Outra,2,49160000,Nossa Senhora do Socorro,38000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/vendo-hb-20-2016-891784287,4 portas,
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE 1.0/1.0 CITY MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2014,40000,1.0,Flex,Manual,Hidráulica,Prata,3,49270970,Cristinápolis,32900.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/voyage-2014-c-entrada-de-1000-891783933,4 portas,Centro
"Carros, vans e utilitários",TOYOTA ETIOS 1.3 FLEX 16V 5P MEC.,TOYOTA,Hatch,2019,51000,,Flex,Manual,Hidráulica,Preto,8,49032000,Aracaju,45000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-hatch-1-3-modelo-2019-891783549,4 portas,Farolândia
"Carros, vans e utilitários",GM - CHEVROLET CORSA SEDAN SUPER MILENIUM 1.0 MPFI 16V,GM - CHEVROLET,Sedã,2002,183872,1.0,Gasolina,Manual,Hidráulica,Prata,4,49160000,Nossa Senhora do Socorro,11000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/corsa-seda-2002-891779267,4 portas,
"Carros, vans e utilitários",FIAT FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,FIAT,Pick-up,2015,115000,1.4,Flex,Manual,Hidráulica,Branco,4,49045773,Aracaju,50000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/fiorino-2015-otimo-estado-885526323,2 portas,Luzia
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,Sedã,2014,78000,1.8,Flex,Automático,Hidráulica,Cinza,6,49055150,Aracaju,52000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/cruze-lt-2014-14-unico-dono-o-mais-novo-de-aracaju-891776131,4 portas,Getúlio Vargas
"Carros, vans e utilitários",GM - CHEVROLET AGILE LTZ 1.4 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2011,172000,1.4,Flex,Manual,Hidráulica,Prata,6,49760000,Rosário do Catete,24300.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/agile-ltz-2011-1-4-891764564,4 portas,
"Carros, vans e utilitários",FORD FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,FORD,Sedã,2007,190,1.6,Gasolina,Manual,Hidráulica,Preto,9,49570000,Malhador,15000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-2007-8v-completao-891760717,4 portas,
"Carros, vans e utilitários",FORD FIESTA CLASS 1.0 4P,FORD,Hatch,2012,120000,1.0,Flex,Manual,Hidráulica,Prata,3,49010130,Aracaju,22000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/fiesta-hath-1-0-completo-2012-891754632,4 portas,Centro
"Carros, vans e utilitários",FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2009,105000,1.0,Flex,Manual,Hidráulica,Azul,5,49160000,Nossa Senhora do Socorro,18000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/carro-fiesta-09-09-891752392,4 portas,
"Carros, vans e utilitários",FORD KA 1.5 SEDAN SE 12V FLEX 4P MEC.,FORD,,2016,40000,,,Manual,,Branco,,49045730,Aracaju,40000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2016-16-889103407,4 portas,Luzia
"Carros, vans e utilitários",NISSAN LIVINA GRAND S 1.8 16V FLEX FUEL MEC.,NISSAN,Passeio,2012,8,1.6,Flex,Manual,Hidráulica,Prata,7,49070110,Aracaju,10000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/carro-para-interior-emplacamento-atrasado-891741628,4 portas,Cidade Nova
"Carros, vans e utilitários",NISSAN MARCH S 1.0 16V FLEX FUEL 5P,NISSAN,Hatch,2013,132,1.0,Flex,Manual,Elétrica,Cinza,0,49030130,Aracaju,28000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/vendo-march-891741854,4 portas,Farolândia
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC,GM - CHEVROLET,,2011,0,1.0,,Manual,,Prata,,49035005,Aracaju,21400.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/vendo-classic-2011-completo-891745136,,Atalaia
"Carros, vans e utilitários",FIAT TORO FREEDOM 2.0 16V 4X2 TB DIESEL MEC.,FIAT,Hatch,2016,1000000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Preto,,49055530,Aracaju,35000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-891748675,4 portas,Cirurgia
"Carros, vans e utilitários",TOYOTA RAV4 2.0 4X4 16V AUT.,TOYOTA,SUV,2014,94000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Preto,0,49000000,Aracaju,79000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/rav4-2014-baixei-para-vender-886813236,4 portas,
"Carros, vans e utilitários",GM - CHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,Hatch,2014,88750,1.0,Flex,Manual,Hidráulica,Prata,6,49160000,Nossa Senhora do Socorro,24800.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/vendo-celta-1-0-lt-891750046,4 portas,
"Carros, vans e utilitários",RENAULT KWID INTENSE 1.0 FLEX 12V 5P MEC.,RENAULT,SUV,2018,25000,1.0,Flex,Manual,Elétrica,Laranja,0,49045015,Aracaju,37000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/compre-agora-seu-carro-de-forma-parcelada-891745092,4 portas,Luzia
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LT 2.8 TDI 4X4 CD DIESEL AUT,GM - CHEVROLET,Pick-up,2018,150000,2.0 - 2.9,Diesel,Automático,Elétrica,Preto,5,49010160,Aracaju,146000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/s-10-lt-2-8-diesel-4x4-aut-2018-891741882,4 portas,Centro
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF COMFORTLINE 1.6 MSI TOTAL FLEX AUT.,VW - VOLKSWAGEN,Hatch,2016,93030,1.6,Flex,Automático,Elétrica,Prata,0,49050520,Aracaju,,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/golf-2016-comfortiline-1-6-automatico-891742325,,Pereira Lobo
"Carros, vans e utilitários",HYUNDAI ELANTRA GLS 2.0 16V FLEX AUT.,HYUNDAI,Sedã,2013,57000,2.0 - 2.9,Gasolina,Automático,Elétrica,Branco,3,49095809,Aracaju,52000.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/vendo-elantra-2013-891732176,4 portas,Jabotiana
"Carros, vans e utilitários",TOYOTA ETIOS XLS 1.5 FLEX 16V 5P MEC.,TOYOTA,Hatch,2013,169000,1.5,Flex,Manual,Elétrica,Prata,5,49070260,Aracaju,33500.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/etios-lxs-1-5-completo-891733193,4 portas,Cidade Nova
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Passeio,2010,115000,1.0,Flex,Manual,Hidráulica,Preto,4,49082350,Aracaju,20600.0,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/pra-vender-logo-fox-2010-ja-licenciamento-891725728,4 portas,Novo Paraíso
