Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,Bairro,price,url
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO HIGHLINE 200 TSI 1.0 FLEX 12V AUT.,VW - VOLKSWAGEN,Hatch,2020,21000,1.0,Flex,Automático,Elétrica,Prata,4 portas,8,69067200,Manaus,Petrópolis,86000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/polo-highline-2020-897609146
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CITY (TREND)/TITAN 1.0 T. FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2013,78000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,2,69037005,Manaus,Ponta Negra,26900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/vendo-gol-g6-2013-2013-897612491
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2021,50000,1.0,Flex,Manual,Elétrica,Branco,4 portas,7,69087110,Manaus,Tancredo Neves,50900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/gol-tl-1-0-2021-entrada-r-10-000-897608766
,,,,,,,,,,,,,,,,,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/uno-2008-897605087
"Carros, vans e utilitários",RENAULT SANDERO GT LINE FLEX 1.0 12V 5P,RENAULT,Passeio,2014,30000,1.0,Gasolina,Manual,Hidráulica,Azul,4 portas,2,69099795,Manaus,Cidade de Deus,24000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/sandero-24-00-897607204
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION FLEX 1.6 16V 5P,RENAULT,Hatch,2015,70000,1.6,Flex,Manual,Hidráulica,Prata,4 portas,8,69077350,Manaus,Japiim,33000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/renault-sandero-897606233
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CITY (TREND)/TITAN 1.0 T. FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2014,139000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,3,69022190,Manaus,Tarumã,32900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/gol-g6-city-trendline-titan-897606196
"Carros, vans e utilitários",GM - CHEVROLET SPIN LT 1.8 8V ECONO.FLEX 5P AUT.,GM - CHEVROLET,,2013,90,,,,,,,,69065011,Manaus,Cachoeirinha,0.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/spin-1-8-at-ltz-2013-897605005
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Hatch,2015,70000,1.0,Flex,Manual,Elétrica,Branco,4 portas,2,69033090,Manaus,São Jorge,36000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/hb20-2015-2015-semi-novo-897605051
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69041300,Manaus,Tarumã,80000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/creta-cronos-virtus-yaris-compro-quitado-ja-financiado-897604400
"Carros, vans e utilitários",LAND ROVER RANGE ROVER EVOQUE PRESTIGE 2.0 AUT. 5P,LAND ROVER,SUV,2014,76068,2.0 - 2.9,Gasolina,Automático,Hidráulica,Outra,4 portas,1,69050000,Manaus,São Geraldo,125990.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/range-rover-evoque-prestige-2-0-automatica-2014-897601186
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,Hatch,2001,50000,,Gasolina,Manual,Mecânica,Preto,4 portas,,69093169,Manaus,Monte das Oliveiras,8000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/gol-g3-vendo-ou-troco-em-pick-up-897602264
"Carros, vans e utilitários",PEUGEOT 207 SEDAN PASSION XR 1.4 FLEX 8V 4P,PEUGEOT,Sedã,2012,141080,1.4,Flex,Manual,Hidráulica,Branco,4 portas,0,69087669,Manaus,Tancredo Neves,18000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/peugeot-207-1-4-8v-flex-2012-897603512
"Carros, vans e utilitários",GM - CHEVROLET CELTA 1.4/ SUPER/ ENERGY 1.4 8V 85CV 3P,GM - CHEVROLET,Hatch,2002,0,1.4,Gasolina,Manual,Mecânica,Preto,2 portas,,69415000,Iranduba,Centro,8000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/celta-2001-2002-vendo-ou-troco-897599435
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69098300,Manaus,Novo Aleixo,35000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/logan-sandero-march-i30-compro-quitado-ja-financiado-897597573
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69078000,Manaus,Japiim,35000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/mobi-kwid-fox-clio-up-uno-compro-quitado-ja-financiado-897597075
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69042590,Manaus,Dom Pedro I,38000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/saveiro-strada-montana-compro-quitado-ja-financiado-897596512
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH ACTIV 1.4 8V FLEX 5P MEC.,GM - CHEVROLET,,2017,39,,,,,,,,69065011,Manaus,Cachoeirinha,0.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-1-4-mt-act-2017-897595947
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69037050,Manaus,Ponta Negra,100000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/hilux-sw4-ranger-s10-compro-quitado-ja-financiado-897596139
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69037003,Manaus,Ponta Negra,100000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/l200-frontier-amarok-s10-compro-quitado-ja-financiado-897595955
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69050300,Manaus,Parque 10 de Novembro,60000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/toro-argo-polo-golf-sentra-compro-quitado-ja-financiado-897595042
"Carros, vans e utilitários", ,,,2021,1,,,,,,,,69010300,Manaus,Nossa Senhora Aparecida,35000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/onix-prisma-hb20-ford-ka-compro-quitado-ja-financiado-897594552
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL GT/GTS 1.8,VW - VOLKSWAGEN,Passeio,1991,86000,1.8,Gasolina,Manual,Mecânica,Preto,2 portas,7,69029060,Manaus,Santo Antônio,15000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/gol-guadradi-897593800
"Carros, vans e utilitários",FORD KA 1.0 TECNO 12V FLEX 5P,FORD,Hatch,2013,54000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,5,69065011,Manaus,Cachoeirinha,,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2013-completo-com-5-mil-de-entrada-897593776
"Carros, vans e utilitários",KIA MOTORS CARENS EX 2.0 16V  AUT.,KIA MOTORS,SUV,2012,130000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Prata,4 portas,2,69044000,Manaus,Planalto,35900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/kia-caranes-7-lugares-883794075
"Carros, vans e utilitários",FIAT LINEA ESSENCE 1.8 FLEX 16V 4P,FIAT,Sedã,2012,80000,1.8,Flex,Manual,Hidráulica,Branco,,,69065011,Manaus,Cachoeirinha,27900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/linea-1-8-897593101
"Carros, vans e utilitários", ,,Passeio,2004,10000,1.0,Gasolina,Manual,Mecânica,Cinza,4 portas,9,69023020,Manaus,Tarumã-Açu,5000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/vendo-um-carro-gol-g3-valor-5-000-897592081
"Carros, vans e utilitários",GM - CHEVROLET A-20 CUSTOM/ C-20 LUXE 4.1,GM - CHEVROLET,Pick-up,1995,322985,4.0 ou mais,Diesel,Manual,Hidráulica,Branco,2 portas,0,69087707,Manaus,Tancredo Neves,55000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-d-2p-897590934
"Carros, vans e utilitários",GM - CHEVROLET KADETT GLS 1.8 EFI / SL/E 1.8,GM - CHEVROLET,Antigo,1995,0,1.8,Gasolina,Automático,Hidráulica,Branco,2 portas,0,69097521,Manaus,Nova Cidade,4500.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/ano-1995-897591892
"Carros, vans e utilitários",TOYOTA ETIOS,TOYOTA,Sedã,2020,1,1.5,Flex,Manual,Elétrica,Preto,4 portas,9,69090970,Manaus,Cidade Nova,60999.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/etios-x-1-5-sedan-2020-852083762
"Carros, vans e utilitários",FIAT GRAND SIENA ATTRAC. 1.4 EVO F.FLEX 8V,FIAT,Sedã,2013,82000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,5,69065011,Manaus,Cachoeirinha,,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/fiat-grand-siena-2013-completao-com-6-mil-de-entrada-897591941
"Carros, vans e utilitários",VW - VOLKSWAGEN FUSCA 2.0 TSI 16V AUT.,VW - VOLKSWAGEN,Hatch,2013,60000,2.0 - 2.9,Flex,Automático,Elétrica,Branco,2 portas,6,69087110,Manaus,Tancredo Neves,79900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/fusca-tsi-2013-897589763
"Carros, vans e utilitários",RENAULT SANDERO AUTHENTIQUE HI-FLEX 1.0 16V 5P,RENAULT,Hatch,2011,158000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,8,69029040,Manaus,Santo Antônio,13500.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/vendo-897587731
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION HI-POWER 1.6 8V 5P,RENAULT,Hatch,2014,94000,1.6,Flex,Manual,Hidráulica,Vermelho,4 portas,9,69065000,Manaus,Cachoeirinha,,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/sandero-expression-1-6-8v-flex-ano13-14-897587392
"Carros, vans e utilitários",TOYOTA ETIOS X PLUS 1.5 FLEX 16V 5P MEC.,TOYOTA,Hatch,2021,0,1.5,Flex,Manual,Elétrica,,,,69078530,Manaus,Japiim,75000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/etios-hatch-x-plus-mec-21-21-zero-km-6-marchas-branco-perolizado-866237488
"Carros, vans e utilitários",FIAT GRAND SIENA ATTRAC. 1.4 EVO F.FLEX 8V,FIAT,Sedã,2019,27000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,6,69087110,Manaus,Tancredo Neves,50900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/grand-siena-attractive-2019-entrada-r-12-000-00-897585185
"Carros, vans e utilitários",FIAT SIENA,FIAT,Hatch,2000,14900000,1.0,Gasolina,Manual,Hidráulica,Azul,4 portas,0,69099346,Manaus,Cidade de Deus,7000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/siena-2000-897584378
"Carros, vans e utilitários",FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,Hatch,2011,135000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,9,69087110,Manaus,Tancredo Neves,21900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/palio-economy-1-0-entrada-r-5-000-00-897584219
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CITY (TREND)/TITAN 1.0 T. FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2016,85000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,,69087110,Manaus,Tancredo Neves,37900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/gol-g6-2016-897583405
"Carros, vans e utilitários",FIAT ARGO HGT 1.8,FIAT,Hatch,2020,26300,1.8,Flex,Manual,Hidráulica,Cinza,4 portas,0,69005140,Manaus,Centro,54900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/deixe-seu-numero-de-contato-e-seu-nome-completo-897582515
"Carros, vans e utilitários",FORD FUSION SEL 2.5 16V 173CV AUT.,FORD,Sedã,2011,103000,2.0 - 2.9,Gasolina,Automático,Elétrica,Branco,4 portas,3,69088800,Manaus,Jorge Teixeira,38500.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/fusion-2011-897583039
"Carros, vans e utilitários",NISSAN SENTRA SV 2.0 FLEXSTART 16V AUT.,NISSAN,,2014,65000,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,4 portas,2,69060010,Manaus,Aleixo,49900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/sentra-sv-2-0-flex-aut-2014-891332838
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2019,47000,1.0,Flex,Manual,Elétrica,Branco,4 portas,4,69087110,Manaus,Tancredo Neves,53900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/onix-lt-2019-entrada-r-12-000-00-897582838
"Carros, vans e utilitários",FIAT ULTRA 2.0 16V 4X4 DIESEL AUT,FIAT,Pick-up,2021,14000,2.0 - 2.9,Diesel,Automático,Elétrica,Prata,4 portas,7,69020141,Manaus,Praça 14 de Janeiro,146900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/toro-ultra-2021-2-0-automatica-diesel-890729113
"Carros, vans e utilitários",VW - VOLKSWAGEN JETTA COMFORT. 250 TSI 1.4 FLEX 16V AUT.,VW - VOLKSWAGEN,Sedã,2020,10000,1.4,Flex,Automático,Elétrica,Cinza,4 portas,0,69058830,Manaus,Flores,125590.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/jetta-comfortline-250-tsi-1-4-20-20-895059742
"Carros, vans e utilitários",FIAT SIENA EL 1.0 MPI FIRE FLEX 8V 4P,FIAT,,2011,110000,,,Manual,,,4 portas,7,69063430,Manaus,Petrópolis,25000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/siena-el-fire-2011-super-novo-897582384
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Passeio,2020,100,1.0,Flex,Manual,Elétrica,Prata,4 portas,1,69020040,Manaus,Praça 14 de Janeiro,51900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/oferta-onix-joy-1-0-2020-848984629
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CITY (TREND)/TITAN 1.0 T. FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2013,75000,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,3,69087110,Manaus,Tancredo Neves,29900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/gol-g6-2013-entrada-r-7-000-00-897582024
"Carros, vans e utilitários",GM - CHEVROLET COBALT LT 1.8 8V ECONO.FLEX 4P MEC.,GM - CHEVROLET,,2015,99000,,,,,,,,69025020,Manaus,Centro,43900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/cobalt-ltz-2015-891617080
"Carros, vans e utilitários",HONDA CIVIC SEDAN EX 1.7 16V 130CV AUT. 4P,HONDA,Antigo,2001,2000,1.7,Gasolina,Manual,Hidráulica,Preto,4 portas,7,69036669,Manaus,Santo Agostinho,6900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/carro-honda-civic-897582251
"Carros, vans e utilitários",EFFA ,EFFA,Pick-up,2012,90000,1.0,Gasolina,Manual,Mecânica,Prata,4 portas,1,69098148,Manaus,Novo Aleixo,11000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/vendo-897580971
"Carros, vans e utilitários",FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,Passeio,2010,110000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,3,69097124,Manaus,Cidade Nova,16500.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/palio-1-0-completo-897581576
"Carros, vans e utilitários",FORD FIESTA 1.5 16V FLEX MEC. 5P,FORD,Passeio,2014,95851,1.5,Flex,Manual,Hidráulica,Branco,4 portas,1,69057025,Manaus,Adrianópolis,,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/new-fiesta-s-1-5-2014-886333229
"Carros, vans e utilitários",FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,Hatch,2018,42689,1.0,Flex,Manual,Hidráulica,Prata,4 portas,,69054700,Manaus,Parque 10 de Novembro,35000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-ka-1-0-se-flex-857705837
"Carros, vans e utilitários",RENAULT CLIO SED.RT/PRIVIL.1.0/1.0 HI-POW.16V 4P,RENAULT,Sedã,2009,174000,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,0,69017130,Manaus,Monte das Oliveiras,10900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/clio-sedan-2009-897579644
"Carros, vans e utilitários",FORD PAMPA,FORD,Pick-up,1992,22222,1.6,Gasolina,Manual,Hidráulica,Azul,2 portas,5,69041363,Manaus,Tarumã,8500.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/pampa-897580701
"Carros, vans e utilitários", ,,,2004,1111,,,,,,,,69095540,Manaus,Nova Cidade,2600.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/gnv-897579671
"Carros, vans e utilitários",JAGUAR XE 2.0 TURBOCH. R-SPORT 240/250CV AUT.,JAGUAR,Sedã,2018,23716,2.0 - 2.9,Gasolina,Automático,Hidráulica,Branco,4 portas,6,69044000,Manaus,Planalto,0.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/jaguar-xe-sport-18-18-880909729
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2011,115477,2.0 - 2.9,Flex,Automático,Hidráulica,Preto,4 portas,8,69050000,Manaus,São Geraldo,49990.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-xei-2-0-aut-2010-2011-871590744
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2021,19000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,2,69053247,Manaus,São Geraldo,3500.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/gol-2021-top-897578231
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 PLUS 16V 2P,VW - VOLKSWAGEN,Hatch,2016,38000,1.0,Gasolina,Manual,,Vermelho,4 portas,,69057000,Manaus,Adrianópolis,26000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/carro-897574734
"Carros, vans e utilitários",RENAULT DUSTER,RENAULT,Passeio,2020,15000,1.6,Flex,Automático,Hidráulica,Prata,4 portas,5,69058830,Manaus,Flores,79590.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/renault-duster-2020-1-6-16v-sce-flex-dynamique-x-tronic-885749492
"Carros, vans e utilitários",MERCEDES-BENZ CLA-200 1.6 TB 16V FLEX AUT.,MERCEDES-BENZ,Hatch,2021,55555,,Flex,Manual,Hidráulica,Branco,4 portas,1,69054735,Manaus,Parque 10 de Novembro,163530.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/carro-no-boleto-bancario-897577669
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LTZ 2.8 TDI 4X2 CD DIES.AUT,GM - CHEVROLET,,2019,19000,2.0 - 2.9,Diesel,Automático,Hidráulica,Prata,4 portas,8,69035367,Manaus,Compensa,,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/s10-ltz-a-diesel-2019-892033083
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO,VW - VOLKSWAGEN,Pick-up,2019,50000,,Gasolina,Manual,Hidráulica,Branco,2 portas,,69058030,Manaus,Flores,54000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-saveiro-top-arrumadinha-897574463
"Carros, vans e utilitários",FIAT MOBI LIKE 1.0 FIRE FLEX 5P.,FIAT,Hatch,2020,8733,1.0,Flex,Manual,Hidráulica,Branco,4 portas,7,69058775,Manaus,Flores,45900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/fiat-mobi-like-2020-8733-km-883500978
"Carros, vans e utilitários",FIAT SIENA ELX 1.4 MPI FIRE FLEX 8V 4P,FIAT,Sedã,2008,140000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,3,69037573,Manaus,Nova Esperança,13500.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/siena-897574515
"Carros, vans e utilitários",GM - CHEVROLET ONIX,GM - CHEVROLET,Passeio,2013,0,,,,,,4 portas,0,69088000,Manaus,Jorge Teixeira,40000.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-2013-897573857
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2019,29701,1.4,Flex,Manual,Hidráulica,Preto,4 portas,3,69055700,Manaus,Parque 10 de Novembro,67900.0,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/prisma-1-4mt-ltz-preto-2019-886680530
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE  TRENDLINE 1.0 T.FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2011,85900,1.0,Flex,Manual,Elétrica,Prata,4 portas,0,69095740,Manaus,Nova Cidade,,https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/voyage-1-0-completo-2011-oferta-883455294
