Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,CEP,Município,Bairro,url,Final de placa
"Carros, vans e utilitários",FIAT PALIO 1.0 CELEBR. ECONOMY F.FLEX 8V 2P,FIAT,,2013,29000,,Flex,Manual,,Vermelho,4 portas,76812396,Porto Velho,Três Marias,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/palio-2012-888959131,
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LT 1.0 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2013,88000,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,76940000,Rolim de Moura,,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/prisma-lt-2013-completo-888966790,3
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Hatch,2019,29000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,76820104,Porto Velho,Nova Porto Velho,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/onix-joy-1-0-2019-completo-apenas-29000-km-rodados-888972709,4
"Carros, vans e utilitários",FIAT STRADA ADVENTURE 1.8/ 1.8 LOCKER FLEX CE,FIAT,Pick-up,2009,86000,1.8,Gasolina,Manual,Hidráulica,Verde,2 portas,76870007,Ariquemes,Áreas Especiais 01,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/strada-adventure-1-8-888936208,4
"Carros, vans e utilitários",FIAT PUNTO ESSENCE 1.6 FLEX 16V 5P,FIAT,Hatch,2012,0,1.6,Flex,Manual,Hidráulica,Prata,4 portas,76940000,Rolim de Moura,,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/fiat-punto-essence-1-6-888941060,0
"Carros, vans e utilitários",TOYOTA COROLLA GLI 1.8 FLEX 16V MEC.,TOYOTA,Sedã,2008,115000,1.8,Flex,Manual,Hidráulica,Cinza,4 portas,76801110,Porto Velho,Centro,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/corolla-gli-1-8-manual-888955302,2
"Carros, vans e utilitários",MITSUBISHI PAJERO TR4 2.0/ 2.0 FLEX 16V 4X4 AUT.,MITSUBISHI,Hatch,2010,121000,2.0 - 2.9,Flex,Automático,Hidráulica,Cinza,4 portas,76820529,Porto Velho,Flodoaldo Pontes Pinto,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/tr4-888946388,5
"Carros, vans e utilitários",MITSUBISHI L200 TRITON HLS 2.4 FLEX 16V CD MEC.,MITSUBISHI,Pick-up,2013,99000,2.0 - 2.9,Flex,Manual,Hidráulica,Branco,4 portas,76963884,Cacoal,Centro,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/l200-triton-2013-2-4-flex-888929708,0
"Carros, vans e utilitários",HONDA CIVIC,HONDA,,2014,1,,,Manual,,Cinza,,76801000,Porto Velho,Centro,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-888928292,
"Carros, vans e utilitários",BMW X3 XDRIVE 20I 2.0/X-LINE BI-TB FLEX AUT.,BMW,SUV,2016,64000,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,4 portas,76804021,Porto Velho,São Cristóvão,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/bmw-x3-888923632,6
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2018,70000,2.0 - 2.9,,Automático,Elétrica,Prata,4 portas,76900862,Ji-Paraná,Dois de Abril,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-unico-dono-888908857,1
"Carros, vans e utilitários",FORD FIESTA,FORD,Sedã,2007,100000,1.6,Flex,Manual,Hidráulica,Preto,4 portas,76906565,Ji-Paraná,Colina Park I,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vendo-888911797,6
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2019,26400,2.0 - 2.9,Flex,Automático,Hidráulica,Prata,2 portas,76980000,Vilhena,,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-19-797350379,0
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO 1.6 MSI FLEX 16V 5P,VW - VOLKSWAGEN,Hatch,2019,68000,1.6,Flex,Manual,Elétrica,Prata,4 portas,76824084,Porto Velho,Aponiã,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/polo-1-6-msi-r-28-000-00-888920129,2
"Carros, vans e utilitários",FIAT STRADA 1.4 MPI FIRE FLEX 8V CS,FIAT,Pick-up,2010,120000,1.4,Flex,Manual,,Branco,2 portas,76807696,Porto Velho,Cohab,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/strada-fire-2010-cs-888898460,1
"Carros, vans e utilitários",FIAT PALIO SPORT.INTERLAGOS DUAL.1.6 FLEX 16V,FIAT,Hatch,2014,91000,1.6,Flex,Automático,Hidráulica,Amarelo,4 portas,76907604,Ji-Paraná,Casa Preta,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/troco-palio-por-maior-ou-menor-valor-888902470,7
"Carros, vans e utilitários",FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,FIAT,Pick-up,2019,57000,2.0 - 2.9,Diesel,Automático,Elétrica,Branco,4 portas,76824694,Porto Velho,Pantanal,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vendo-fiat-toro-vulcano-120-mil-888895365,9
"Carros, vans e utilitários",HONDA CIVIC SEDAN EX 2.0 FLEX 16V AUT.4P,HONDA,Sedã,2019,38506,2.0 - 2.9,Flex,Automático,Elétrica,Preto,4 portas,76820531,Porto Velho,Flodoaldo Pontes Pinto,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/civic-ex-2-0-2019-888933860,1
"Carros, vans e utilitários",GM - CHEVROLET AGILE LTZ 1.4 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2012,0,1.4,Flex,Manual,Hidráulica,Prata,4 portas,76822250,Porto Velho,Nova Esperança,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/agile-ltz-888891430,6
"Carros, vans e utilitários",FIAT ARGO DRIVE 1.0 6V FLEX,FIAT,Hatch,2020,49000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,76820104,Porto Velho,Nova Porto Velho,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/argo-drive-1-0-2020-completo-888894941,8
"Carros, vans e utilitários",KIA MOTORS CERATO 1.6 16V AUT.,KIA MOTORS,Sedã,2013,86057,1.6,Flex,Automático,Hidráulica,Branco,4 portas,76980753,Vilhena,Jardim América,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/kia-cerato-sx-at-1-6-888891462,6
"Carros, vans e utilitários",GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 3P,GM - CHEVROLET,Hatch,2010,118000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,76870674,Ariquemes,Setor 05,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/celta-888892647,0
"Carros, vans e utilitários",NISSAN MARCH 1.0 16V FLEX FUEL 5P,NISSAN,Hatch,2012,120000,1.0,Flex,Manual,Elétrica,Cinza,4 portas,76810256,Porto Velho,Novo Horizonte,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/nissan-march-888870026,5
"Carros, vans e utilitários",HONDA CIVIC SEDAN EXL 2.0 FLEX 16V AUT.4P,HONDA,,2017,21000,,Flex,Automático,,Prata,4 portas,76820092,Porto Velho,Nova Porto Velho,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/civic-exl-888829050,
"Carros, vans e utilitários",HONDA CIVIC SED. LXL/LXL SE 1.8 FLEX 16V MEC.,HONDA,Sedã,2011,82000,1.8,Flex,Manual,Elétrica,Preto,4 portas,76813254,Porto Velho,São Francisco,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-888843903,3
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO HIGHLINE 200 TSI 1.0 FLEX 12V AUT.,VW - VOLKSWAGEN,Hatch,2018,55000,1.0,Flex,Automático,Elétrica,Branco,4 portas,76811800,Porto Velho,Eldorado,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/polo-200-tsi-turbo-highline-18-18-888862271,1
"Carros, vans e utilitários",RAM 2500 LARAMIE  6.7 TDI  CD 4X4 DIESEL,RAM,Pick-up,2020,0,4.0 ou mais,Diesel,Automático,Hidráulica,Preto,4 portas,76962000,Cacoal,Novo Horizonte,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/dodge-ram-2020-888827774,7
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LS 2.8 TDI 4X4 CD DIES. MEC.,GM - CHEVROLET,Pick-up,2017,60000,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,4 portas,76804338,Porto Velho,Areal,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/s10-execultive-888825181,0
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW - VOLKSWAGEN,Pick-up,2020,50000,1.6,Flex,Manual,Hidráulica,Branco,2 portas,76818713,Porto Velho,Cidade Jardim,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/saveiro-cs-2020-888823204,3
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Hatch,2014,40000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,76980250,Vilhena,S-31,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/hb20-2014-c-entrada-de-1000-888821649,4
"Carros, vans e utilitários",RENAULT CLIO AUTHENTIQUE 1.0/1.0 HI-POWER 16V 3P,RENAULT,Sedã,2004,5980,1.0,Gasolina,Manual,Hidráulica,Verde,4 portas,76812176,Porto Velho,Lagoa,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/troco-numa-xre-888804241,2
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CITY (TREND)/TITAN 1.0 T. FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2010,122000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,76807050,Porto Velho,Nova Floresta,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/gol-completao-888792657,8
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LTZ 2.5 FLEX 4X4 CD AUT.,GM - CHEVROLET,Pick-up,2019,54600,2.0 - 2.9,,Automático,Hidráulica,Azul,4 portas,76801575,Porto Velho,Pedrinhas,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/s10-ltz-2-5-flex-4-4cd-aut-888794629,1
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LTZ 2.4 F.POWER 4X2 CD,GM - CHEVROLET,Pick-up,2013,104327,2.0 - 2.9,Flex,Manual,Hidráulica,Branco,4 portas,76980753,Vilhena,Jardim América,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/s-10-ltz-2-4-4x2-888784834,8
"Carros, vans e utilitários",TOYOTA COROLLA ALTIS 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2019,69218,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,4 portas,76980753,Vilhena,Jardim América,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-altis-888778150,4
"Carros, vans e utilitários",TOYOTA HILUX CD 4X4 2.8 DIESEL MEC.,TOYOTA,Pick-up,2018,64000,3.0 - 3.9,Diesel,Manual,Hidráulica,Prata,4 portas,76964065,Cacoal,Princesa Isabel,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/hilux-stander-18-18-4x4-diesel-cambio-manual-888771578,5
"Carros, vans e utilitários",FIAT UNO MILLE/ MILLE EX/ SMART 2P,FIAT,Passeio,1999,21412007,1.0,Gasolina,Manual,Mecânica,Cinza,2 portas,76810690,Porto Velho,Cidade Nova,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/uno-99-888755353,0
"Carros, vans e utilitários",HONDA CITY SEDAN LX 1.5 FLEX 16V 4P AUT.,HONDA,Sedã,2014,97000,1.5,Flex,Automático,Elétrica,Cinza,4 portas,76820138,Porto Velho,Nova Porto Velho,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/carro-888752581,0
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.6 MI PLUS TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,1998,160000,1.6,Gasolina,Manual,Mecânica,Branco,4 portas,76829585,Porto Velho,Tancredo Neves,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/gol-g2-1-6ap-888743947,9
"Carros, vans e utilitários",PEUGEOT PARTNER  VAN 1.6  FLEX 16V  5P,PEUGEOT,Van/Utilitário,2012,143000,1.6,Gasolina,Manual,Hidráulica,Branco,2 portas,76804307,Porto Velho,Areal,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/partner-1-6-16-valvulas-888727933,7
"Carros, vans e utilitários",VW - VOLKSWAGEN PARATI GLI / GL 1.8,VW - VOLKSWAGEN,Antigo,1993,100,1.8,Gasolina,Manual,Mecânica,Prata,2 portas,76813892,Porto Velho,Ulisses Guimarães,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/parati-1991-gl-ap-em-dias-888726496,4
"Carros, vans e utilitários",TOYOTA COROLLA XEI 1.8/1.8 FLEX 16V AUT.,TOYOTA,Sedã,2001,200000,1.8,Gasolina,Automático,Hidráulica,Preto,4 portas,76811526,Porto Velho,Castanheira,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-1-8-2001-888743424,5
"Carros, vans e utilitários",VW - VOLKSWAGEN AMAROK HIGHLINE CD 2.0 16V TDI 4X4 DIES.,VW - VOLKSWAGEN,Pick-up,2012,140000,,,Automático,,Prata,4 portas,76963508,Cacoal,Jardim Clodoaldo,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/amarok-higline-automatica-2012-888723424,8
"Carros, vans e utilitários",TOYOTA HILUX SW4 SRV D4-D 4X4 3.0 TDI DIES. AUT,TOYOTA,Pick-up,2012,170,3.0 - 3.9,Diesel,Automático,Hidráulica,Branco,4 portas,76829343,Porto Velho,Juscelino Kubitschek,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/hilux-srv-2012-888714005,6
"Carros, vans e utilitários",TOYOTA HILUX SW4 4X4 2.8 DIESEL,TOYOTA,Passeio,2017,115000,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,4 portas,76970000,Pimenta Bueno,,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/sw4-2017-888726097,2
"Carros, vans e utilitários",NISSAN KICKS SL 1.6 16V FLEXSTAR 5P AUT.,NISSAN,SUV,2018,25900,1.6,Flex,Automático,Elétrica,Branco,4 portas,76964084,Cacoal,Princesa Isabel,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/nissan-kicks-sl-888714113,1
"Carros, vans e utilitários",TROLLER T-4 TX4 4X4 3.2 20V CAP. RÍGIDO DIESEL,TROLLER,Passeio,2019,26000,3.0 - 3.9,Diesel,Manual,Hidráulica,Preto,2 portas,76804046,Porto Velho,São Cristóvão,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/troller-2019-888713545,9
"Carros, vans e utilitários",GM - CHEVROLET CARAVAN COMODORO 4.1/2.5,GM - CHEVROLET,Antigo,1987,1,4.0 ou mais,Gasolina,Manual,Hidráulica,Preto,2 portas,76968899,Cacoal,Área Rural de Cacoal,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/caravan-top-motor-6-cl-zero-888705668,2
"Carros, vans e utilitários",VW - VOLKSWAGEN AMAROK EXTREME CD 3.0 4X4 TB DIES. AUT.,VW - VOLKSWAGEN,Pick-up,2018,89000,3.0 - 3.9,Diesel,Automático,Elétrica,Branco,4 portas,76804790,Porto Velho,Militar,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/amarok-extreme-v6-2018-888703880,8
"Carros, vans e utilitários",FIAT SIENA EL 1.6 MPI 16V,FIAT,,2000,20000,1.6,Gasolina,Manual,Hidráulica,Preto,4 portas,76812346,Porto Velho,Três Marias,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/siena-ano-2000-888703131,7
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE TRENDLINE 1.6 T.FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2014,80000,1.6,Flex,Manual,Hidráulica,Prata,4 portas,76880000,Buritis,,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vende-se-voyage-1-6-ano-13-14-888703054,5
"Carros, vans e utilitários",FORD FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,FORD,,2004,117000,1.6,,Manual,,Preto,4 portas,76815016,Porto Velho,Ronaldo Aragão,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/focus-888702332,1
"Carros, vans e utilitários",VW - VOLKSWAGEN PARATI 1.0 MI PLUS 16V 4P,VW - VOLKSWAGEN,Sedã,1998,18500,1.0,Gasolina,Manual,Hidráulica,Branco,4 portas,76825040,Porto Velho,Esperança da Comunidade,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/parati-98-completa-888695213,9
"Carros, vans e utilitários",ACURA ,ACURA,Passeio,1997,0,1.0,Gasolina,Manual,Mecânica,Outra,4 portas,76804324,Porto Velho,Areal,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vendo-moto-corsa-888690788,8
"Carros, vans e utilitários",HONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V AUT. 4P,HONDA,Sedã,2009,145000,1.8,Flex,Automático,Hidráulica,Verde,4 portas,76867000,Vale do Anari,,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-2009-888694082,3
"Carros, vans e utilitários",VW - VOLKSWAGEN ,VW - VOLKSWAGEN,,1998,150567,,,,,Branco,2 portas,76808022,Porto Velho,Cohab,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/troco-gol-g2-a-p-1-0-8-valvulas-888674341,1
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LTZ 2.5 FLEX 4X4 CD AUT.,GM - CHEVROLET,Pick-up,2018,117000,3.0 - 3.9,Flex,Automático,Elétrica,Prata,4 portas,76870525,Ariquemes,Setor 03,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/s-10-ltz-2-5-automatica-2018-baixou-o-preco-888693366,2
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2019,43708,2.0 - 2.9,Flex,Automático,Elétrica,Prata,4 portas,76870408,Ariquemes,Setor 03,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-2-0-18-19-888668328,4
"Carros, vans e utilitários",FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT,Pick-up,2020,46000,1.4,Flex,Manual,Hidráulica,Branco,2 portas,76913594,Ji-Paraná,São Pedro,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/strada-hard-working-1-4-2020-888664820,7
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,Hatch,2014,90850,1.0,Flex,Manual,Hidráulica,Branco,4 portas,76940000,Rolim de Moura,,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/celta-lt-ano-2014-888662419,2
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LTZ 2.5 FLEX 4X4 CD,GM - CHEVROLET,,2017,77000,,Flex,Manual,,,4 portas,76801000,Porto Velho,Centro,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-s10-ltz-manual-leia-o-anuncio-888647186,0
"Carros, vans e utilitários",HONDA CITY SEDAN EX 1.5 FLEX 16V 4P AUT.,HONDA,Sedã,2015,45000,1.5,Gasolina,Automático,Elétrica,Prata,4 portas,76870566,Ariquemes,Setor 05,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/honda-city-1-5-automatico-888648394,6
"Carros, vans e utilitários",FORD ECOSPORT STORM 2.0 4WD 16V FLEX 5P AUT.,FORD,SUV,2019,38000,2.0 - 2.9,Flex,Automático,Elétrica,Branco,4 portas,76900044,Ji-Paraná,Centro,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/ecosport-storm-2018-2019-888644637,4
"Carros, vans e utilitários",FIAT STRADA 1.4 MPI FIRE FLEX 8V CE,FIAT,Pick-up,2007,100000,1.4,Flex,Manual,Hidráulica,Vermelho,2 portas,76873076,Ariquemes,Setor 02,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/strada-fiat-1-4-2007-888635831,6
"Carros, vans e utilitários",RENAULT CLIO AUTH. /AIR HI-FLEX 1.6 16V 5P,RENAULT,Sedã,2001,6545882,1.6,Gasolina,Manual,Hidráulica,Preto,4 portas,76825330,Porto Velho,Teixeirão,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vendo-o-troco-em-outro-888642179,8
"Carros, vans e utilitários",BMW 125I M SPORT/ACTIVE FLEX 2.0 TB AUT. 5P,BMW,Hatch,2014,93000,2.0 - 2.9,Flex,Automático,Elétrica,Branco,4 portas,76967468,Cacoal,Liberdade,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/bmw-125i-m-nova-da-regiao-norte-888626495,8
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE I MOTION TREND 1.6 MI T. FLEX 8V,VW - VOLKSWAGEN,Sedã,2013,205000,1.6,Flex,Manual,Elétrica,Prata,4 portas,76974000,Espigão D'Oeste,,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/voyage-1-6-888638877,4
"Carros, vans e utilitários",FIAT PUNTO  ELX 1.4 FIRE FLEX 8V 5P,FIAT,Hatch,2009,116000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,76876457,Ariquemes,Park Tropical,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vende-ou-troca-888611787,7
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL ECOMOTION  1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2014,88000,1.0,Flex,Manual,Mecânica,Prata,4 portas,76820810,Porto Velho,Embratel,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/gol-g4-2014-1-0-857714304,7
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2015,83000,1.4,Flex,Manual,Hidráulica,Branco,4 portas,76820810,Porto Velho,Embratel,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/onix-ltz-2015-888603680,4
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 PLUS 8V 4P,VW - VOLKSWAGEN,Passeio,2002,98000,1.0,Gasolina,Manual,,Cinza,4 portas,76906571,Ji-Paraná,Colina Park I,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vw-gol-1-0-888596779,1
"Carros, vans e utilitários",HONDA CITY,HONDA,Sedã,2015,34000,1.5,Flex,Automático,Elétrica,Prata,4 portas,76824713,Porto Velho,Pantanal,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vendo-honda-city-1-5-ex-cvt-seminovo-ano-modelo-2015-888574192,6
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2019,12800,2.0 - 2.9,Flex,Automático,,Cinza,4 portas,76880000,Buritis,,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-2018-19-12-800-km-unica-dona-impecavel-888593805,4
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8V CD,VW - VOLKSWAGEN,Van/Utilitário,2018,48000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,76825220,Porto Velho,Maringá,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vendo-saveiro-robust-1-6-manual-seminova-baixa-km-2018-888578252,8
"Carros, vans e utilitários",FIAT STRADA FREEDOM 1.4 FLEX 8V CD,FIAT,Pick-up,2020,43000,1.4,Flex,Manual,Hidráulica,Branco,,76890000,Jaru,,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-freedom-cd-888573082,0
"Carros, vans e utilitários",VW - VOLKSWAGEN FUSCA,VW - VOLKSWAGEN,,1982,10000,,Gasolina,Manual,,,2 portas,76820730,Porto Velho,Embratel,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vendo-fusca-aceito-moto-mais-volta-888559983,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.6 POWER/HIGHI T.FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2017,90000,1.6,Flex,Manual,Hidráulica,Preto,4 portas,76801000,Porto Velho,Centro,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-888561083,9
"Carros, vans e utilitários",GM - CHEVROLET S10 P-UP LUXE 2.5 4X4 CD TB MAX HST DIES,GM - CHEVROLET,Pick-up,2021,25000,4.0 ou mais,Diesel,Automático,,Branco,4 portas,76820576,Porto Velho,Flodoaldo Pontes Pinto,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/s10-credito-nova-888565387,5
"Carros, vans e utilitários",FIAT STRADA ADV.1.8 16V DUALOGIC FLEX CD,FIAT,,2012,222370,1.8,Gasolina,Manual,,Preto,2 portas,76962232,Cacoal,Novo Cacoal,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-1-8-16v-adventure-ce-flex-2p-888549487,
"Carros, vans e utilitários",GM - CHEVROLET MONTANA SPORT 1.4 ECONOFLEX 8V 2P,GM - CHEVROLET,Pick-up,2013,0,1.4,Gasolina,Manual,Hidráulica,Branco,2 portas,76860000,Candeias do Jamari,,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/montana-sport-888544684,3
