Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,CEP,Município,Bairro,price,url,Portas,Final de placa
"Carros, vans e utilitários",CITROEN XSARA PICASSO GLX 1.6/ 1.6 FLEX 16V,CITROEN,Passeio,2011,81496,,Flex,Manual,,,57057450,Maceió,Pinheiro,20000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/xsara-picasso-2010-2011-1-6-i-glx-16v-flex-4p-manual-893603980,4 portas,9
"Carros, vans e utilitários",HONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V MEC. 4P,HONDA,Sedã,2009,122000,1.8,Flex,Manual,Hidráulica,Preto,57014740,Maceió,Ponta Grossa,32000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/honda-new-civic-2009-893626504,4 portas,4
"Carros, vans e utilitários",FIAT UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P,FIAT,Passeio,2013,65212,,Flex,Manual,,,57057450,Maceió,Pinheiro,25000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/uno-2012-2013-1-0-mpi-mille-way-economy-8v-flex-4p-manual-893606153,4 portas,7
"Carros, vans e utilitários",JEEP RENEGADE SPORT 1.8 4X2 FLEX 16V AUT.,JEEP,SUV,2016,60800,1.8,Flex,Automático,Hidráulica,Prata,57057057,Maceió,Pinheiro,62000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-2016-automatico-893601688,4 portas,5
"Carros, vans e utilitários",TOYOTA COROLLA,TOYOTA,Sedã,1995,380000,1.6,Gasolina,Manual,Hidráulica,Preto,57044086,Maceió,São Jorge,8000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/corolla-dx-1995-893603160,4 portas,1
"Carros, vans e utilitários",FIAT PALIO,FIAT,,2013,80000,,,,,Branco,57061000,Maceió,Tabuleiro do Martins,0.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/palio-atractive-vendo-parcelado-893583966,,
"Carros, vans e utilitários",FORD FIESTA 1.5 16V FLEX MEC. 5P,FORD,Hatch,2014,114000,1.5,Flex,Manual,Hidráulica,Vermelho,57100000,Rio Largo,,34000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/fiesta-893593014,4 portas,6
"Carros, vans e utilitários",HYUNDAI HB20 PREMIUM 1.6 FLEX 16V MEC.,HYUNDAI,Passeio,2016,68198,,Flex,Automático,,,57057450,Maceió,Pinheiro,49000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/hb20-2016-2016-1-6-premium-16v-flex-4p-automatico-893599369,4 portas,4
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2010,126540,1.0,Flex,Manual,Hidráulica,Preto,57302055,Arapiraca,Canafístula,22990.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/vw-gol-1-0-ano-2010-893596925,4 portas,0
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO,VW - VOLKSWAGEN,Passeio,2020,29994,1.6,Flex,Manual,Mecânica,Preto,57938000,Paripueira,Centro,64790.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-polo-2020-1-6-msi-total-flex-manual-868433128,4 portas,1
"Carros, vans e utilitários",RENAULT CLIO CAMPUS HI-FLEX 1.0 16V 5P,RENAULT,Hatch,2011,156955,1.0,Gasolina,Manual,Mecânica,Prata,57000000,Maceió,,12500.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/vendo-renalt-clio-893582489,4 portas,6
"Carros, vans e utilitários",HYUNDAI CRETA SPORT 2.0 16V FLEX AUT.,HYUNDAI,SUV,2018,42953,2.0 - 2.9,Flex,Automático,Elétrica,Vermelho,57037532,Maceió,Mangabeiras,91990.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/creta-sport-2-0-2018-887965036,4 portas,3
"Carros, vans e utilitários",VW - VOLKSWAGEN SPACEFOX 1.6/ 1.6 TREND TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,,2011,156000,1.6,Flex,Manual,Hidráulica,Prata,57035226,Maceió,Ponta Verde,28990.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/spacefox-trendline-1-6-2011-emplacado-2021-888352709,4 portas,1
"Carros, vans e utilitários",GM - CHEVROLET VECTRA GL 2.2 / 2.0 MPFI,GM - CHEVROLET,Sedã,2000,3000,2.0 - 2.9,Gasolina,Manual,Hidráulica,Branco,57074422,Maceió,Cidade Universitária,7500.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/vende-se-vectra-2-2-8v-ano-2000-893589471,4 portas,3
"Carros, vans e utilitários",FIAT PALIO 1.0/ TROFEO 1.0 FIRE/ FIRE FLEX 4P,FIAT,Passeio,2006,153000,1.0,Gasolina,Manual,Mecânica,Outra,57300030,Arapiraca,Centro,14000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-4porta-893581534,4 portas,8
"Carros, vans e utilitários",FIAT PALIO,FIAT,,2013,80000,,,,,Prata,57061000,Maceió,Tabuleiro do Martins,0.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/palio-atractive-vendo-parcelado-893580767,,
"Carros, vans e utilitários",FIAT PALIO,FIAT,,2013,79000,,,,,Branco,57061000,Maceió,Tabuleiro do Martins,0.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/palio-sporting-vendo-parcelado-893582075,,
"Carros, vans e utilitários",FORD ECOSPORT,FORD,Passeio,2020,31275,1.5,Flex,Automático,Mecânica,Branco,57938000,Paripueira,Centro,75290.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-2020-1-5-ti-vct-flex-se-automatico-879542760,4 portas,0
"Carros, vans e utilitários",FIAT UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P,FIAT,Hatch,2015,56322,1.0,Flex,Manual,Hidráulica,Prata,57036510,Maceió,Jatiúca,22347.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/carta-de-credito-uno-evo-vivace-1-0-2015-entrada-r-10-600-00-893580667,4 portas,8
"Carros, vans e utilitários",FIAT UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P,FIAT,Hatch,2012,57422,1.0,Flex,Manual,Hidráulica,Branco,57036510,Maceió,Jatiúca,17780.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/carta-de-credito-uno-evo-vivace-1-0-2012-entrada-r-8-500-00-893580674,4 portas,7
"Carros, vans e utilitários",FIAT UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P,FIAT,Hatch,2013,56799,1.0,Flex,Manual,Hidráulica,Preto,57036510,Maceió,Jatiúca,19713.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/carta-de-credito-uno-evo-vivace-1-0-2013-entrada-r-8-500-00-893580673,4 portas,8
"Carros, vans e utilitários",FIAT UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P,FIAT,Hatch,2014,67900,1.0,Flex,Manual,Hidráulica,Prata,57036510,Maceió,Jatiúca,21337.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/carta-de-credito-uno-evo-vivace-1-0-2014-entrada-r-8-500-00-893580671,4 portas,6
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LTZ 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,Sedã,2016,69000,1.8,Flex,Automático,Hidráulica,Cinza,57020510,Maceió,Centro,63500.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cruze-1-8-ltz-ecotec-6-aut-4p-891731536,4 portas,8
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.6 MSI FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2020,57899,1.6,Flex,Manual,Hidráulica,Prata,57036510,Maceió,Jatiúca,45078.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/carta-de-credito-gol-1-6-2020-entrada-r-18-100-00-893580615,4 portas,9
"Carros, vans e utilitários",FIAT UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P,FIAT,Hatch,2016,56657,1.0,Flex,Manual,Hidráulica,Prata,57036510,Maceió,Jatiúca,24594.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/carta-de-credito-uno-evo-vivace-1-0-2016-entrada-r-10-600-00-893580644,4 portas,8
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL TRENDLINE 1.0 T.FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2016,66778,1.0,Flex,Manual,Hidráulica,Prata,57036510,Maceió,Jatiúca,29289.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/carta-de-credito-gol-trendline-1-0-2016-entrada-r-11-750-00-893580595,4 portas,5
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2012,68332,1.0,Flex,Manual,Hidráulica,Preto,57036510,Maceió,Jatiúca,18196.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/carta-de-credito-gol-g5-1-0-2012-entrada-r-8-500-00-893580637,4 portas,3
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,Hatch,2012,150000,1.0,Flex,Manual,Hidráulica,,57063000,Maceió,Santa Amélia,22000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/celta-lt-2012-893577425,4 portas,8
"Carros, vans e utilitários",FIAT PALIO,FIAT,,2016,50000,,,,,Branco,57061000,Maceió,Tabuleiro do Martins,0.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/palio-sporting-vendo-parcelado-893577176,,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2013,67457,1.0,Flex,Manual,Hidráulica,Prata,57036510,Maceió,Jatiúca,19555.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/carta-de-credito-gol-g6-1-0-2013-entrada-r-8-500-00-893580569,4 portas,2
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL TRENDLINE 1.6 T.FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2018,57896,1.6,Flex,Manual,Hidráulica,Cinza,57036510,Maceió,Jatiúca,36988.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/carta-de-credito-gol-trendline-1-6-2018-entrada-r-15-050-00-893580564,4 portas,7
"Carros, vans e utilitários",FIAT SIENA EL 1.4 MPI FIRE FLEX 8V 4P,FIAT,Sedã,2011,115000,1.6,Flex,Manual,Hidráulica,Preto,57120000,Satuba,,23500.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/siena-el-893579175,4 portas,2
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX,VW - VOLKSWAGEN,,2013,87000,,,,,Prata,57061000,Maceió,Tabuleiro do Martins,0.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/fox-itrend-vendo-parcelado-893575360,,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2013,86000,1.0,Flex,Manual,Hidráulica,Branco,57442000,Olho D'Água das Flores,,30000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/gol-g6-2013-extra-893576464,4 portas,1
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,,2020,21000,,,,,Branco,57061000,Maceió,Tabuleiro do Martins,0.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/gol-g8-vendo-parcelado-893575789,,
"Carros, vans e utilitários",NISSAN GRAND LIVINA,NISSAN,,2012,85000,,,,,Preto,57061000,Maceió,Tabuleiro do Martins,0.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/grand-livina-vendo-parcelado-893574635,,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,,2014,70000,,,,,Vermelho,57061000,Maceió,Tabuleiro do Martins,0.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/gol-g6-vendo-parcelado-893574268,,
"Carros, vans e utilitários",GM - CHEVROLET CELTA,GM - CHEVROLET,,2013,80000,,,,,Cinza,57061000,Maceió,Tabuleiro do Martins,0.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/celta-lt-vendo-parcelado-893573019,,
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Hatch,2013,120000,1.0,Flex,Manual,Hidráulica,Prata,57025450,Maceió,Poço,30500.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-2013-893573740,4 portas,1
"Carros, vans e utilitários",RENAULT CLIO EXPRESSION HI-FLEX 1.0 16V 5P,RENAULT,Hatch,2014,89324,1.0,Flex,Manual,Hidráulica,Prata,57302055,Arapiraca,Canafístula,24990.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/renault-clio-expression-1-0-flex-ano-2014-893570236,4 portas,0
"Carros, vans e utilitários",FORD KA 1.0I 3P,FORD,Hatch,2007,167000,1.0,,Manual,Mecânica,Prata,57062593,Maceió,Petrópolis,9000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-top-ja-emplacado-sem-nada-pra-fazer-pegar-e-andar-893568653,2 portas,7
"Carros, vans e utilitários",VW - VOLKSWAGEN PARATI 1.6 MI PLUS TOTAL FLEX  8V 4P,VW - VOLKSWAGEN,Conversível,2010,145000,1.6,Flex,Manual,Hidráulica,Prata,57043320,Maceió,Feitosa,15000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/parati-893567643,4 portas,2
"Carros, vans e utilitários",FORD ECOSPORT XLS 1.6/ 1.6 FLEX 8V 5P,FORD,SUV,2011,85000,1.5,Flex,Manual,Hidráulica,Outra,57010000,Maceió,Prado,24000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/ecosport-2011-893563626,4 portas,1
"Carros, vans e utilitários",HONDA FIT LX 1.4/ 1.4 FLEX 8V/16V 5P MEC.,HONDA,Hatch,2015,57000,1.5,Flex,Manual,Elétrica,Branco,57955000,Maragogi,,46500.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-880499531,,5
"Carros, vans e utilitários",FIAT TORO ENDURANCE 2.0 16V 4X4 DIESEL AUT.,FIAT,Pick-up,2020,32000,2.0 - 2.9,Diesel,Automático,Elétrica,Prata,57037532,Maceió,Mangabeiras,123500.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/toro-endurance-diesel-31-215km-893561715,4 portas,8
"Carros, vans e utilitários",FIAT FIORINO FURGÃO 1.5 MPI / I.E.,FIAT,,2013,68000,1.5,Flex,Manual,,Branco,57100000,Rio Largo,,26500.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/veiculo-893561411,2 portas,
"Carros, vans e utilitários",FIAT GRAND SIENA ESSENCE 1.6 FLEX 16V,FIAT,Sedã,2015,66800,1.6,Flex,Manual,Hidráulica,Cinza,57480000,Delmiro Gouveia,,38000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/grand-siena-novissimo-893560519,4 portas,2
"Carros, vans e utilitários",HONDA CIVIC SEDAN SI 2.0 16V  192CV 4P,HONDA,Sedã,2022,200,4.0 ou mais,Gasolina,Automático,Elétrica,,57085450,Maceió,Benedito Bentes,,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/produtos-hinode-893551606,4 portas,7
"Carros, vans e utilitários",CITROEN C4 GLX 1.6 FLEX 16V 5P MEC.,CITROEN,Hatch,2012,250000,1.6,Flex,Manual,Hidráulica,Cinza,57020160,Maceió,Centro,22500.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/vendo-c4-completo-com-gnv-5-geracao-893550535,4 portas,2
"Carros, vans e utilitários",GM - CHEVROLET CORSA,GM - CHEVROLET,,1998,150000,,,Manual,,,57073470,Maceió,Cidade Universitária,7500.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/pick-up-corsa-98-893546335,2 portas,
"Carros, vans e utilitários",MITSUBISHI L200 TRITON GL 3.2 CD TB INT. DIES. MEC.,MITSUBISHI,Pick-up,2016,250000,3.0 - 3.9,Diesel,Manual,Hidráulica,Prata,57038750,Maceió,Guaxuma,100000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/l200-triton-893543148,4 portas,6
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2013,120000,1.0,Flex,Manual,Hidráulica,Prata,57071040,Maceió,Clima Bom,24100.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-classic-13-13-bem-conservado-893543485,4 portas,4
"Carros, vans e utilitários",HONDA HR-V EXL 1.8 FLEXONE 16V 5P AUT.,HONDA,,2020,58000,,,Automático,,Cinza,57307560,Arapiraca,Jardim Esperança,125000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/honda-hrv-2020-exl-893542350,,
"Carros, vans e utilitários",FIAT UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P,FIAT,Hatch,2011,135000,1.0,Flex,Manual,Hidráulica,Azul,57315738,Arapiraca,Senador Arnon de Melo,22000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/vivace-2011-893541526,4 portas,6
"Carros, vans e utilitários",PEUGEOT 207 SED. PASSION XR SPORT 1.4 FLEX 8V 4P,PEUGEOT,Sedã,2009,1,1.4,Flex,Manual,Hidráulica,Preto,57120000,Satuba,,14800.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/peugeot-207-completo-vendo-ou-troco-893536945,4 portas,
"Carros, vans e utilitários",VW - VOLKSWAGEN NIVUS HIGHLINE 1.0 200 TSI FLEX AUT,VW - VOLKSWAGEN,,2021,5000,1.0,Flex,Automático,Elétrica,Branco,57080548,Maceió,Jardim Petrópolis,118000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-nivus-highline-893535396,4 portas,0
"Carros, vans e utilitários",CITROEN C3 ORIGINE 1.5 FLEX 8V 5P MEC.,CITROEN,Hatch,2013,89000,1.5,Flex,Manual,Hidráulica,Branco,57052485,Maceió,Gruta de Lourdes,28900.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/citr-en-c3-1-5-origine-cimpleto-893535141,4 portas,2
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.8 MI 4P,VW - VOLKSWAGEN,Hatch,2004,16000,1.0,Gasolina,Manual,Mecânica,Cinza,57640000,Taquarana,,12500.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/gol-g3-com-ar-condicionado-pintura-original-8v-1-0-893535306,4 portas,5
"Carros, vans e utilitários",HYUNDAI HB20 VISION 1.6 FLEX 16V MEC,HYUNDAI,Hatch,2014,81000,1.6,Flex,Manual,Hidráulica,Branco,57305365,Arapiraca,Baixão,39000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/hb-20-motor-1-6-893533235,4 portas,2
"Carros, vans e utilitários",FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2013,99100,1.0,Flex,Manual,Hidráulica,Branco,57930000,Passo de Camaragibe,,20000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/fiesta-2013-893534755,4 portas,2
"Carros, vans e utilitários",PEUGEOT 408 SEDAN GRIFFE 2.0 FLEX 16V 4P AUT.,PEUGEOT,Sedã,2012,148000,2.0 - 2.9,Flex,Automático,Elétrica,Prata,57046002,Maceió,Serraria,26000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/408-893530040,4 portas,6
"Carros, vans e utilitários",FORD FIESTA SED. 1.6 8V FLEX 4P,FORD,Sedã,2007,0,1.6,Flex,Manual,Hidráulica,Preto,57061060,Maceió,Tabuleiro do Martins,10000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/2-carros-fiesta-cedan-893520247,4 portas,9
"Carros, vans e utilitários",FIAT BRAVO T-JET 1.4 16V TURBO 5P,FIAT,Hatch,2013,114000,1.4,Gasolina,Manual,Elétrica,Azul,57052870,Maceió,Gruta de Lourdes,44000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/fiat-bravo-t-jet-2013-892129381,4 portas,0
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,,2015,58000,,Flex,Manual,,Preto,57025510,Maceió,Poço,27900.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/carro-2015-lt-1-0-893513925,4 portas,
"Carros, vans e utilitários",HYUNDAI H100,HYUNDAI,,2000,385000,,,,,,57045796,Maceió,Barro Duro,16000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/hyundai-h100-893516781,4 portas,
"Carros, vans e utilitários",PEUGEOT 207 XR 1.4 FLEX 8V 5P,PEUGEOT,Hatch,2013,88000,1.4,Gasolina,Manual,Hidráulica,Prata,57042752,Maceió,Feitosa,19800.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/pegeout-207-hb-xr-893514289,4 portas,6
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Passeio,2012,100000,1.0,Flex,Manual,Mecânica,Branco,57061100,Maceió,Tabuleiro do Martins,16000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/corsa-classic-execelente-para-app-893504580,4 portas,2
"Carros, vans e utilitários",HONDA CIVIC SEDAN EXL 2.0 FLEX 16V AUT.4P,HONDA,Sedã,2018,35000,2.0 - 2.9,Flex,Automático,Elétrica,Branco,57080548,Maceió,Jardim Petrópolis,103500.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/civic-exl-2-0-2018-2018-branco-perolizado-893512329,4 portas,5
"Carros, vans e utilitários",FIAT DOBLO ELX 1.8 MPI 8V FLEX,FIAT,Passeio,2008,0,1.8,Flex,Manual,Hidráulica,Cinza,57075420,Maceió,Santos Dumont,22000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/doblo-hlx-1-8-2007-2008-ja-emplcado-2021-todo-certinho-893500787,4 portas,2
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,Hatch,2012,89000,1.0,Flex,Manual,Hidráulica,Preto,57046286,Maceió,Serraria,20000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/gol-1-0-893513172,4 portas,
"Carros, vans e utilitários",GM - CHEVROLET JOY HATCH 1.0 8V FLEX 5P MEC,GM - CHEVROLET,Passeio,2020,41009,,Flex,Manual,,,57061000,Maceió,Tabuleiro do Martins,49900.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-joy-2019-2020-1-0-spe4-flex-manual-861629535,4 portas,9
"Carros, vans e utilitários",MITSUBISHI PAJERO TR4 2.0/ 2.0 FLEX 16V 4X4 MEC.,MITSUBISHI,SUV,2008,142000,,Flex,Manual,Hidráulica,Prata,57045840,Maceió,Ouro Preto,33500.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/pagero-tr-4-2008-893467479,4 portas,3
"Carros, vans e utilitários",LAND ROVER DISCOVERY4 SE 3.0 4X4 TDV6/SDV6 DIE.AUT.,LAND ROVER,SUV,2013,211000,3.0 - 3.9,Diesel,Automático,Hidráulica,Verde,57038140,Maceió,Cruz das Almas,95000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/land-rover-discovery-4-se-2013-7-lugares-893475681,4 portas,6
"Carros, vans e utilitários",VW - VOLKSWAGEN KOMBI LOTAÇÃO 1.4 MI TOTAL FLEX 8V,VW - VOLKSWAGEN,Van/Utilitário,2004,0,1.4,Gasolina,Manual,Mecânica,Branco,57010258,Maceió,Prado,20000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/kombi-2004-893494309,4 portas,4
"Carros, vans e utilitários",RENAULT LOGAN AUTHENTIQUE HI-FLEX 1.0 16V 4P,RENAULT,Sedã,2011,0,1.0,Gás Natural,Manual,Hidráulica,Prata,57036370,Maceió,Jatiúca,21500.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/logan-authetique-1-0-2011-gnv-893484899,4 portas,1
"Carros, vans e utilitários",GM - CHEVROLET ASTRA ADVANTAGE 2.0 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2009,181600,2.0 - 2.9,Flex,Manual,Hidráulica,Preto,57150000,Pilar,,24000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/astra-hatch-2009-893480169,4 portas,5
"Carros, vans e utilitários",FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2007,117000,1.0,Flex,Manual,Hidráulica,Prata,57955000,Maragogi,,14000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/carro-fiesta-2007-893473736,4 portas,9
"Carros, vans e utilitários",FORD KA 1.0 8V/1.0 8V ST FLEX 3P,FORD,Hatch,2011,140,1.0,Flex,Manual,Mecânica,Vermelho,57062593,Maceió,Petrópolis,16000.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-1-0-flex-893468228,2 portas,6
"Carros, vans e utilitários",FORD KA,FORD,Passeio,2020,33911,1.0,Flex,Manual,Hidráulica,Prata,57938000,Paripueira,Centro,47490.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-1-0-ti-vct-flex-se-manual-846847380,4 portas,9
"Carros, vans e utilitários",MITSUBISHI PAJERO SPORT SE/ HPE 2.8 4X4 DIESEL AUT.,MITSUBISHI,SUV,2003,290,2.0 - 2.9,Diesel,Automático,Hidráulica,Azul,57083050,Maceió,Antares,32990.0,https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/pajero-sport-2003-892058637,4 portas,1
