Categoria,Modelo,Marca,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,Bairro,url,Tipo de veículo
"Carros, vans e utilitários",FIAT TORO,FIAT,2022,0,2.0 - 2.9,Diesel,Automático,,Branco,4 portas,,71608900,Brasília,Setor de Habitações Individuais Sul,https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-2-0-16v-turbo-diesel-ranch-4wd-at9-884166386,
"Carros, vans e utilitários",GM - CHEVROLET SPIN LT 1.8 8V ECONO.FLEX 5P AUT.,GM - CHEVROLET,2013,113930,1.8,Flex,Automático,Hidráulica,Prata,4 portas,9,73006015,Brasília,Sobradinho,https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/spin-895351670,Sedã
"Carros, vans e utilitários",FORD KA+ SEDAN 1.0 TIVCT FLEX 4P,FORD,2020,37637,1.0,Flex,Manual,Elétrica,Cinza,4 portas,9,72020065,Brasília,Taguatinga Sul (Taguatinga),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-se-1-0-sd-c-857486400,
"Carros, vans e utilitários",VW - VOLKSWAGEN VIRTUS HIGHLINE 200 TSI 1.0 FLEX 12V AUT,VW - VOLKSWAGEN,2020,11939,,Flex,Automático,,Cinza,4 portas,5,71200010,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-virtus-highline-4p-880151643,SUV
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2012,170000,1.6,Flex,Manual,Hidráulica,Preto,4 portas,1,71882160,Brasília,Riacho Fundo II,https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-gol-1-6-898404530,Hatch
"Carros, vans e utilitários",TOYOTA ETIOS XS SEDAN1.5 FLEX 16V 4P MEC.,TOYOTA,2017,120500,,Flex,Manual,,Branco,4 portas,5,71250050,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-xs-1-5-4p-863528164,Sedã
"Carros, vans e utilitários",JEEP COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.,JEEP,2019,38000,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,4 portas,1,72135190,Brasília,Setor Industrial (Taguatinga),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-longitude-887979454,SUV
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP 2.4 MPFI 8V 128CV/ RODEIO,GM - CHEVROLET,2011,176000,2.0 - 2.9,Flex,Manual,Hidráulica,Preto,4 portas,8,71250035,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/s-10-lt-2-4-flex-completa-2012-2013-cabine-dupla-869922541,Pick-up
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE 1.6/1.6 CITY  MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2012,86000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,0,72025065,Brasília,Taguatinga Sul (Taguatinga),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/voyage-city-1-6-2012-898404098,Sedã
"Carros, vans e utilitários",GM - CHEVROLET ASTRA,GM - CHEVROLET,2007,192500,,,Manual,Hidráulica,,,,72025065,Brasília,Taguatinga Sul (Taguatinga),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-astra-2007-veiculo-particular-898403781,
"Carros, vans e utilitários",RENAULT SANDERO STEPWAY HI-POWER 1.6 8V 5P,RENAULT,2017,70000,1.6,Flex,Manual,Elétrica,Cinza,4 portas,5,70830018,Brasília,Asa Norte,https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/sandero-stepway-1-6-2017-impecavel-860985871,Hatch
"Carros, vans e utilitários",FORD FOCUS 2.0 16V/ 2.0 16V FLEX 5P,FORD,2009,138801,2.0 - 2.9,Flex,Manual,Hidráulica,Preto,4 portas,0,71250040,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-2-0-l-fc-826086854,Hatch
"Carros, vans e utilitários",RENAULT KWID INTENSE 1.0 FLEX 12V 5P MEC.,RENAULT,2020,7500,1.0,Flex,Manual,Hidráulica,Laranja,4 portas,,72210300,Brasília,Ceilândia Norte (Ceilândia),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-kwid-1-0-12-v-sce-flex-intense-ipva-pago-898404051,Hatch
"Carros, vans e utilitários",RENAULT LOGAN EXPRES./EXP. UP HI-FLEX 1.0 16V 4P,RENAULT,2015,103000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,0,71200020,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-logan-expression-1-0-2014-2015-859352127,Sedã
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,2014,74956,1.0,Flex,Manual,Hidráulica,Prata,4 portas,9,72210300,Brasília,Ceilândia Norte (Ceilândia),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-prata-2014-unico-dono-100-financiado-898403684,Hatch
"Carros, vans e utilitários",KIA MOTORS SPORTAGE LX 2.0 16V 142CV 5P,KIA MOTORS,2010,192000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Prata,4 portas,,72025065,Brasília,Taguatinga Sul (Taguatinga),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/sportage-2-0-melhor-custo-beneficio-26-900-898403598,SUV
"Carros, vans e utilitários",CITROEN C3 PICASSO GLX 1.6 FLEX 16V 5P AUT.,CITROEN,2013,50405,1.6,Flex,Automático,Hidráulica,Cinza,4 portas,0,71050190,Brasília,Guará II,https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/lindoo-c3-picasso-2013-898403588,Pick-up
"Carros, vans e utilitários",NISSAN VERSA,NISSAN,2016,51900,,,Manual,Hidráulica,,,,72025065,Brasília,Taguatinga Sul (Taguatinga),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/versa-2016-2016-veiculo-familiar-898403558,
"Carros, vans e utilitários",RENAULT DUSTER 1.6 HI-FLEX 16V MEC.,RENAULT,2013,140400,1.6,Flex,Manual,,Branco,4 portas,,72025065,Brasília,Taguatinga Sul (Taguatinga),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/duster-branco-2013-898403506,
"Carros, vans e utilitários",LAND ROVER FREELANDER2 SE 2.2 SD4 190CV T.DIESEL,LAND ROVER,2011,165000,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,4 portas,,71015180,Brasília,Guará I,https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/land-rover-2-2-2011-linda-d--898403469,Van/Utilitário
"Carros, vans e utilitários",VW - VOLKSWAGEN JETTA COMFORTLINE 2.0 T.FLEX 8V 4P TIPT.,VW - VOLKSWAGEN,2014,80000,2.0 - 2.9,Flex,Manual,Hidráulica,Branco,4 portas,,72115015,Brasília,Taguatinga Norte (Taguatinga),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vw-jetta-confortline-2-0-201-898403553,Sedã
"Carros, vans e utilitários",HYUNDAI HB20,HYUNDAI,2013,85000,,,Manual,Hidráulica,,,,72025065,Brasília,Taguatinga Sul (Taguatinga),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-hb20-2012-2013-com-1mil-desconto-para-hoje-898403453,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL TRENDLINE 1.0 T.FLEX 12V 5P,VW - VOLKSWAGEN,2021,47560,,Gasolina,Manual,,,4 portas,5,71250035,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-1-0-12v-858983994,
"Carros, vans e utilitários",LAND ROVER RANGE ROVER,LAND ROVER,2012,118951,,Gasolina,Automático,,,4 portas,0,71250035,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/land-rover-range-rover-evoque-prestige-4wd-2-0-16v-886039900,
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX 1.6 MI I MOTION TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2013,104000,1.6,Flex,Manual,,Preto,4 portas,,72025065,Brasília,Taguatinga Sul (Taguatinga),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fox-preto-2013-bem-conservado-898403441,
"Carros, vans e utilitários",CITROEN C3 ORIGINE 1.5 FLEX 8V 5P MEC.,CITROEN,2013,85000,1.5,Flex,Manual,Hidráulica,Prata,4 portas,9,72210300,Brasília,Ceilândia Norte (Ceilândia),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/citroen-c3-1-5-prata-2013-unico-dono-100-financiado-898403456,Hatch
"Carros, vans e utilitários",RENAULT KWID ZEN 1.0 FLEX 12V 5P MEC.,RENAULT,2019,30000,1.0,Flex,Manual,Elétrica,Outra,4 portas,,72020110,Brasília,Taguatinga Sul (Taguatinga),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-kwid-1-0-zen-2019-889595069,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE TRENDLINE 1.6 T.FLEX 8V 4P,VW - VOLKSWAGEN,2008,83234,1.6,Flex,Manual,Hidráulica,Preto,4 portas,0,71050190,Brasília,Guará II,https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/voyage-trend-1-6-2008-898403433,Sedã
"Carros, vans e utilitários",FIAT SIENA,FIAT,2010,147247,,,Manual,Hidráulica,,,,72025065,Brasília,Taguatinga Sul (Taguatinga),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-siena-2010-2010-em-perfeito-estado-898403425,
"Carros, vans e utilitários",HYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.,HYUNDAI,2013,85000,1.6,Flex,Manual,,Branco,4 portas,,72025065,Brasília,Taguatinga Sul (Taguatinga),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hb20-branco-2013-898403402,
"Carros, vans e utilitários",PEUGEOT 408 SEDAN FELINE 2.0 FLEX 16V 4P AUT.,PEUGEOT,2011,114074,2.0 - 2.9,Flex,Automático,Elétrica,Prata,4 portas,9,72220208,Brasília,Ceilândia Sul (Ceilândia),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/408-2-0-feline-16v-4p-aut-898403401,Hatch
"Carros, vans e utilitários",FORD FIESTA 1.5 16V FLEX MEC. 5P,FORD,2015,108000,1.5,Flex,Manual,Hidráulica,Branco,4 portas,9,72220275,Brasília,Ceilândia Sul (Ceilândia),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiesta-1-5-s-hatch-16v-flex-4p-manual-898403281,Hatch
"Carros, vans e utilitários",FORD ECOSPORT FREESTYLE 1.6 16V FLEX 5P,FORD,2012,157000,1.6,Flex,Manual,Hidráulica,Prata,4 portas,9,72210300,Brasília,Ceilândia Norte (Ceilândia),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-1-6-prata-2012-unico-dono-100-financiado-898403298,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO TITAN  1.6 MI TOTAL FLEX 2P,VW - VOLKSWAGEN,2009,157000,1.6,Flex,Manual,Hidráulica,Prata,2 portas,9,72210300,Brasília,Ceilândia Norte (Ceilândia),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volksvagen-saveiro-1-6-prata-2008-unico-dono-100-financiado-898403120,Pick-up
"Carros, vans e utilitários",RENAULT CAPTUR ZEN 1.6 16V FLEX 5P AUT.,RENAULT,2018,48073,,Flex,Automático,,,4 portas,4,71250035,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/captur-2017-2018-1-6-16v-sce-flex-zen-x-tronic-893915262,Passeio
"Carros, vans e utilitários",FORD KA,FORD,2015,91000,,,Manual,Hidráulica,,,,72025065,Brasília,Taguatinga Sul (Taguatinga),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-ka-2014-2015-completo-898403305,
"Carros, vans e utilitários",PEUGEOT 308 FELINE/GRIFFE 1.6 TURBO 16V 5P AUT.,PEUGEOT,2015,59835,1.6,Flex,Automático,Hidráulica,Branco,4 portas,0,71050190,Brasília,Guará II,https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/308-griffe-aut-2015-898403274,Hatch
"Carros, vans e utilitários",PEUGEOT 208 ACTIVE PACK 1.2 FLEX 12V 5P MEC.,PEUGEOT,2017,92000,1.2,Flex,Manual,Elétrica,Vermelho,4 portas,9,72006027,Brasília,Setor Habitacional Vicente Pires,https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-208-active-pack-bem-conservado--898402848,Hatch
"Carros, vans e utilitários",GM - CHEVROLET CORSA GLS 1.6 MPFI 5P,GM - CHEVROLET,1997,235288,1.6,Gasolina,Manual,Hidráulica,Azul,4 portas,0,72261255,Brasília,Ceilândia Norte (Ceilândia),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-corsa-sedan-898402673,Passeio
"Carros, vans e utilitários",BMW 328IA SPORT 2.0 16V/2.0 16V FLEX 4P,BMW,2015,120000,2.0 - 2.9,Flex,Automático,Elétrica,Cinza,4 portas,8,71740602,Brasília,Park Way,https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/bmw-328-2-0-turbo-active-flex-2015-898402749,Sedã
"Carros, vans e utilitários",FIAT TORO,FIAT,2022,0,1.3,Flex,Automático,Hidráulica,Preto,4 portas,,70632300,Brasília,Zona Industrial,https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-1-3-turbo-270-flex-freedom-at6-788756940,
"Carros, vans e utilitários",HONDA CIVIC SEDAN LXR 2.0 FLEXONE 16V AUT. 4P,HONDA,2014,62000,2.0 - 2.9,Flex,Automático,Hidráulica,Prata,4 portas,5,71953000,Brasília,Areal (Águas Claras),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-new-lxr-2-0-i-vtec-aut-flex-888993002,Passeio
"Carros, vans e utilitários",FIAT GRAND SIENA,FIAT,2021,0,1.0,Flex,Manual,Hidráulica,Prata,4 portas,,70632300,Brasília,Zona Industrial,https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-grand-siena-1-0-evo-flex-attractive-manual-842585918,
"Carros, vans e utilitários",FIAT UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P,FIAT,2015,119000,1.0,Flex,Manual,Mecânica,Branco,,4,71250040,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-1-0-892105430,
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LT 2.8 TDI 4X4 CD DIESEL,GM - CHEVROLET,2017,84000,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,4 portas,0,71250050,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-s10-ltz-2017-2-8-diesel-completo-cambio-automatico-impecavel-898402317,Pick-up
"Carros, vans e utilitários",MERCEDES-BENZ GLE-400 COUPE 3.0 V6 333CV AUT.,MERCEDES-BENZ,2016,51539,,Gasolina,Automático,,,4 portas,7,71250030,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gle-400-2016-2016-3-0-v6-gasolina-coupe-4matic-9g-tronic-855988575,Passeio
"Carros, vans e utilitários",MERCEDES-BENZ A 250,MERCEDES-BENZ,2015,51000,,Gasolina,Automático,,,4 portas,7,71250030,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gla-250-2015-2015-2-0-16v-turbo-gasolina-vision-4p-automatico-894338136,Passeio
"Carros, vans e utilitários",CITROEN C4 GLX 1.6 FLEX 16V 5P MEC.,CITROEN,2011,170513,,Flex,Manual,,,4 portas,0,71250225,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/citro-n-c4-2011-2011-1-6-glx-16v-flex-4p-manual-886128243,Passeio
"Carros, vans e utilitários",FIAT ARGO DRIVE 1.0 FIREFLY,FIAT,2021,13000,,Flex,Manual,,,2 portas,4,72320581,Brasília,Samambaia Norte (Samambaia),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-argo-2020-2021-1-0-firefly-flex-drive-manual-894542364,Passeio
"Carros, vans e utilitários",HYUNDAI HB20,HYUNDAI,2022,0,1.0,Flex,Manual,,Preto,4 portas,,72445010,Brasília,Setor Industrial (Gama),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-flex-sense-manual-890870903,
"Carros, vans e utilitários",NISSAN VERSA S 1.6 16V FLEXSTART 4P MEC.,NISSAN,2020,31509,,Flex,Manual,,,4 portas,3,71250040,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/versa-2019-2020-1-6-16v-flexstart-sl-4p-xtronic-863669022,Passeio
"Carros, vans e utilitários",TOYOTA COROLLA GLI UPPER 1.8 FLEX 16V AUT.,TOYOTA,2018,90000,1.8,Flex,Automático,Hidráulica,Preto,4 portas,7,72006027,Brasília,Setor Habitacional Vicente Pires,https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-gli-upper-novissimo--898401307,Sedã
"Carros, vans e utilitários",BMW 535IA M SPORT 3.0 24V 306CV BI-TURBO,BMW,2015,53853,,Gasolina,Automático,,,4 portas,3,71250040,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/535i-2014-2015-3-0-m-sport-24v-gasolina-4p-automatico-892105783,Passeio
"Carros, vans e utilitários",JAC J6 2.0 16V 5P MEC.,JAC,2012,103000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Prata,4 portas,3,71250035,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/j6-2012-2-0-diamond-7-lugures-874129945,Passeio
"Carros, vans e utilitários",JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,JEEP,2016,56000,1.8,Flex,Automático,Elétrica,Branco,4 portas,7,72110350,Brasília,Taguatinga Norte (Taguatinga),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-jeep-renegade-flex-15-16-cor-branca-automatico-muito-novo-898401781,SUV
"Carros, vans e utilitários",FIAT LINEA ESSENCE 1.8 FLEX 16V 4P,FIAT,2015,166000,,Flex,Automático,,,4 portas,8,70660620,Brasília,Área Octogonal,https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/linea-2014-2015-1-8-essence-16v-flex-4p-automatizado-869486257,Passeio
"Carros, vans e utilitários",RENAULT LOGAN ZEN FLEX 1.0 12V 4P MEC.,RENAULT,2020,42459,,Gasolina,Manual,,,4 portas,1,71200020,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/logan-2019-2020-1-0-12v-sce-flex-zen-manual-830324779,Passeio
"Carros, vans e utilitários",GM - CHEVROLET EQUINOX PREMIER 2.0 TURBO AWD 262CV AUT.,GM - CHEVROLET,2020,13000,2.0 - 2.9,Flex,Automático,Elétrica,Branco,4 portas,5,71738010,Brasília,Setor de Postos e Motéis Sul (Núcleo Bandeirante),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/equinox-premier-2-0-aut-2020-820770191,SUV
"Carros, vans e utilitários",FORD KA 1.0 S TIVCT FLEX 5P,FORD,2020,45362,,Flex,Manual,,,4 portas,3,71200020,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2019-2020-1-5-ti-vct-flex-se-manual-832562705,Passeio
"Carros, vans e utilitários",LAND ROVER DISCOVERY SPORT HSE LUXURY 2.0 4X4 AUT.,LAND ROVER,2018,19000,,Diesel,Automático,,,4 portas,1,70660620,Brasília,Área Octogonal,https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/discovery-2018-2018-3-0-v6-td6-diesel-hse-luxury-4wd-automatico-880656606,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN UP! SPEED 1.0 TSI T. FLEX 12V 5P,VW - VOLKSWAGEN,2017,57784,1.0,Flex,Manual,Elétrica,Branco,4 portas,4,72025065,Brasília,Taguatinga Sul (Taguatinga),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-1-0-tsi-speed-up-12v-flex-4p-manual-894848969,
"Carros, vans e utilitários",CITROEN C3 GLX 1.4/ GLX SONORA 1.4 FLEX 8V 5P,CITROEN,2010,120000,1.4,Flex,Manual,Elétrica,Prata,4 portas,5,70254090,Brasília,Asa Sul,https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/citroen-c3-1-4-2010-novissimo-unico-dono-898396951,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,2018,54000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,5,73105904,Brasília,Grande Colorado (Sobradinho),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-2018-2019-1-0-12v-mpi-impecavel-898400840,Hatch
"Carros, vans e utilitários",FIAT UNO WAY 1.0 FLEX 6V 5P,FIAT,2019,68415,1.0,Flex,Manual,Hidráulica,Prata,4 portas,,72445010,Brasília,Setor Industrial (Gama),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/uno-way-1-0-18-19-completo-898397028,Hatch
"Carros, vans e utilitários",LIFAN 530 1.5 16V 103CV 4P,LIFAN,2016,96798,,Gasolina,Manual,,,4 portas,6,71250030,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/lifan-530-2015-2016-1-5-16v-gasolina-4p-manual-748932289,Passeio
"Carros, vans e utilitários",FIAT PALIO EDX 1.0 MPI 4P,FIAT,1998,0,1.0,Gasolina,Manual,Mecânica,Branco,4 portas,5,72210101,Brasília,Ceilândia Norte (Ceilândia),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/palio-antigo-e-bem-conservado-886206860,Hatch
"Carros, vans e utilitários",NISSAN VERSA SL 1.6 16V FLEXSTART 4P AUT.,NISSAN,2019,52852,1.6,Flex,Automático,Hidráulica,Prata,4 portas,9,71953000,Brasília,Areal (Águas Claras),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nissan-versa-1-6-16v-sl-flexstart-cvt-flex-892983106,Passeio
"Carros, vans e utilitários",FORD FUSION SEL 2.3 16V  162CV AUT.,FORD,2010,148470,2.0 - 2.9,Gasolina,Automático,Hidráulica,Prata,,5,71250025,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fusion-890681179,Sedã
"Carros, vans e utilitários",CITROEN C4 EXCL./EXCL. SOLAR. 2.0 FLEX 16V MEC.,CITROEN,2012,112000,2.0 - 2.9,Flex,Manual,Hidráulica,Preto,4 portas,8,71715004,Brasília,Núcleo Bandeirante,https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/c4-solaris-exclusive-2-0-manual-2012-teto-solar-889051556,Hatch
"Carros, vans e utilitários",RENAULT SANDERO LIFE FLEX 1.0 12V 5P MEC.,RENAULT,2021,51320,1.0,Flex,Manual,Elétrica,Cinza,4 portas,0,72445010,Brasília,Setor Industrial (Gama),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/sandero-life-1-0-20-21-898400092,Hatch
"Carros, vans e utilitários",HONDA FIT LX 1.5 FLEXONE 16V 5P AUT.,HONDA,2016,56692,1.5,Flex,Automático,Hidráulica,Azul,4 portas,1,71953000,Brasília,Areal (Águas Claras),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-1-5-16v-lx-cvt-flex-884602267,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE 1.6 MSI FLEX 8V 4P,VW - VOLKSWAGEN,2020,55000,1.6,Flex,Manual,Hidráulica,Cinza,4 portas,1,72860970,Novo Gama,Parque Estrela Dalva VI (Pedregal),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/voyage-1-6-msi-2019-2020-mais-completo-898396167,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO 1.6 MI/ 1.6MI CITY TOTAL FLEX 8V,VW - VOLKSWAGEN,2009,150000,1.6,Flex,Manual,Hidráulica,Preto,2 portas,2,71250025,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/saveiro-montada-na-deboxe-aro-18-suspensao-a-ar-894077092,Pick-up
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2018,63156,,Flex,Manual,,,4 portas,3,71250045,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-novo-gol-trendline-1-6-si-817206377,
